Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
22.08.2022,95.3,50,114.7,309,196.3,1.3,134,0.4,1.7,1.5,11.9,13.4,9.6,56.9,237.6
23.08.2022,95.3,49.1,113.8,304.6,193.2,1.4,128.5,0.4,1.7,1.4,12.9,14.5,14.4,115.8,267.7
24.08.2022,94.9,47,113.5,293.9,200.7,1.4,131.3,0.4,2.5,1.5,14.1,15.9,12.5,112,263.3
25.08.2022,94.5,45.1,113.3,286.8,207.1,1.3,120,0.4,2.3,1.5,13.8,15.5,68.9,138.9,253.4
26.08.2022,94.7,47.7,114.9,288.5,205.4,1.3,124.5,0.3,2.8,1.5,14.1,15.8,52.8,105.6,183.2
27.08.2022,95.1,50.2,114.7,300.3,150.3,1.3,81.4,0.3,3,1.5,14,15.7,59,133.7,115.5
28.08.2022,95.3,50.1,113.5,270,120.1,1.3,57.7,0.3,2,1.5,13.3,14.9,108,180.2,203.9
29.08.2022,95.4,45.6,115.7,286.8,189.4,1.3,107.7,0.3,2,1.5,13.7,15.4,44.2,98.8,235.2
30.08.2022,95.2,43.7,115.8,285.2,224.5,1.3,118.4,0.3,2.5,1.5,13,14.6,41.8,112.6,239.8
31.08.2022,95.5,46.5,116.2,292.1,211.7,1.4,254.1,0.4,2.6,1.4,12.8,14.4,43.6,159.3,164.6
01.09.2022,95.6,45.2,115.8,300.7,202.9,2.5,115.1,0.4,2.6,1.8,12.3,13.8,29.2,156.9,222.8
02.09.2022,95.9,39.6,116.2,300.3,197.7,2.5,82.1,0.4,2.4,1.7,12.6,14.2,70.7,246.4,269.6
03.09.2022,95.7,37.8,115,264.4,101.4,2.6,46.1,0.4,2.1,1.7,10.6,12,108.8,303.8,211.9
04.09.2022,95.5,39.7,114.3,281.1,105.2,2.6,57.1,0.4,3.1,1.6,10.9,12.2,90.5,169.5,245.5
05.09.2022,95.2,39.4,114.3,304,195.7,2.6,73.5,0.4,3.7,1.7,11.5,12.9,97.2,230.3,250.5
06.09.2022,94.7,41.9,113.8,317,187.1,2.6,82.7,0.4,4.5,1.9,11.6,13,100.9,254.7,205.4
07.09.2022,94.9,43.8,114.7,308.6,211,2.6,114.1,0.3,3.3,1.7,11.8,13.2,36.8,123.8,201.5
08.09.2022,95.3,46.7,114.5,328.7,204.5,2.5,91.9,0.4,2.2,1.5,11.8,13.2,57.7,205.3,114.9
09.09.2022,95.9,49.8,115.8,327.7,188.1,2.5,74.4,0.4,2.8,1.5,11,12.4,21,201.6,170.1
10.09.2022,96.1,48.5,115.4,297.7,166.3,2.5,63.5,0.4,2.3,1.1,11.4,12.8,12.4,139.3,137.5
11.09.2022,95.9,47.6,114.6,297.8,159.1,2.5,72.1,0.4,2.2,1.1,11.3,12.7,2.1,63,144.8
12.09.2022,96,47.9,115.1,278.8,200,2.5,102.1,0.4,2.9,1.2,11.4,12.8,50,58.3,225.8
13.09.2022,95.8,45.9,115.2,290.7,199.2,2.9,97.9,0.3,3.8,1.5,12.7,14.3,102.6,212.9,157.2
14.09.2022,95.5,46.4,115.9,298,215.7,2.6,106.8,0.3,4.8,1.4,11.7,13.2,65.8,105.9,93
15.09.2022,95.5,49.7,116,308.4,196.4,2.6,60.5,0.4,3,1.4,12.2,13.7,115.1,289.7,119.2
16.09.2022,96.5,50.7,116.3,277.9,98.7,3.2,54.3,0.4,2.6,1.4,12.8,14.4,122.2,483.1,141.6
17.09.2022,95.8,48.2,117.1,179.2,66.5,2.7,38.5,0.4,1.7,1.4,12.6,14.2,115.3,501.4,145.6
18.09.2022,97,51.8,116.5,178.3,59.9,2.7,38.7,0.4,2.7,1.4,12.5,14,109.5,520.1,101.6
19.09.2022,97,51.5,117.9,287,122,2.6,61.9,0.4,4.8,1.5,12.7,14.2,137.6,342.2,140.4
20.09.2022,97.2,49.8,118.7,313.8,222.7,2.6,112,0.4,4.1,1.4,12.4,13.9,46.2,119.7,164.3
21.09.2022,97.4,47.5,120.1,316.7,232.1,2.7,139.8,0.4,5.2,1.4,12.5,14,1.7,30.1,221.8
22.09.2022,97.3,47.3,120.1,328.5,243.4,2.8,111.5,0.4,4.7,1.5,13.1,14.7,14.8,34,238.6
23.09.2022,97.2,47.1,121.2,327,246.1,2.8,113,0.4,4.7,1.5,13.1,14.8,32.5,77.8,207.9
24.09.2022,96.8,45.5,120.7,324.3,196.6,2.8,61.4,0.4,2.3,1.5,13,14.7,81.6,42.7,106.7
25.09.2022,96.8,42.3,120.2,298.7,179.5,2.8,61.2,0.4,3.4,1.4,13,14.6,45.4,67,112.8
26.09.2022,96.7,45.4,120.1,283.4,146.6,2.7,55.4,0.4,2.6,1.4,13.3,14.9,110.6,410.6,132
27.09.2022,96.9,48.8,121.5,287.6,203.3,2.7,77.7,0.4,4.5,1.4,13.2,14.9,52.3,311.4,96.5
28.09.2022,97.4,53.1,122.1,319.4,247.7,3,100.2,0.4,3.8,1.4,13.4,15,2.5,98.3,95.5
29.09.2022,97.3,53.4,122.3,325,258.5,2.6,95.3,0.4,4,1.4,9.3,10.5,19.7,47.2,133.9
30.09.2022,97,54.9,113.6,301,220.6,2.6,74,0.4,3.7,1.4,12.9,14.5,57.9,131.6,179.6
01.10.2022,96.5,50.3,113.2,167.6,54.3,2.7,48.9,0.5,1.9,1.7,13.3,15,125.7,603.9,62.1
02.10.2022,94.1,54.1,113.6,194,61.8,2.7,46.4,0.4,2.3,1.7,13.5,15.1,146.7,448.6,94.7
03.10.2022,96.6,66.2,115.1,247.3,121.7,2.7,49.4,0.4,4.9,1.7,13.3,15,66.5,291.4,136.5
04.10.2022,96.4,66.4,116.1,296.8,161.8,2.6,70.3,0.4,6.2,1.3,13.5,15.2,100.6,180.4,179.7
05.10.2022,95,61.1,114.3,252.3,89.6,2.6,53.7,0.3,3.9,1.4,13.4,15.1,129.2,487.7,172.1
06.10.2022,93.2,55.5,114,264.8,118.8,2.7,66,0.3,5.2,1.4,13.6,15.3,106.2,424.5,181.2
07.10.2022,96.5,54.9,117.1,298,156.2,2.8,68.9,0.4,5.5,1.5,13.7,15.4,115.1,262.8,180.3
08.10.2022,96.6,51.8,116.5,302.3,104.1,2.6,64.5,0.4,3.5,1.5,14,15.7,110.5,342.9,116.9
09.10.2022,96.9,48.1,115.1,306.3,71.4,2.6,55.6,0.4,2.4,1.4,12.3,13.8,61.5,197.7,187.9
10.10.2022,96.8,46.5,112.3,312.8,154.9,2.7,74,0.4,4.5,1.5,13,14.6,109.6,312.6,160.6
11.10.2022,96.7,46.8,112.9,323.6,194,3.7,138.5,0.4,4.3,1.5,11.1,12.5,66,127.6,140.1
12.10.2022,96.7,48.5,113.9,312.9,221.6,2.7,153.1,0.3,6.1,1.5,11.1,12.5,40.1,57.8,147.4
13.10.2022,96.6,47.4,114.1,327.9,219.5,2.7,156.8,0.3,4.9,1.5,11.2,12.6,41.5,138.6,84.9
14.10.2022,96.4,50.1,112.3,342.6,184.8,2.7,151.9,0.3,6.3,1.5,11,12.4,30.3,124.4,78.2
15.10.2022,96,50.2,110.2,310.5,86.3,2.6,69,0.4,1.8,1.5,10.4,11.6,72.1,251.7,79.5
16.10.2022,95.5,45.3,110.1,264,72.7,2.6,68.3,0.3,1.1,1.5,9.8,11,98.1,286.5,130.3
17.10.2022,95,40.6,113,315.7,115.3,2.6,133.1,0.3,2.9,1.5,10.5,11.8,86.9,283.5,144.9
18.10.2022,96,41.3,115.9,282.6,189.7,2.7,176.3,0.4,3.1,1.5,10.7,12,90.8,128.7,93.8
19.10.2022,96.5,40.5,118.2,287.7,137.8,3,179.3,0.4,2.9,1.4,11.2,12.6,40.9,146.9,106.9
20.10.2022,96.4,38.6,118.4,269,103.6,3,114,0.4,3.3,1.5,11,12.4,118.5,417.1,115.6
21.10.2022,67.3,39.5,122.4,305.3,110.3,2.6,158.3,0.4,4,1.6,13.6,15.3,26.3,231.7,55
22.10.2022,63.1,43.6,121.6,266,48.3,2.6,107.5,0.4,1.7,1.6,13.8,15.6,50.9,201.6,108.2
23.10.2022,63,43.4,121.2,249.9,36.1,2.7,82,0.4,1.4,1.5,13.9,15.6,61.8,251.3,104.7
24.10.2022,62.9,43.1,121,206.5,66.6,2.6,103.4,0.3,1.4,1.5,13.8,15.5,117.1,587.7,59.5
25.10.2022,63.1,58,121.3,259.7,55.1,2.7,158.5,0.4,3,1.6,13.7,15.4,101.4,334.7,105.5
26.10.2022,63.1,54,121.4,331.4,52.1,2.7,171.1,0.4,3.3,1.6,13.5,15.2,69.3,183.6,105
27.10.2022,62.9,53.2,121.7,327.4,50.1,2.7,106.8,0.4,2.7,1.5,12.9,14.5,96.4,244.1,141.3
28.10.2022,62.6,50.9,121.9,315.8,43.5,2.7,93,0.4,3.2,1.6,13.1,14.7,72.4,340.8,110.8
29.10.2022,67,49.2,121.8,274.9,39.1,2.6,91.9,0.3,1.5,1.8,12.9,14.5,33.8,143.1,95.7
30.10.2022,77.9,47.6,126.8,297.5,36,2.7,77,0.4,2,2,8.8,9.8,32.3,135.9,130.8
31.10.2022,91.2,48.1,122.2,298.6,49.1,2.6,150,0.4,3.2,2.3,13.1,14.8,47.7,131.5,89.2
01.11.2022,93.6,45.5,120.4,219,49.1,4.3,51.7,0.4,2.1,1.7,12.6,14.2,134.9,452.8,79.3
02.11.2022,96,41.5,121.5,226.9,65.4,4.5,94.2,0.4,1.6,1.5,12,13.5,128.5,537.4,99.4
03.11.2022,96.1,42.6,124.1,295.8,51.3,4.7,116,0.4,2.3,1.7,13.1,14.7,130,469.8,81.2
04.11.2022,96.3,47.5,125.1,329.1,132.7,4.3,146.8,0.4,3.4,1.8,12.9,14.6,116.4,253,42.4
05.11.2022,96.5,46.4,124.5,292.8,85,4.3,83.9,0.5,1,1.7,12.7,14.3,95.1,255.1,78.1
06.11.2022,96.2,41.5,122.6,133.5,97.7,4.3,57.5,0.5,1.7,1.3,12.9,14.5,109.3,488.8,97.1
07.11.2022,95.5,40.8,123.7,225.3,99.4,4.3,86.4,0.4,1.1,1.7,13.1,14.7,112.2,568.2,71.5
08.11.2022,95.7,39.8,123.5,247.6,99,4.2,92.1,0.4,2,1.8,11.9,13.4,118.2,511.8,103.7
09.11.2022,95.2,40.8,123.5,277.4,104.7,4.2,90.4,0.4,2.8,1.7,11.9,13.4,121.2,532.6,58.9
10.11.2022,95.2,44.6,123.3,297.2,116,4.1,81.8,0.4,2.6,1.8,12.1,13.6,141.4,442,94.8
11.11.2022,95.7,42.5,125,317.6,121.7,4.1,96,0.5,3.3,1.7,11.6,13.1,143.5,352.2,74.6
12.11.2022,95.9,41.5,126.4,359.6,147.2,4.1,98.3,0.5,6.1,1.7,11.1,12.5,35.8,92.4,71.3
13.11.2022,95.6,39.4,125.1,341.7,145.3,4.3,88.7,0.5,2.9,1.3,10.9,12.2,42.8,227.5,93.1
14.11.2022,95.4,37.9,124.1,367.6,176.4,4.4,148.2,0.5,3.6,1.5,8,9,104.7,342.5,79.5
15.11.2022,94.9,42,123.9,367.4,218.5,4.9,98.3,0.5,3.1,1.4,7.5,8.5,93.5,278.6,87.4
16.11.2022,94.7,41.5,121.5,352,169.9,5.5,106.7,0.5,4.3,1.3,7.3,8.2,116.1,420,37.1
17.11.2022,94.4,39.9,117.3,261.3,169.6,5.2,100.2,0.5,2.9,1.3,9.9,11.1,73.5,662,31.2
18.11.2022,94.5,40.2,120,352.4,222.7,4.3,126,0.5,3,1.6,12.3,13.8,119.6,316.4,28.9
19.11.2022,94.8,44.2,120,346,239.1,4.3,121.3,0.5,1.9,1.7,11.7,13.1,64.6,140.2,43.9
20.11.2022,94.4,39.8,119.5,344,228,4.3,110.7,0.5,1.4,1.5,12.1,13.6,21.1,139.5,38
21.11.2022,94.1,39.2,120,355.5,214.1,5.5,182.4,0.5,4.2,2.1,12.3,13.9,48.5,207.3,49.3
22.11.2022,93.6,43.4,120.2,342,191,6,157.3,0.4,2.1,2.1,12.5,14.1,145.3,355,31.7
23.11.2022,93.3,45.1,122.5,349.4,210.7,6,146.3,0.4,1.2,1.9,13.6,15.3,119.4,336.9,70.1
24.11.2022,92.9,45.7,121.2,355.7,213.2,5.5,162.4,0.4,2.3,2,13.5,15.2,93.5,260.5,39
25.11.2022,92.9,45.4,122.8,312,272,4.4,171.4,0.4,1.5,1.9,14,15.7,85.8,228,44.8
26.11.2022,92.6,42.2,122.5,325.5,285.9,4.4,124.1,0.4,1.5,1.6,13.8,15.5,55,148.9,39.1
27.11.2022,92.7,38.4,120.9,299.2,185.6,4.3,108.6,0.4,1.7,1.4,13.4,15,111,301.3,49.4
28.11.2022,89.3,37.7,121.3,335.2,255.9,7.4,203.9,0.4,2.9,1.8,12.6,14.2,82.6,290.7,22.4
29.11.2022,92,42.8,121.8,354.5,304.7,6.8,277,0.4,2.6,2.4,9.2,10.3,28,72.2,15.2
30.11.2022,92,45,121.4,366.2,313.9,6.1,308.6,0.4,3.4,2.4,11.7,13.2,27.7,60.2,18.1
01.12.2022,89.7,42,119.2,370,325.3,7.1,285.3,0.4,3.1,1.7,13.2,14.8,35.2,63.9,16.7
02.12.2022,90.2,39.8,120.9,349.3,311.6,6.8,239.8,0.4,2.6,1.8,12.9,14.5,105.2,187.9,8.4
03.12.2022,86.9,37.2,121.8,308.2,280.1,6.2,214,0.4,0.9,1.7,12.9,14.5,129.4,153,8.2
04.12.2022,86.2,33,120.3,302.3,255.6,7,186.1,0.4,1.3,1.7,12.4,13.9,119.6,177.3,11.3
05.12.2022,89.5,34.6,120.5,368.7,281.6,7.9,249.8,0.4,2.8,1.7,13,14.6,113.1,124.2,9.1
06.12.2022,89.7,39.2,120.2,366.3,308,7.7,273.6,0.4,2.4,1.8,11.5,12.9,52.5,98.6,14.9
07.12.2022,86.1,37.4,119.7,349,286.8,11,250.3,0.4,1.8,1.8,12.8,14.4,93.6,290.2,29.8
08.12.2022,88.6,34.8,119.3,363.1,321.1,8.1,270.7,0.5,2.2,1.8,12.9,14.5,28.9,155.9,27.3
09.12.2022,87.6,38.7,122.7,352.8,296.3,8.5,288.9,0.5,2.2,1.9,12.6,14.1,53.9,53.8,21.5
10.12.2022,89.3,36.6,126.7,326.9,298.9,5.1,259.6,0.5,0.9,1.9,12.8,14.3,44.7,34.7,14.9
11.12.2022,89.8,33.5,125.7,336.9,294.2,5.1,241,0.5,1,1.9,12.7,14.3,50.7,32.1,11.9
12.12.2022,89.6,34.2,125.4,371.2,311.7,7.7,303.6,0.5,4,1.9,12.8,14.4,40.2,70.5,26.1
13.12.2022,89.3,36.9,125,372.4,311,7.3,299.7,0.5,3.9,1.9,12.4,14,70.9,144.1,34.7
14.12.2022,89,39.1,126.4,378.3,301,8.8,291.8,0.5,3.3,1.7,12.1,13.6,71.3,154.2,16.1
15.12.2022,88.8,39.7,127.3,356.9,271.9,8.5,291,0.5,4.3,1.5,12.3,13.9,81.2,158.2,21.5
16.12.2022,88.5,41.8,127.8,361.3,276.4,6.8,294,0.4,3.2,1.6,12.2,13.7,32.1,70.4,17
17.12.2022,88.4,38.3,127.1,351.4,250.6,5.3,227.3,0.5,2.7,1.6,12.2,13.7,110.9,75,16
18.12.2022,87.9,34.3,126.2,301.4,212.1,5.1,180.7,0.5,1.7,1.4,12.2,13.7,114.1,315.6,17.5
19.12.2022,87.6,34,125.8,276.6,161.1,5.1,187.7,0.5,1.9,1.3,12.5,14,135.3,565.9,6.8
20.12.2022,87.1,35.2,124.8,261.7,161.9,5.8,155,0.5,1.6,1.1,12,13.5,112.3,572.7,12.3
21.12.2022,86.8,36.5,125.1,302.5,189.8,5.2,141.6,0.5,1.1,1.4,11.9,13.4,93.1,352.8,14.6
22.12.2022,86.3,38.3,125.7,307.1,154.5,5.2,110.8,0.5,1.4,1.6,12.8,14.4,99.4,409.8,19.7
23.12.2022,85.8,47.4,126.9,308.1,153.5,5.1,127.3,0.5,1.1,1.7,13,14.6,37.5,277.2,12.8
24.12.2022,85.6,58,124.9,282.3,66.2,4.9,95.8,0.5,1,1.4,13.2,14.8,50.5,372.8,29.5
25.12.2022,85.5,52.4,124.9,199.5,53.5,4.9,76.2,0.5,1.2,1.1,13.3,15,78,286.4,39.3
26.12.2022,85,47.8,123.4,127.5,77.9,5,69.8,0.5,1.1,1.1,13.1,14.8,115.3,577.8,16.4
27.12.2022,85.2,49.7,124.7,157.7,91.6,5,83.8,0.5,1.8,1.1,12.9,14.5,137.7,546.9,52.8
28.12.2022,84.6,48.4,124.1,121.2,62.4,5.2,77.7,0.5,1.7,1.1,9.2,10.3,142.2,677.2,33.3
29.12.2022,83.9,44.9,121.7,119.6,78.9,5.4,71.1,0.4,1.5,1,12.1,13.6,107.2,717.3,33.5
30.12.2022,83.3,44.7,121.6,114.3,74,5.4,64.6,0.4,1,1,12.1,13.5,121.8,641.2,52.3
31.12.2022,80.4,42.9,121.2,92.1,49.1,5.4,59.3,0.4,0.9,1,12.1,13.6,99.3,656,36.1
