Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
31.07.2021,171.4,66.6,114.5,116,21.5,1,40.3,0.3,4.3,1.6,14.6,16.8,73,464.7,214.9
01.08.2021,186.2,67.9,116.3,173.9,22.9,1.3,39.5,0.3,5.5,1.4,14.6,16.8,56.7,143.5,157.6
02.08.2021,188.5,67.6,114.5,254.1,49.8,1.3,47.5,0.3,6.9,1.5,14.4,16.5,65.3,192.3,201.2
03.08.2021,190.6,68.5,115.1,290.9,114.7,1.3,69.1,0.3,6.6,1.5,15,17.2,6.7,45.4,183.3
04.08.2021,190.1,69.2,115.4,294.4,116.9,1.3,84.6,0.3,6.8,1.4,15,17.2,3,35.9,171.1
05.08.2021,190,62.3,115.2,297,98.8,1.3,70.1,0.3,6.6,1.5,15.4,17.7,26.9,70.2,186.2
06.08.2021,189.1,64.8,116.5,242.6,33.9,1.3,49.1,0.3,5.4,1.5,15.3,17.5,73.8,216,194.5
07.08.2021,188.7,68.4,116.6,189.8,29.6,1.3,45.5,0.3,6.4,1.5,15.4,17.7,52.1,182.3,173.4
08.08.2021,169,61.9,115.7,107.6,24.9,1.3,39.1,0.3,7.5,1.4,14.6,16.8,78.5,394.3,189.2
09.08.2021,185.8,64.6,116.7,215.9,30.5,1.3,47.9,0.3,6.7,1.5,15.4,17.7,83.9,262.7,224.9
10.08.2021,189.5,66.6,117,288.3,65.4,1.3,58.9,0.3,6.7,1.6,14.1,16.3,29.6,150,212
11.08.2021,189.2,67.5,117,293,83.6,1.3,68.9,0.3,7.3,1.6,14.7,16.9,13.2,45.2,245.3
12.08.2021,188.5,67.8,117,292.3,83.6,1.3,82,0.3,7.4,1.4,14.8,17.1,15.3,36.4,257.9
13.08.2021,187.1,67.7,116,288.2,85.9,1.3,53.5,0.3,7.2,1.3,14.6,16.7,70.1,136.7,238.4
14.08.2021,181.5,67.1,115.6,226.7,21.6,1.3,40.4,0.3,5.5,1.5,14.5,16.7,107.4,180.1,265.6
15.08.2021,184.9,66.3,115.5,227.5,21.2,1.3,45.5,0.3,3.9,1.6,14.5,16.7,59.1,117.2,233.7
16.08.2021,186.7,66.3,114.5,246.1,28.8,1.3,49.3,0.3,3.6,1.6,14.6,16.8,99.6,483.9,137
17.08.2021,169.7,62.9,115.6,209.1,30.1,1.2,47.1,0.4,4.4,1.6,14.5,16.6,101.6,591.8,153.7
18.08.2021,183.5,68.7,116.6,254.9,40.4,1.2,54.9,0.4,4.3,1.7,14.6,16.8,130.6,393.7,122.5
19.08.2021,188.4,68,116.2,275.1,116.3,1.2,66.3,0.4,6.8,1.6,14.4,16.6,70.4,243.2,117.1
20.08.2021,188.7,67.3,117.1,286.5,154.4,1.3,62.8,0.4,6.3,1.6,14.5,16.7,9,67.7,177.5
21.08.2021,188.5,66,116.9,266.5,91.2,1.2,51.1,0.4,5.7,1.6,14.9,17.1,3.7,25.6,232.4
22.08.2021,188,64,116,259,46.2,1.2,43.5,0.4,3.5,1.6,14.6,16.8,55,169.1,112.7
23.08.2021,188.8,67.4,116.6,279.4,120.3,1.2,62.6,0.4,5.3,1.6,14.7,16.9,36.6,232.8,137.5
24.08.2021,188.8,67.6,117.1,278.5,143.9,1.3,60.5,0.4,5.4,1.6,13.6,15.6,9.6,172,188.8
25.08.2021,186,65.3,117.3,270.4,85.4,1.3,49.4,0.4,4.4,1.6,15,17.3,94.1,244.7,229.8
26.08.2021,188.4,63.6,117.2,271.2,97.8,1.2,60.5,0.4,5.9,1.6,14.3,16.5,102.2,281.8,138.8
27.08.2021,188.3,64.7,118,267.1,103.6,1.2,65.1,0.4,4.7,1.7,14.3,16.4,130,235.9,134.2
28.08.2021,190.1,63.6,117.8,245.2,49.8,1.2,45.4,0.5,2.7,1.7,14.5,16.7,126.8,143.7,122.8
29.08.2021,190.4,64.6,118,262.3,52.7,1.2,44.9,0.5,3.2,1.8,14,16.1,95.8,164.9,78.2
30.08.2021,189.7,65.7,117.4,279.6,139.3,1.3,65.8,0.4,4.5,1.8,14.2,16.3,49.6,220.8,112.2
31.08.2021,189.8,63,118,268.4,176.7,1.3,81.5,0.5,5.9,1.8,14.2,16.3,50.9,187.7,155.3
01.09.2021,190.1,62.3,118.1,276.8,187.2,1.2,115.2,0.5,5.6,1.6,12.4,14.2,16.9,95.9,207
02.09.2021,189.7,63.6,118,274,191,1.2,113.9,0.5,5.5,1.5,11.9,13.7,6.3,70.5,234.1
03.09.2021,187.4,64.1,118.5,268.7,181.5,1.2,87,0.5,5.6,1.5,8.4,9.6,28.1,99.9,255.7
04.09.2021,189.4,62.5,117.2,274.8,145.5,1.2,57.7,0.4,3.7,1.4,11.4,13.1,18.6,49.6,217
05.09.2021,185.7,59.9,118.1,268.1,88.2,1.2,55.6,0.5,2.9,1.4,11.5,13.2,30.7,85.7,233.5
06.09.2021,189.4,58.5,117.3,280.9,209.8,1.2,112.6,0.5,4.4,1.4,11.4,13.1,1.6,29,234.2
07.09.2021,190.1,57.9,117.9,292.3,216.9,1.2,126.8,0.5,5.7,1.4,11.7,13.5,5.7,21.1,204.3
08.09.2021,189.5,55.3,117.2,290,213.7,1.2,123.7,0.5,3.9,1.4,11.3,13,15.6,94.8,245.4
09.09.2021,189.1,53.5,116,290,219.7,1.3,134.5,0.4,4.3,1.4,11.6,13.4,18.2,110,221.3
10.09.2021,188.5,54.3,116.3,311.1,236.8,1.3,137.2,0.4,4.1,1.4,11.9,13.6,9.6,79,175.9
11.09.2021,188.9,53,116.9,315.9,195.1,1.3,73,0.4,1.7,1.3,11.4,13.1,46.8,108.2,130.6
12.09.2021,189.3,49.4,116.7,303,121.3,1.3,65.7,0.4,1.8,1.4,11,12.7,67.5,114.2,173.9
13.09.2021,189.8,47.8,117.1,351.1,208.6,1.3,112.3,0.4,4.1,1.3,11.3,13,29.2,54.3,182.8
14.09.2021,189.6,50.3,117,319,216.6,1.3,124.6,0.4,4.2,1.3,11.5,13.3,15.7,81.3,206.8
15.09.2021,188.9,50.7,116.7,323.3,208.2,1.3,132.8,0.4,4.2,1.3,11.7,13.5,55.3,158.7,76
16.09.2021,189.3,53.6,117.5,327.4,205.2,1.4,138,0.5,2.8,1.4,10.9,12.5,107,237.4,92.1
17.09.2021,190.6,56.4,118.6,318,225.7,1.3,122.6,0.5,2.8,1.4,11.5,13.2,21.9,141.8,110.5
18.09.2021,190.9,52.6,117.8,315.7,195.3,1.2,61.7,0.5,2.4,1.6,11.7,13.5,28.5,79.4,150.3
19.09.2021,188.3,48.2,118.2,330.2,115,1.2,55.3,0.4,2.4,1.4,11.8,13.6,89.2,121.7,116.1
20.09.2021,191.9,49.6,118.9,325.7,215.5,1.2,125.9,0.4,4.3,1.6,12.1,13.9,17.3,49.9,99.8
21.09.2021,191.8,47.2,119.4,313.8,237.4,1.2,105.2,0.4,4,1.9,11.6,13.3,57.3,115.6,129.8
22.09.2021,191.4,44.4,119.9,337.9,213.1,1.3,98,0.4,3.9,1.8,11.9,13.7,60.6,143,158.7
23.09.2021,182.7,43,117.6,255.2,95.5,1.2,60,0.4,2.9,1.5,11.5,13.3,73.6,554.1,182
24.09.2021,177.9,41.6,118.1,271.8,141.1,1.2,74.9,0.3,3.1,1.7,12.1,13.9,106.7,381.1,125.4
25.09.2021,155.3,39.7,118.6,290.1,179.3,1.3,78.4,0.3,2.3,1.6,11.8,13.6,30.4,129.4,162.2
26.09.2021,156.1,38.2,117.6,323.4,147.7,1.3,62.1,0.3,1.3,1.6,12.3,14.1,26.8,100.3,144.8
27.09.2021,154.8,40.4,116.9,347.8,203.6,1.3,98.6,0.2,3,1.8,12.5,14.4,83.2,158.3,118.2
28.09.2021,157.2,41.5,117.8,348,230.1,1.4,113.2,0.4,3,1.8,11.7,13.5,45.1,88.5,127.5
29.09.2021,155.1,42,118.6,330.8,167.9,1.4,68.4,0.4,2.6,1.7,12,13.8,113.9,340.7,100.6
30.09.2021,147.7,40.5,118,276.9,117.8,1.4,72.1,0.5,3.2,1.6,12.7,14.6,129,487.8,174
01.10.2021,141,39.2,120,264.9,99.4,2.3,76.3,0.5,2.6,1.9,12.7,14.6,139.5,421.5,193.8
02.10.2021,146.1,36,120.2,265,63.2,2.4,58.8,0.5,1.9,1.9,12.6,14.4,78.5,319.5,149.5
03.10.2021,129.8,34.1,118.1,145.9,28,2.4,61,0.5,2.4,1.7,12.5,14.4,105,607,93.1
04.10.2021,148.6,34.2,119.4,305.5,148.4,2.4,100.2,0.5,3.4,1.8,12.6,14.5,127.8,209.3,67.6
05.10.2021,158.1,37.8,120.2,318.5,151.6,2.5,77.2,0.5,2.8,1.9,12.4,14.2,128.3,226.9,64.6
06.10.2021,157.2,45.1,120.1,309.2,149.5,2.5,87.3,0.5,3.1,1.8,12.6,14.4,48.7,302.8,100.6
07.10.2021,158.4,45.2,121.4,325.2,236.3,2.6,158.2,0.5,2.9,2.3,13.6,15.7,6.6,28.3,124.5
08.10.2021,158.3,42.2,121.2,324,221,2.5,130.5,0.5,1.9,2.4,10.3,11.9,8.8,141.4,131.4
09.10.2021,156.3,38.8,120.8,309,111.3,2.3,65.4,0.6,1.8,2.1,7.6,8.7,28.6,216.3,194.1
10.10.2021,156.6,36.1,119.8,340.7,103,2.3,63.5,0.6,1.7,2,7.3,8.3,30,105.4,186.7
11.10.2021,154.7,35.3,119.1,354.7,177,2.3,94.1,0.6,2.6,2.1,10.8,12.4,121.7,226.4,117.7
12.10.2021,157.4,36.6,120,351.1,206.9,3.6,113.5,0.5,2.9,2.3,12.7,14.6,117.3,270,71.9
13.10.2021,159.3,38.6,120.3,353.1,249.9,2.9,138.3,0.5,2.8,2.4,12.1,13.9,78.2,147,116.5
14.10.2021,180.4,38.7,122.3,339,211.7,2.4,110.5,0.6,2,2.3,12.6,14.5,118.1,315.3,62.6
15.10.2021,185.3,37.8,122.5,315.4,122,2.3,89.4,0.6,1.9,2,13.2,15.2,132.1,425.4,110.6
16.10.2021,188.3,37.7,122.5,351.1,159.1,2.3,81.6,0.6,2.7,2.1,13.3,15.3,82.9,122.7,116.2
17.10.2021,190.1,35,122.1,363.6,144.4,2.3,69.8,0.6,1.2,1.9,13.4,15.4,69.2,134,86.8
18.10.2021,190.6,34.7,122.5,363.2,192,2.3,110.6,0.6,2,2.1,13.3,15.3,72.4,161.3,104.1
19.10.2021,187.9,35.4,122.1,337.5,158,2.3,99.9,0.6,2.2,1.8,13.2,15.2,119.8,391.8,49
20.10.2021,183.1,34.3,120.9,203.6,46,2.8,70.7,0.5,1.2,1.5,12.4,14.3,126.9,763.8,87.3
21.10.2021,167.2,33.6,119.4,205.9,42.9,2.3,73.2,0.5,1.8,1.6,10.4,12,115.5,799.8,82.6
22.10.2021,166.7,35.3,120.6,218.5,59.6,2.2,74,0.6,1.7,1.6,8.8,10.1,117.8,732.9,102.8
23.10.2021,183.1,34,123.3,299,105.5,2,96,0.6,2.6,1.8,13.1,15,87.5,284,111.6
24.10.2021,185.2,32.3,122.9,308.7,56,2,51.1,0.6,1.8,1.6,8.7,10.1,109.4,252.3,165.2
25.10.2021,188.8,30.3,124.1,323.2,164.5,2.1,135.7,0.6,3.5,1.9,12.8,14.7,98.4,245.2,110.4
26.10.2021,190.3,33.8,123.9,326.4,172.7,2.3,124.1,0.6,2.8,1.8,11.7,13.5,98.7,306.2,70.6
27.10.2021,185,34.5,123.8,315.1,152.2,2.8,100.7,0.6,2.8,1.5,13.4,15.4,124.5,372.7,74.6
28.10.2021,189.5,34.1,124,338.5,180.9,2.6,91.3,0.6,2.6,1.7,14,16.1,118.9,252.5,113.5
29.10.2021,185.1,31.2,124.6,304,143.1,2.1,77.2,0.6,1.7,1.5,13,14.9,113.9,376,106.2
30.10.2021,188,29.5,125.6,276.4,71.9,1.9,65.7,0.5,2.6,1.4,13.1,15.1,101.6,394.6,72
31.10.2021,187,29.8,128.8,214.8,48.8,2,51.6,0.6,1.2,1.4,11,12.7,97.3,426.5,109
01.11.2021,183.3,29.2,124.5,232.8,73.6,2.8,84,0.6,2,1,14.9,17.2,126,381.2,40.7
02.11.2021,192.3,34.5,126.1,291,235.2,2.9,195,0.6,3.9,1.3,14.5,16.7,36.3,116.9,66.3
03.11.2021,192.3,36.1,125.9,305.9,269.1,3,240.9,0.6,3.9,1.6,14.4,16.6,8.4,78.3,50.5
04.11.2021,187.6,39.2,125.8,309,239.8,2.8,192.9,0.6,1.6,1.6,13.8,15.9,37.1,312.1,22.3
05.11.2021,191.3,37.7,126.1,322.9,204.7,2.8,161,0.6,2.2,1.6,14.2,16.3,108.5,307.9,42
06.11.2021,181.6,35.3,124.6,254.9,101.9,2.8,89.7,0.6,1.4,1.1,13.9,15.9,130.5,474.3,67.9
07.11.2021,170.7,33.1,122.2,171.9,79.5,2.7,76.4,0.5,1.8,1.1,14.1,16.3,131.4,667.5,49.5
08.11.2021,184.6,32.7,125.3,326.3,201.7,2.8,205.6,0.5,1.9,1.6,14.2,16.3,68.7,230.9,61.6
09.11.2021,186.4,34.8,126.2,352,231.8,2.9,212.5,0.6,2.3,1.6,14.4,16.5,123.3,190.4,110
10.11.2021,192.6,34,126.7,360.2,240.5,3.1,234.3,0.6,3.2,1.7,13.1,15.1,64.5,108.3,75.6
11.11.2021,193.1,36.4,126.4,355.6,253.1,3.1,265.7,0.6,4.1,1.9,14.5,16.7,25.6,53.2,69.9
12.11.2021,190.8,35.7,126.9,346.5,248.1,2.8,228.7,0.6,1.2,2,14.5,16.7,98.6,150.6,39.7
13.11.2021,189.6,34.3,126,342.8,215.8,2.8,170.2,0.6,0.9,2,14.2,16.3,36.5,139.9,25
14.11.2021,191.7,33.5,124,345.4,212.5,2.8,141,0.6,1.9,2.1,13.4,15.4,48,100.4,26.6
15.11.2021,192.1,34.7,124.3,346.8,246.1,4,249.6,0.6,4.1,2.1,9,10.3,17.6,132.2,15.4
16.11.2021,192.6,37.6,123.5,351.1,262.8,3.7,273,0.6,3.7,2.1,8.9,10.2,10.4,24.8,12.6
17.11.2021,191.8,37.6,124.1,355.1,248.2,3.1,182.9,0.6,2.8,2.1,11.7,13.4,127.9,257.1,15.7
18.11.2021,185.2,35.5,123.9,328.2,176.4,4.1,109.4,0.6,2.5,1.7,13.2,15.2,129.2,555.6,37
19.11.2021,177.3,33.7,125.4,318.8,150.8,2.7,114.5,0.6,2,1.8,13.4,15.5,129.5,560.6,26.4
20.11.2021,182.9,31.3,124.8,342.7,127.5,2.8,98.1,0.6,2.5,1.7,14.2,16.3,136.8,371.8,20.5
21.11.2021,186.4,29.1,125.5,324,179.7,2.9,120.6,0.6,1.7,1.9,14.2,16.3,130.7,211,29.1
22.11.2021,192,30.4,126,310.6,233.6,3,228.1,0.6,2.7,2.1,13.7,15.8,72.1,216.1,45
23.11.2021,187.9,34,125.8,307.8,235.6,3.7,250,0.6,2.8,2.2,14.1,16.3,91.3,209.3,60.5
24.11.2021,190.9,34.9,125.6,329.3,290.3,3.9,288.7,0.6,2.9,2.2,14.4,16.6,87.1,120,33.4
25.11.2021,183.7,34.9,126.5,351.4,262.4,4.2,264,0.6,2.6,2.2,14.3,16.4,119.7,178.1,17.4
26.11.2021,185.3,31.4,126.8,370.3,240.2,4,194.4,0.6,2.2,2.1,14.3,16.4,109.4,311,20.6
27.11.2021,183.5,28.8,126.9,371.4,227.7,2.9,195.8,0.6,2.1,1.8,14.2,16.3,75.9,190.6,23.8
28.11.2021,182.3,28.2,126.2,369.9,231.5,2.9,164.1,0.6,2.9,1.8,14.4,16.6,84.3,68.4,24.4
29.11.2021,188.2,29.5,122.5,357.1,272.8,3.9,234.7,0.6,3.9,1.9,14.5,16.7,56.4,188.5,20.1
30.11.2021,174.2,31.8,123.2,295.7,145,3.7,128,0.6,2.3,1.6,13.5,15.6,112.2,757.3,8.4
01.12.2021,175.4,33.3,123.9,245,127.7,3.3,109.1,0.6,1.9,1.5,13.4,15.4,117.5,846.3,20
02.12.2021,182.1,37.2,124.8,299.4,214.5,4.7,208,0.6,2.6,1.7,12.6,14.5,87.2,404.9,33.1
03.12.2021,183.1,37.4,124.7,305.1,137.8,3.2,142.8,0.6,1.7,1.7,13.5,15.6,132.5,618.9,36.6
04.12.2021,185.5,37.7,126.3,311,174.5,3.2,176.3,0.6,0.9,1.6,13.9,16,49.9,237.6,12.5
05.12.2021,184.5,40.5,126.6,334.5,148.8,3.2,166.3,0.6,1.3,1.9,14,16.1,132.3,176.8,28.6
06.12.2021,184.9,39.1,126.3,370.5,214.3,4,248.6,0.6,2.1,2,14,16.1,130.4,151.9,24.1
07.12.2021,182.6,39.3,127,365.7,214.7,3.8,224.5,0.6,1.3,2,13.5,15.5,115.2,371,28.7
08.12.2021,179,37.3,126.4,352.8,184.9,3.7,188.5,0.6,1.6,1.9,13.4,15.4,141.9,420.8,14.3
09.12.2021,187.5,39.3,127.1,395.1,247.2,4.4,265.5,0.6,3,2,13.8,15.9,87,134.5,12
10.12.2021,184.4,40.3,127.7,371.1,232.6,3.9,254.4,0.6,1.9,2,13.7,15.7,52.8,128.4,21.6
11.12.2021,188.5,36.9,126.9,329.6,211.7,3.5,227.2,0.6,1.5,2,12.9,14.9,46.8,131.9,18.5
12.12.2021,185.3,34.9,125.6,317.9,148.3,3.2,122.7,0.6,1.3,1.8,13.3,15.3,86.2,361.6,16.7
13.12.2021,184.4,35.6,125.9,330.6,223,4.4,232.5,0.6,2.7,2,13.6,15.6,106.5,189.1,15.7
14.12.2021,187.1,40.7,125.5,343.1,233.1,4.4,244.2,0.6,4.1,1.8,13.3,15.3,64.3,181.1,14.8
15.12.2021,185,40.9,125.4,320.1,204.2,3.4,239.8,0.6,2.6,1.7,12.8,14.7,125.4,271.6,13.5
16.12.2021,188.1,38.5,127,328.3,220.4,4.3,264.7,0.6,2.3,1.7,12.8,14.7,34.3,177.8,18.5
17.12.2021,185.9,36.2,127.6,354.5,201.8,4.1,264.4,0.6,1.7,1.8,13.8,15.8,33.1,132.1,23.8
18.12.2021,180.1,34,126.8,311.1,157.3,3.2,196.1,0.6,1.6,1.8,13.7,15.7,87.6,233.4,14
19.12.2021,166,33,124,296.7,100.3,3.2,118.9,0.6,2,1.5,13.6,15.6,110.3,498.2,15
20.12.2021,179.2,32.5,127.1,377.4,223.9,5.7,250,0.6,1.6,1.8,13.8,15.8,15.2,147.9,60.6
21.12.2021,189.3,35.5,127.6,383.7,260.7,5.8,293.6,0.6,4.1,1.9,11.8,13.6,11.8,47.5,53.6
22.12.2021,189.2,35.3,126.7,372.3,253.4,4.9,270.2,0.6,1.9,1.9,12.6,14.5,37.2,122.6,58
23.12.2021,185.5,32.7,127.5,377.4,210.4,3.8,152.6,0.5,1,2,12.8,14.7,66.6,335.8,20.3
24.12.2021,169.5,31.9,126.3,333.9,110.5,3.1,100.1,0.5,1.8,1.6,13.2,15.1,54.8,453.8,8.5
25.12.2021,180.8,33.9,126.3,330.1,133.7,3.2,107,0.5,1.5,1.6,13,15,31.7,168.4,21.9
26.12.2021,177,37.3,125.8,351.2,124.5,3.2,109.7,0.5,1.1,1.6,12.9,14.8,92,247.9,25.2
27.12.2021,179.1,37.9,125.6,357.6,116.6,3.3,115.3,0.5,1.8,1.8,12.9,14.8,98.7,313.5,23.9
28.12.2021,175.6,39.2,123.7,333.1,102.4,3.3,97.4,0.5,1.4,1.6,12.7,14.6,80.8,448.1,15.6
29.12.2021,181.1,44.1,124.9,364,139.8,3.3,102.7,0.5,1.2,1.8,13.4,15.4,44,296.2,15.8
30.12.2021,164.7,51.3,123.8,143,72,3.2,85,0.4,1.2,1.5,13.3,15.3,139.9,653.6,14.8
31.12.2021,149.3,49.2,119.8,94.8,46.9,3.1,73.7,0.5,1.5,1.4,13.2,15.2,142.7,657.9,46.2
