Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
31.01.2021,196.1,47.7,126.7,331.6,88.9,2.2,150.7,0.5,0.9,1.9,10.4,12,32.1,159.6,44.2
01.02.2021,196.7,46.5,127,332.5,219.5,2.8,254.4,0.5,1.5,1.5,9.9,11.4,49.4,199.7,28.6
02.02.2021,196,48,126,331.7,213.1,2.7,267.9,0.5,1.4,1.4,9.8,11.3,34.9,199.9,24
03.02.2021,194.6,49.8,125.9,310.9,117.7,2.7,192.1,0.5,1.8,1.5,10,11.5,147.8,419.9,16.6
04.02.2021,179.5,49.2,123.5,318.9,163.2,2.7,231,0.5,1.9,1.5,9.9,11.4,134.7,239.9,64.7
05.02.2021,182.2,48.4,127.4,326.7,125.3,2.7,231.1,0.6,0.9,1.6,10.6,12.2,155.4,247.6,33.4
06.02.2021,188.2,48.5,126,159.6,71.5,2.7,136.3,0.6,0.9,1.4,10.7,12.3,132.8,566.3,22.7
07.02.2021,176.3,49.8,124.5,133.2,80,2.8,130.3,0.6,1.6,1.4,10.6,12.1,88.3,683,16
08.02.2021,189.5,55.6,124.9,311.1,159.9,2.9,236,0.6,2.7,1.6,10.7,12.3,126.3,388.6,21.6
09.02.2021,195.4,56,124.7,353.2,246.4,3.1,289.1,0.6,3.6,1.6,10.6,12.2,132.6,121,11.8
10.02.2021,197,56.4,124.4,363.6,244.4,3.1,304.2,0.6,2.9,1.5,10.7,12.3,87.9,133.3,14.8
11.02.2021,197,55.8,119.7,352.2,249.3,3.1,316,0.6,2.1,1.6,9.9,11.4,44.4,94.2,29.8
12.02.2021,197.1,54.2,126,320.1,228.4,2.8,313.7,0.6,1.9,1.6,10.9,12.5,69.4,224.1,49.7
13.02.2021,197.3,51.7,126,313.9,179,2.8,275.5,0.6,1.3,1.6,11.6,13.4,22.1,190.1,64.8
14.02.2021,196.6,48.9,125.8,281.9,107.5,2.8,200.7,0.6,1.1,1.6,11.8,13.6,112.6,262.8,76.3
15.02.2021,190.7,47.5,125.3,317.2,148.8,2.7,250,0.6,1.9,1.6,11.9,13.7,100.8,470.1,36
16.02.2021,193.2,50.9,125.1,341.3,133.3,2.7,253.6,0.6,1.9,1.4,9.2,10.6,93.3,292.2,41.8
17.02.2021,194.2,52.2,125.2,270.4,95.7,2.7,204.2,0.5,1.8,1.4,9.3,10.7,125.9,475.8,63.6
18.02.2021,191.1,51.7,124.4,249.3,88.8,2.7,195.5,0.6,0.9,1.4,10.5,12,142.5,421,100
19.02.2021,184,48.2,118.6,247.2,93.4,2.7,204.1,0.6,1,1.4,10.4,11.9,137.4,357.6,112.8
20.02.2021,190.4,46.7,117.2,133.2,46.7,2.7,117.4,0.6,0.7,1.2,10.1,11.6,139.3,352.5,144.6
21.02.2021,191.3,45.3,116.5,147.3,49.4,2.7,119.5,0.6,2.7,1.1,10.2,11.8,81.1,286.9,159.6
22.02.2021,194.8,44.8,116.3,240.4,96.1,2.7,225.9,0.6,1.2,1.3,10.1,11.7,94.2,241.8,132.2
23.02.2021,193.7,47.1,115.5,224.9,74.7,2.7,192.9,0.6,1.2,1.4,10,11.4,102,306.6,132.7
24.02.2021,187.7,47.5,119.8,218,51,2.7,137.6,0.5,1.5,1.3,10.1,11.6,149.5,362.1,151.9
25.02.2021,190.7,48.7,125.9,241.8,70.6,2.6,177.7,0.5,1.3,1.3,10.3,11.9,114.4,259.5,162.8
26.02.2021,194,47.5,125.9,255.4,65.5,2.6,214.2,0.5,1.1,1.3,10.9,12.5,79.5,237,98.1
27.02.2021,195.5,48.7,125.6,238.3,52,2.6,184.1,0.6,1,1.4,11.6,13.4,30.3,158.8,104.7
28.02.2021,194.7,47.5,124.8,224.3,63.2,2.6,147,0.6,1.2,1.4,11.5,13.2,14.9,118.1,156
01.03.2021,194.9,45,124.7,320.5,113.2,2.4,236.1,0.5,1,2.1,11.5,13.2,9,82.3,148.7
02.03.2021,194.6,47,124.2,334.5,135.4,2.4,269.5,0.5,1.6,2,11.6,13.3,23.5,70.2,182.2
03.03.2021,194.5,48.8,125.2,339.7,168.6,2.4,262.6,0.5,1.4,1.9,11.4,13.1,13.4,130.6,126.2
04.03.2021,194.4,49.8,126.6,342.7,137.3,2.4,250.3,0.5,1.9,2,11.6,13.4,69,170.1,76
05.03.2021,195.3,48.3,127.4,336.7,112.1,2.4,255.5,0.5,2.3,2.2,11.3,13,34.4,148.7,119.2
06.03.2021,191.6,46.9,127.3,291.8,79.4,2.4,166.4,0.6,2.2,2.2,11.8,13.6,72,196.7,176.1
07.03.2021,191.8,43.8,125.8,274.9,71.8,2.4,157.8,0.6,1.3,2,11.9,13.7,90.5,270,141.8
08.03.2021,195.7,43.6,125.9,372.6,168.3,2.4,256.5,0.6,2.7,1.8,11.6,13.4,20.9,59.5,163
09.03.2021,195.8,46.1,124.9,358.7,225.1,2.4,283.4,0.6,3,2.2,11.7,13.5,20.9,72,117.3
10.03.2021,193,46.4,125.4,304.5,143.8,2.4,221.7,0.6,3.2,2.1,11.7,13.5,102.1,234.5,107.8
11.03.2021,182.1,44.2,121.2,93.9,73.9,2.7,107.5,0.6,2,1.8,11.7,13.4,124.6,871.5,66.3
12.03.2021,182.2,46.1,123.5,88.5,56.5,2.4,100.8,0.6,1.7,1.6,11.9,13.7,136,825.5,127.1
13.03.2021,161.6,43.6,123.2,82.8,47.6,2.4,82.7,0.6,1.8,1.4,11.9,13.6,141.2,841.7,74.1
14.03.2021,184,44,124,97.5,33.1,2.4,84.7,0.6,2.5,1.6,10.4,11.9,127,600,93.2
15.03.2021,189.4,45.4,124.5,198.4,85.2,2.4,128.4,0.6,2.1,1.9,6.1,7,123.9,512.8,85.9
16.03.2021,193.7,48.6,125.1,263.7,133.3,2.3,202.2,0.6,2.7,2,6.7,7.7,66.1,336.4,96.5
17.03.2021,195.6,48.8,125.9,282.9,171.2,2.4,243.9,0.6,2.8,1.8,11.8,13.6,52.6,103.3,94.3
18.03.2021,195.9,49.2,126.2,277.8,213.4,2.3,277.9,0.6,2,1.8,12.4,14.3,20.8,51.6,118.8
19.03.2021,192.8,48.3,126.6,266.5,137.7,2.4,218.5,0.6,2.5,1.9,13,14.9,35.3,224.2,116.1
20.03.2021,160.9,45.7,126,237.4,93.6,2.4,187.4,0.6,1.7,1.8,12.9,14.8,75.1,205.5,151
21.03.2021,152.7,42.1,122.2,169.9,71.2,2.4,140.6,0.6,1.8,1.7,12.4,14.3,112.4,534,79
22.03.2021,162.1,39.9,117.5,284,156.1,2.4,261.4,0.6,1.9,1.8,12.8,14.7,58.4,187.3,109.3
23.03.2021,162.4,41.4,117.6,317.2,195.9,2.4,294.1,0.6,2.9,1.9,12.5,14.4,53.1,110.6,82.5
24.03.2021,159.8,40.1,116.9,298.5,141.9,3.3,249.8,0.6,3.2,1.8,12.7,14.6,91.4,120.5,212.5
25.03.2021,162.1,41.2,117.1,314,174.9,3.3,250.7,0.6,2.8,1.6,12.9,14.8,48.7,80.9,193.8
26.03.2021,158.7,44.5,122.9,239.4,99.4,3.3,144.7,0.6,2.5,1.5,13.3,15.3,133.3,247.8,203.3
27.03.2021,147,46.8,124.8,121.7,35.6,2.3,96.5,0.6,1.2,1.3,12,13.8,115.5,601.1,136.9
28.03.2021,140.9,42.3,119.9,114.9,33.7,2.2,88,0.6,1.6,1.4,11.7,13.5,152.2,425.7,177.2
29.03.2021,157.5,44,124.3,158.9,63.4,2.3,124.2,0.6,1.9,1.4,12.8,14.7,144.1,427.6,216.5
30.03.2021,160.4,45.7,123.4,223.6,100.5,3.2,178.2,0.5,2.8,1.5,13,14.9,80.6,125.4,252.9
31.03.2021,160.4,48.4,123,233.2,112.9,2.4,218.2,0.5,2.9,1.5,12.7,14.6,9.3,40.4,249.2
01.04.2021,158.8,50.4,122.5,213.5,66.2,1.6,166.3,0.5,1.8,1.7,13.8,15.8,83.2,221.4,189.7
02.04.2021,156.3,51.7,123.8,137.9,31.9,1.6,91.6,0.6,1.7,1.7,12.3,14.1,112.2,314.7,174.7
03.04.2021,159.8,52,124.9,96.3,31.5,1.6,88.2,0.6,2,1.7,12.1,13.9,84.3,242.3,181
04.04.2021,159.8,47.4,125.1,93,36.1,1.6,82.7,0.5,1.5,1.7,10.9,12.5,89.5,221.5,201.8
05.04.2021,141.1,42,122,85.3,32.4,1.6,76.4,0.5,1.2,1.5,11.1,12.7,100.4,683.7,113.6
06.04.2021,158.1,44.7,123.8,144.2,62.9,1.7,133.1,0.5,2.8,1.6,12,13.7,136.2,536.4,138.2
07.04.2021,159.4,47.2,124.9,206.9,91.3,1.6,142.8,0.5,3.4,1.5,11,12.7,107.8,588.5,102.2
08.04.2021,159,45.3,126.2,221.2,110.9,1.6,172.7,0.4,2.5,1.6,12,13.8,100.8,452.3,146.3
09.04.2021,159.2,42.8,126.2,200.5,111.9,1.6,154,0.4,2.2,1.7,12.3,14.1,64.7,415.7,203.3
10.04.2021,159.8,42.2,125.6,241.8,87.2,1.6,196.3,0.4,4.8,1.8,13,14.9,19.6,142.5,127.2
11.04.2021,155.5,43.9,124.3,196.1,78.1,1.7,95.9,0.4,2.2,1.7,12.6,14.4,98.1,327.1,153
12.04.2021,155.4,46.3,124,302.6,155.6,1.8,235.3,0.4,3.3,1.8,12.7,14.6,70.3,225.9,124.6
13.04.2021,155.6,46.8,123,276.5,163.1,1.7,223.8,0.4,2.2,1.5,12.9,14.8,87.8,264.3,189.3
14.04.2021,156.5,46.1,124,300.1,185.7,1.6,251.4,0.4,2.8,1.5,12.4,14.3,31.3,140.4,187
15.04.2021,161.5,44.2,124.4,300.9,179.1,1.6,267,0.4,2.6,1.6,12.7,14.6,16.6,166,189.5
16.04.2021,187.1,42.9,125.5,301.3,154.9,1.6,248.9,0.4,1.6,1.5,12.4,14.3,34.8,182.6,165
17.04.2021,187.7,41.5,125.8,277.9,121.4,1.6,196.6,0.4,1.5,1.5,12.4,14.3,39.2,128.1,147.3
18.04.2021,188.6,40.1,124.6,291.6,117.4,1.6,208.4,0.4,1,1.5,12.5,14.4,15.2,62.6,119.3
19.04.2021,191,39.1,123.4,315.8,167.2,1.6,251,0.3,2,1.5,12.1,13.9,20.7,54,151.5
20.04.2021,187.7,40.8,122.5,308.1,176.9,1.8,251.8,0.4,2.3,1.4,12.6,14.5,7.5,54.4,227.7
21.04.2021,186.5,39.5,121.4,274.4,129.6,1.6,167.1,0.4,1.4,1.4,13.2,15.2,73.3,225.8,238.7
22.04.2021,183.1,39.6,122,186.7,112.5,1.7,129.2,0.5,2,1.5,12.2,14,84,406.6,237.5
23.04.2021,184.9,40,125.1,193.5,111.3,1.7,152,0.5,1.9,1.5,12.1,14,50.7,240.4,277.4
24.04.2021,185.5,39.2,125.1,178.7,52.6,1.5,113.1,0.5,1.2,1.4,12.3,14.2,50.3,163.3,270.5
25.04.2021,187.3,38.2,125.3,152.1,43.9,1.4,98.1,0.5,1.6,1.2,12.2,14.1,34.1,164.2,266.9
26.04.2021,186.3,39.2,125.9,259.5,101.1,1.5,170.4,0.5,1.1,1.5,12.2,14,5.5,118.7,291.6
27.04.2021,187.8,41.8,124.5,264.5,114.8,1.4,166.1,0.5,1.4,1.6,12.3,14.2,35.5,224.5,308.1
28.04.2021,185.4,43,124.5,271.2,129.2,1.5,163.5,0.5,2.2,1.7,11.9,13.7,37.8,196.9,273.3
29.04.2021,181.3,46.1,124,285.2,119.6,1.5,164.8,0.4,2.3,1.7,12.9,14.9,71.5,309,139.7
30.04.2021,181.8,50.3,124.9,303.8,144,1.6,206.4,0.4,1.7,1.7,13.3,15.3,13.5,108,141.1
01.05.2021,161.1,54.5,124.5,220.4,63.7,1.7,104.2,0.4,2.4,1.9,14,16.1,12.4,58.6,147
02.05.2021,158.6,58.5,123.5,175.9,51.1,1.7,90.3,0.5,1.8,1.7,14,16,66.5,243.4,132
03.05.2021,155.2,56.3,123.4,185.4,96.7,1.7,122.6,0.5,3.4,1.9,13.9,16,39.7,294.2,219.9
04.05.2021,151.5,52.6,120.9,100.2,56.2,1.7,82,0.4,3.5,1.4,13.4,15.4,84.6,826.7,141.8
05.05.2021,151.3,52.7,117.9,139.6,55.7,1.8,82.4,0.4,4.2,1.6,13.4,15.4,79.4,712.1,183.8
06.05.2021,152.9,57.6,125.2,207.5,120,1.7,163.3,0.5,4.2,1.8,13.8,15.9,46.3,304.9,151.8
07.05.2021,157.6,60.8,128.3,224.2,100.1,1.7,142.6,0.5,2.2,1.9,13.7,15.7,53.6,290.9,187.1
08.05.2021,158.5,56.7,128.7,141.7,41.6,1.8,85,0.5,2.7,1.7,13.9,16,51,238.7,255.2
09.05.2021,146,51,124.9,89.8,27.1,1.7,54.7,0.4,1,1.3,13.3,15.3,74.2,399,290.4
10.05.2021,154.4,56.2,124.3,167.6,65.7,1.7,99.4,0.4,2.8,1.5,13.7,15.8,61.3,316.5,218
11.05.2021,158.5,67.1,125.9,267.5,102.5,1.7,131.8,0.5,4.2,1.8,13.8,15.8,19.2,131.2,144.3
12.05.2021,160,72.1,127.2,260.1,90.4,1.7,131.9,0.5,3.4,1.9,13.9,16,14,146.4,105.5
13.05.2021,158.6,71.6,128.1,163.7,43.2,1.7,75.1,0.5,4.5,2,13.8,15.8,7.4,109.4,136.8
14.05.2021,160.1,69.4,128.3,167.3,51.8,1.7,85.6,0.5,4.3,2.1,13.9,16,15.2,120.8,187.6
15.05.2021,159.7,67.4,126.8,154.2,37,1.8,76.2,0.5,3.9,1.9,13.9,15.9,14.4,150.8,188.8
16.05.2021,157.3,64,123.6,121.2,54,1.8,64,0.5,1.9,1.6,13.4,15.4,5.7,184.7,205.8
17.05.2021,169.8,67.2,123.1,193.6,59.5,1.7,103.1,0.5,3.3,1.9,14.1,16.3,2.3,196.9,196
18.05.2021,191.5,68.5,123,224.1,77.7,1.8,104.3,0.5,3.9,2,12.8,14.7,8.1,161.3,187.4
19.05.2021,190.6,68.7,122.8,226,89.5,1.7,118,0.5,3.1,1.9,13.9,16,8.3,105.6,214.8
20.05.2021,189.9,69.3,125.3,207.9,81.4,1.8,114.3,0.5,2.8,1.8,13.3,15.3,24.5,134.4,222.6
21.05.2021,180,64.5,128,86.4,41.1,1.7,71.4,0.5,1.1,1.5,12.8,14.7,108.1,528,180.8
22.05.2021,177.6,56.8,127.3,79.3,29.1,1.7,48.3,0.5,2.3,1.4,12.2,14.1,106.4,592.7,205.4
23.05.2021,180.8,62.4,127.7,88.6,38.8,1.7,47.5,0.5,3.1,1.4,11.6,13.4,80.4,329,213.2
24.05.2021,184.7,63.8,127.8,103,39.2,1.7,53.6,0.5,2.8,1.4,10.2,11.7,66,353.6,208.2
25.05.2021,191.2,68.7,126.9,187.6,50.2,1.7,73.8,0.5,4.6,1.4,10.3,11.8,30.6,455.6,188.1
26.05.2021,182.5,69.4,127.6,220,66.7,1.7,85.7,0.5,4.1,1.4,10.1,11.6,80.7,443.9,149.4
27.05.2021,188.2,68.2,128.1,262.8,84.6,1.7,112.2,0.5,4.5,1.4,11.3,13,73.5,369.1,150.8
28.05.2021,189.7,67.7,128.9,278.2,88.9,1.7,135.7,0.5,6.2,1.4,11.2,12.9,22.6,124.7,223.2
29.05.2021,190.2,65.6,127.2,216.2,40.7,1.7,84.4,0.5,4,1.3,11.3,12.9,17.6,109.1,252.1
30.05.2021,182.4,61,122,139.2,37.2,1.7,74.2,0.5,2.6,1.3,11.5,13.2,5.6,114.9,313.6
31.05.2021,189.4,61.2,121.3,237.4,46.8,1.8,116.8,0.5,5.1,1.5,11.8,13.5,8.7,82.8,326.7
01.06.2021,189,62.7,120.3,245,47.1,1.2,98.5,0.5,4.7,1.9,11.8,13.6,20.2,105.6,311.9
02.06.2021,185.2,63.9,119.7,226.7,47.2,1.2,77.2,0.5,5.7,1.7,12.6,14.4,80.3,176.8,306.9
03.06.2021,180.6,64.9,118.3,222.6,51.7,1.2,72.2,0.4,7,1.8,12.5,14.4,54.2,204.7,260.3
04.06.2021,184.5,67.2,111.8,248.4,60.8,1.3,105.5,0.4,7.2,1.8,12.5,14.4,15.7,74.8,222.4
05.06.2021,185.5,70.6,116.5,248.1,37.8,1.2,72.1,0.4,7.2,1.8,12.4,14.2,17.9,88.9,196.5
06.06.2021,178.6,69.9,118.1,232.2,42.7,1.3,62.3,0.4,5.5,1.8,12.5,14.3,35.3,83.2,131.5
07.06.2021,181.1,71.3,118,286.2,80.5,1.3,144.6,0.4,5.5,1.8,12.5,14.3,8.5,60.3,197.1
08.06.2021,184.5,70,116.5,294.8,99.8,1.3,160.7,0.4,7.5,1.3,12.5,14.4,2.1,52.2,237.1
09.06.2021,184.5,70,115.2,291.6,99.5,1.3,152.2,0.4,5.7,1.3,12.5,14.4,2.5,30.1,262.8
10.06.2021,184.5,69.1,115.4,287.7,96.4,1.3,153,0.4,5.4,1.3,12.6,14.5,7.3,36.9,277.1
11.06.2021,166.5,70.3,117.9,268.3,92.5,1.3,126.5,0.4,6.2,1.3,13.9,16,41.5,61.3,291.6
12.06.2021,150.2,71.2,119,152.7,37,1.3,60,0.3,5.3,1.3,13.9,16,75.6,364.6,217.1
13.06.2021,145.7,70.6,120.5,127.8,32,1.3,49.2,0.3,4.6,1.3,13.7,15.8,58.3,225.7,293.8
14.06.2021,151.3,70.8,119.8,243.9,74.1,1.3,88.8,0.3,5.8,1.3,14,16.1,55.1,80,333.2
15.06.2021,156.2,70,119.9,295.2,105.8,1.3,133.1,0.3,5.7,1.3,14.3,16.5,8.9,49.8,291.6
16.06.2021,155.1,69.5,116.5,286.9,124.1,1.3,152.7,0.3,6.7,1.3,13.8,15.8,16.1,84.9,309.3
17.06.2021,151.6,68.3,106.1,278.3,107.7,1.3,130.4,0.2,5.9,1.3,14,16.1,49.7,195.1,312.9
18.06.2021,153.6,66.7,105.7,294,115,1.3,134.2,0.2,5.7,1.3,13.9,16,53.3,111.2,297.7
19.06.2021,152.1,65.4,107.3,267.3,60.3,1.3,83.9,0.2,5.5,1.4,13.7,15.7,41.8,127.4,286.7
20.06.2021,152.5,66.4,108.4,208.8,40.9,1.3,56.9,0.2,4.7,1.3,13.6,15.6,62,229.5,220.6
21.06.2021,155.9,67.7,109.6,313.3,74.1,1.3,102.9,0.2,6,1.4,13.3,15.3,69,225.4,247.4
22.06.2021,158.4,66.9,111.5,318.4,106.3,1.3,144.3,0.2,6,1.4,13.4,15.4,63.9,115.5,179.7
23.06.2021,158.5,67,111.7,320.1,139.3,1.3,152.9,0.3,5.7,1.2,12.8,14.8,17.3,47.9,199.7
24.06.2021,158.7,69.3,111.6,309.8,128.1,1.3,164.9,0.3,6.5,1.2,13.2,15.2,2.6,36.2,168.9
25.06.2021,158.8,70.3,113.2,314.2,116.4,1.3,147.6,0.4,4.6,1.5,11.1,12.7,9.4,29.1,200.4
26.06.2021,157.4,70.4,112.8,272.7,71.8,1.3,82.1,0.3,6.2,1.7,10.9,12.6,3.1,20.5,269.3
27.06.2021,156.6,70.4,112,230.9,47.2,1.3,61.2,0.3,5.5,1.7,11.3,13,6.8,66.4,283.4
28.06.2021,154.9,70.3,110.7,298,119.5,1.3,128.2,0.3,6.5,1.7,11,12.7,37.6,66.2,265.9
29.06.2021,155.5,70.8,110.3,305.3,115.7,1.3,141.7,0.3,6,1.9,10.9,12.5,90.6,91.1,188.6
30.06.2021,156.6,71.4,112.3,299.5,114.7,1.3,137.2,0.3,4.8,1.7,11.8,13.6,43.8,160.7,143
01.07.2021,158.9,71.8,117.5,286.5,97.7,1.4,131.9,0.4,6.5,1.7,11.8,13.6,35.6,240.9,105
02.07.2021,158.9,70.1,117.7,286.4,97.2,1.4,143.5,0.3,5.1,1.7,11.3,13,16.9,112.5,209.8
03.07.2021,157.3,67.8,116.5,276.5,79.5,1.4,77.8,0.3,4.3,1.6,12.8,14.7,4.5,40.7,279.2
04.07.2021,157.3,66.1,116.3,271,75.7,1.4,72.1,0.3,4.4,1.5,13.6,15.7,4.6,51.9,212.9
05.07.2021,158.5,69.3,117.1,274,118.4,1.4,116.8,0.3,4.7,1.6,13.8,15.9,16,110.1,180.6
06.07.2021,154.4,67.9,115.7,250.8,84.6,1.4,70.7,0.3,5.5,1.7,13.9,16,91.1,314.5,214.1
07.07.2021,155.5,66.8,116.3,267.5,126.5,1.4,111.2,0.3,5.8,1.8,9.9,11.4,69,109,177.2
08.07.2021,157.7,68.8,116.4,273.1,147.9,1.4,138.8,0.3,5.9,1.4,9.7,11.2,12.9,49.6,133.8
09.07.2021,165.3,64.3,116.7,270.2,117.2,1.4,124.7,0.3,7.1,1.4,9.6,11,11.6,162.1,129.3
10.07.2021,187.6,66.2,116.9,263.9,76.4,1.4,57.1,0.3,4.1,1.4,9.9,11.4,18.2,110.2,254.6
11.07.2021,189.6,65.1,116.2,263.3,64.9,1.4,57.6,0.3,5.8,1.4,9.6,11,13.7,79.7,195
12.07.2021,188,66.3,116.2,268,115.6,1.4,105.3,0.3,6.1,1.4,9.5,10.9,36.1,76.4,253.4
13.07.2021,188.7,67.1,115.1,269.6,136.6,1.4,123.9,0.3,5.6,1.5,9.6,11,13.7,90.1,158.3
14.07.2021,188.9,65.5,114.5,257.7,123.4,1.4,114.2,0.4,5.2,1.5,14.1,16.2,44.3,148.8,134.1
15.07.2021,189.7,66.6,114.8,191,125.7,1.1,127.6,0.4,4.3,1.4,14.8,17,110,73.2,190.9
16.07.2021,189.2,67.1,114.6,218.9,104.9,1.1,98.7,0.3,6.3,1.5,14.6,16.8,73.9,109,214.8
17.07.2021,183.7,65.2,113.8,174.8,30.7,1.1,45.5,0.3,7,1.4,14.3,16.4,49,248.6,181.8
18.07.2021,179.5,44.8,114,131.3,27.7,1.1,42.4,0.3,4.4,1.4,13.7,15.7,49.5,213.6,275.5
19.07.2021,188.3,47.7,114.8,211.4,86.1,1.1,87.8,0.3,5.8,1.4,14.1,16.2,40.8,125,229.9
20.07.2021,189.9,55.7,115.1,211,111.7,1,108.1,0.3,5.9,1.7,14.4,16.6,30.3,68,246
21.07.2021,190,64.3,115.2,216,115.1,1,114.1,0.3,7.6,1.9,14.2,16.4,19.3,55,239.7
22.07.2021,189.3,68,116.1,214.4,123.8,1,124.3,0.3,7.4,1.9,15.3,17.6,15.2,35.1,245.7
23.07.2021,189.3,69.2,116.9,227.8,113.2,1,118.7,0.3,7.2,1.9,14.8,17.1,9.4,28.8,264.1
24.07.2021,188.5,68.5,116.5,230.1,44.3,1,52.3,0.3,6.1,1.8,15.3,17.6,33.7,152.1,209.8
25.07.2021,186.1,67.9,115.3,213.6,38.1,1,50.6,0.3,6.1,1.8,14.8,17,59,119.1,207.1
26.07.2021,189,67.8,114.9,271.7,100.8,1,103.9,0.3,6.4,1.8,15.1,17.4,5.5,76.2,216.4
27.07.2021,188.7,69.1,115.3,273,109.7,1,95.1,0.3,6.5,1.9,14,16.1,15.8,138.9,223.8
28.07.2021,188,69.9,115.6,257.7,56,1,63.2,0.3,5.6,1.9,14.7,16.9,81.7,250.3,172.8
29.07.2021,170.1,68.3,114.8,134.7,33.1,1,44.2,0.3,4.9,1.9,15.3,17.6,132.6,478.7,242.2
30.07.2021,180.1,68,116,187.4,35.1,1,51.9,0.3,5.5,1.6,15.3,17.6,70.6,268.5,276.4
