Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Kohlegas(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
30.09.2018,190.3,33.4,120.9,362.4,8.4,109.4,2.6,60.1,0.4,2.4,0.2,18.7,21.4,71.4,140.4,170.6
01.10.2018,188.2,37.4,120.7,375.6,7.6,235.2,2.6,100.7,0.4,1.8,0.7,18.8,21.6,88.2,232.7,80.8
02.10.2018,184.5,43.5,120.7,306.9,7.2,147,2.6,74.1,0.4,2.4,0.6,17,19.5,90.5,574.2,58.1
03.10.2018,172.6,39.6,122.5,197.3,8.1,106.3,2.5,58.5,0.3,2.6,0.5,17.1,19.6,85.4,546.3,91
04.10.2018,192.3,39.5,123.4,329.6,10,314.6,2.5,116.5,0.3,4.5,0.7,19.5,22.3,55.2,158.7,118
05.10.2018,188.9,38.8,121.7,311.9,10.7,314.7,2.5,103.2,0.4,3.5,0.8,18.7,21.4,50.7,174.3,164.5
06.10.2018,191.3,35.6,121.6,282.8,10.8,271.1,2.5,81.8,0.3,3.6,0.7,18.4,21.1,29.6,148.7,132.3
07.10.2018,188.6,34.5,120,290.7,10,179.7,2.6,72.7,0.3,3.8,0.7,18.8,21.5,37.5,185.6,97.5
08.10.2018,191.3,34,113.7,311.6,11.3,326.9,2.6,132.8,0.3,4.5,0.8,19.2,22,95.7,99.4,121.9
09.10.2018,186.7,34.7,113.7,316.3,10,356.4,2.5,173,0.3,3.9,0.8,18.9,21.7,78.4,90.9,112.5
10.10.2018,189.2,35.4,113.3,341.1,9.7,322,2.4,126.9,0.3,2.6,0.8,17.9,20.5,31.9,202.7,138.2
11.10.2018,182.2,35,112.6,356.4,6,239.2,2.5,98.1,0.3,4.2,0.8,18,20.6,76.3,310.1,138.9
12.10.2018,183.2,33.1,113.4,358.1,6.5,258.2,2.6,105.5,0.3,3.6,0.7,18.1,20.8,86.4,241.1,142.2
13.10.2018,173.8,31.7,112.7,346.9,8.9,102.2,2.4,70.2,0.4,2.7,0.7,13.8,15.9,96.1,256.7,144.9
14.10.2018,188.1,29.8,112.1,279.2,8.7,59.8,2.4,60.2,0.4,2.1,0.7,11.5,13.2,76.2,332,144.6
15.10.2018,186,29.8,112.2,366.4,9.3,307.1,2.5,143.3,0.4,2.3,0.7,11.5,13.2,18.6,155.4,131.4
16.10.2018,188.7,32.2,115.7,380.9,9,364.5,2.6,178.3,0.4,5.3,0.7,10.6,12.1,14.5,36.4,114
17.10.2018,188.8,34.1,118.4,376,6.9,360.2,2.6,185.4,0.4,3.7,0.7,17.1,19.6,14.9,37.9,122.8
18.10.2018,188.7,33.5,117.8,370.4,5.7,347.8,2.5,176.3,0.4,1.9,0.7,16.8,19.2,32.5,113,90.1
19.10.2018,188.9,33.1,122.7,394.2,6.2,334,2.5,186,0.4,2.3,0.8,16.6,19.1,4.1,53.7,91.1
20.10.2018,189.9,31.9,124.7,390.4,9.1,233.2,2.5,121,0.4,2.1,0.7,16.6,19,29.8,81.9,91.7
21.10.2018,188.6,29.9,124.7,393.7,8.9,166.7,2.5,87.8,0.4,2.4,0.7,16.7,19.1,54.2,82.2,109.2
22.10.2018,184.8,30.4,124.8,403.1,7.5,218.1,2.6,119.8,0.4,4.3,0.8,11.8,13.5,96.8,221,86.2
23.10.2018,175.7,30.8,123.2,311.8,7.8,124.5,2.5,83.3,0.4,2.4,0.7,16.1,18.4,90.4,731.3,29.7
24.10.2018,171.5,29.3,124.6,327.4,8.1,144.6,2.4,109.1,0.4,2.5,0.7,16.2,18.6,100.9,587.2,40.6
25.10.2018,175.3,32.8,127.1,352.5,10,172.7,2.4,106.4,0.4,2.5,0.8,11.3,13,88.3,510,38.8
26.10.2018,188,31.8,128.1,378.2,6.5,191.3,2.4,119.8,0.4,1,0.8,11.4,13.1,81.8,320.6,54.5
27.10.2018,185.4,32.9,127.9,379.5,6.7,144.8,2.3,87.1,0.4,1.2,0.7,11.3,13,75.5,306.8,39.2
28.10.2018,200.6,37.4,132.4,412.4,5.5,71.8,2.4,71.8,0.5,1.1,0.7,11.6,13.3,76.7,392.2,28.9
29.10.2018,187.5,42.9,126.6,371.2,10.1,128.8,2.5,108.9,0.4,3,0.9,16,18.3,102.8,463.4,16.9
30.10.2018,180.8,48.6,127.4,334.4,7.6,96.7,2.3,91.3,0.4,2.8,0.7,15.7,18,96.6,618.6,45.8
31.10.2018,180.3,44.6,127.5,352.1,9.2,160.1,2.3,109.7,0.4,2.6,0.8,15.3,17.5,61.5,395.8,82.9
01.11.2018,191.9,40.2,127.9,387,10.3,178.6,2.4,118.9,0.4,1.6,1.2,16.6,19,69.6,224.3,47.2
02.11.2018,192,35.9,128,337.4,9.9,227.3,2.4,147.9,0.4,2.9,1.1,16.5,18.9,71.8,257.1,59.1
03.11.2018,193.4,34.8,129.1,361.8,9.9,233.8,2.4,132.2,0.4,2.1,1.2,16.2,18.6,57.7,100,59.9
04.11.2018,192.6,33.8,128.5,363.2,9.3,183.3,2.5,112.8,0.4,2.4,1.2,16.3,18.7,53.1,141.7,23.4
05.11.2018,189.1,34.3,127.9,387.1,11.1,291,2.5,194.2,0.4,3.4,1.2,16.8,19.2,43.1,166.1,48
06.11.2018,190.8,34.8,127.2,387.5,10.5,289.5,2.4,198.9,0.4,2.3,1.2,16.6,19.1,46.5,193.9,74.7
07.11.2018,191.5,34.6,127.6,389,7.4,275.1,2.6,178.8,0.4,2.4,1.2,16.3,18.7,68.1,206.4,85
08.11.2018,214.7,34.4,127.9,385.1,8.8,316.1,2.8,211,0.4,2.7,1.2,16,18.4,55.8,122.4,46.7
09.11.2018,223.8,37.3,128.4,382.8,11.4,299.8,2.7,202.3,0.4,2.7,1.2,15.9,18.2,53.4,181.1,36.6
10.11.2018,216.6,35.6,128.7,318,11.3,99.8,3,100.2,0.4,1.5,1.1,14.7,16.9,101.9,389.8,37.8
11.11.2018,206.9,32.3,129,269.8,11.4,80.1,3,90.1,0.4,2.1,1.1,15.1,17.3,106.1,427.1,45.1
12.11.2018,215.4,33.7,128.9,371.9,12.3,247.2,2.9,140,0.4,2.5,1.2,10.4,12,44.9,277.3,44.2
13.11.2018,212.2,35,126,385.8,11.6,252.4,2.7,136,0.4,2.1,1.2,14.3,16.4,84.5,394.1,24.7
14.11.2018,219.9,33.6,126.3,392.3,10.3,330,2.6,188.2,0.4,3.7,1.2,14.5,16.7,75.2,172.1,52.1
15.11.2018,225.2,35,129.6,411.5,9.5,365.9,2.8,202.8,0.5,2.5,1.3,14.8,17,33.3,147.5,46.5
16.11.2018,225.1,35.8,130.1,402.9,11.5,274.3,2.8,145.4,0.5,1.6,1.3,14.7,16.9,41.3,319.9,80
17.11.2018,177.5,33.8,130,233.1,8.9,136.6,2.6,89.7,0.4,1.6,1.3,15,17.2,71.8,383.5,85.3
18.11.2018,225.1,31.9,130.6,367,10,153,2.6,99,0.4,1.4,1.3,14.7,16.8,62.2,298.9,73
19.11.2018,221.4,33.7,130.2,325,9.4,191.6,2.7,135.5,0.4,2.7,1.3,14.4,16.5,95.1,567.9,19.9
20.11.2018,210.9,36.6,129.5,313.8,9.6,183.5,2.6,132.5,0.4,3,1.2,15.4,17.7,78.5,663.1,23.3
21.11.2018,220.7,37.1,130.3,368.1,10.1,278.2,3.3,196.1,0.5,3.3,1.3,10.3,11.8,100.9,306.5,17.5
22.11.2018,226.4,37.3,130.5,385.6,9.1,366.4,2.7,266.1,0.5,4.3,1.3,16.2,18.6,69,123.6,21.8
23.11.2018,226.2,38.9,130.7,393.1,9.4,392,2.6,271.8,0.5,3.2,1.3,16.8,19.3,17.7,81.4,31.6
24.11.2018,226.5,35.6,130.9,367.8,7.3,325.5,2.2,196.9,0.4,2.2,1.3,17,19.5,19.9,91.2,17.2
25.11.2018,223.6,30.9,129.5,370.6,7.3,271.6,2.7,148.4,0.4,1.1,1.4,17,19.5,64.5,104.7,22.8
26.11.2018,225.3,32.4,128.1,376.2,9.4,317,2.8,238.5,0.4,4.2,1.3,17,19.5,59.8,189.3,11.7
27.11.2018,226.1,36.6,128.2,395.5,9.4,365.4,2.9,265.3,0.4,4.1,1.4,17.1,19.6,53.4,85.5,16.9
28.11.2018,223.2,34.7,129.3,373.6,8,262.1,2.7,179.5,0.4,3.5,1.3,14.7,16.8,98.4,420.9,37
29.11.2018,218.1,30.7,127.1,327.9,8,208.9,2.6,145.8,0.4,4.1,1.3,14.5,16.6,81.4,574.3,33.1
30.11.2018,220,27.6,121.6,368.1,7.3,209.9,2.5,191.9,0.4,2.2,1.3,14.9,17.1,105.6,347.8,13.1
01.12.2018,220,28,123.1,333.5,7.9,149,2,141.8,0.4,2.8,0.6,17.3,19.8,98.7,342.9,28.8
02.12.2018,214.2,27.4,122.2,250.2,6.4,85.6,2,109.8,0.4,2.1,0.6,17.5,20.1,101.5,548.8,8.5
03.12.2018,215.2,33.7,121.7,321.4,7.6,135,1.9,142.1,0.4,3.4,0.6,16.3,18.7,110.1,496.1,18.7
04.12.2018,218.1,37.7,121.3,331.2,5.8,222.7,1.9,178.4,0.4,2.5,0.6,14.7,16.9,83.8,415.6,32.7
05.12.2018,221.7,38.6,122.6,381.3,4.9,257.5,1.9,212.2,0.4,3,0.6,15.2,17.4,79.2,259.3,34.5
06.12.2018,223.8,38,122.3,376.9,5.5,210.1,2,178,0.4,1.4,0.6,16.3,18.7,92.7,400.7,11.5
07.12.2018,214.4,35.5,121.8,300.5,7.3,114.2,2,131.3,0.4,1.6,0.6,17,19.5,97.7,676.3,12.3
08.12.2018,166.5,34.1,121.6,131.8,6.6,49.9,2,57.9,0.4,2.4,0.5,17.3,19.8,106.6,889,19.1
09.12.2018,193.8,35.7,122.3,133.1,6.9,40.1,2,61.5,0.4,1.8,0.4,16.7,19.1,107.9,776.4,12.1
10.12.2018,213.1,41.5,122.3,252.1,6.3,128,1.9,134.6,0.4,1.7,0.5,17.4,19.9,95.5,745.6,25
11.12.2018,220.8,41.5,122.1,358.4,6.3,259.7,1.9,210.7,0.3,2.1,0.6,17.3,19.8,78.3,420.7,19.6
12.12.2018,226.4,43.8,122.6,396.8,6.7,351.4,2,260.8,0.3,4.7,0.6,17.2,19.7,43.1,122.6,18.3
13.12.2018,224.5,44.2,126.2,396.9,7.2,358.1,2,249.9,0.3,4,0.6,17.5,20.1,69.7,193.7,20.8
14.12.2018,227.4,43,131.1,392.7,7.2,399.1,2,259.7,0.3,3.7,0.6,17.1,19.6,50,122.4,10.2
15.12.2018,226.5,40.4,131,402.6,6.1,337.1,2,190.1,0.3,1.1,0.6,17.3,19.9,86,181.8,9.8
16.12.2018,226,32.8,130.7,392.3,6.3,250,2,159.5,0.3,1.7,0.6,17.3,19.9,76.2,239,8.3
17.12.2018,226.7,34.1,130.1,394.3,8.3,356.6,2,238.2,0.3,3.4,0.6,17.3,19.8,32.5,153.9,13.5
18.12.2018,222.1,36.3,129.3,375.4,7.1,293.5,1.9,222.5,0.3,1.2,0.6,17.5,20,71.1,258.9,32.9
19.12.2018,224.2,33,129.9,366.5,7.2,249.5,2,200.8,0.3,1.3,0.6,16.9,19.3,111.6,361.6,10.4
20.12.2018,226.3,32.6,126.4,375.8,7.3,252.1,2,183.3,0.3,0.9,0.7,17,19.5,72.7,297.1,19.4
21.12.2018,211.9,35.1,130.6,272.6,6.8,113.6,2,123.2,0.3,1.4,0.6,17.1,19.6,76.8,661.2,6.9
22.12.2018,216.5,42,130.2,243.2,6.8,100.4,2,101,0.3,1.7,0.6,16.9,19.4,34.2,503.4,12.2
23.12.2018,224,47.5,130.9,250.4,7.2,84.4,2,93.7,0.3,1.4,0.6,16.6,19.1,52.7,357.2,10
24.12.2018,224.3,54.5,130.9,244.4,8.1,76.5,2,97.7,0.3,1.7,0.6,16.6,19,59.9,291.7,20.4
25.12.2018,216.4,50,130.2,158.5,8.3,53,2,83.9,0.3,2.4,0.5,15.6,17.9,113.6,434.8,19.9
26.12.2018,216.3,46.8,129.3,210.4,8.4,100.1,2,104.5,0.3,2.2,0.6,15.8,18.1,90.6,322.2,25.6
27.12.2018,225.1,45.3,130.1,267.6,7.7,185.8,1.9,161.5,0.3,1.8,0.6,15.6,17.9,76.7,209.4,29.2
28.12.2018,226.5,43.7,130,263.2,8.7,219.8,1.9,170.7,0.3,1.8,0.6,16.1,18.5,51.5,175.5,29.1
29.12.2018,222.7,41.7,129.9,244.7,8.9,118.9,2,127.8,0.3,2.5,0.6,16.5,19,85.5,427.4,11
30.12.2018,209.6,39.5,130.2,181.5,9.5,79.8,2,103.5,0.3,2.4,0.5,16.3,18.7,65.9,522.8,13.1
31.12.2018,223.4,40.2,130.1,262.5,10.6,120.9,1.9,101.5,0.3,2.2,0.6,16,18.4,56.1,175.8,9.8
