Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
09.03.2020,191.6,46.2,128.3,225.6,123.5,1.8,226,0.6,2.7,2.4,14.8,17.1,62,270.6,83.4
10.03.2020,176.5,49.1,127.2,133.5,105.8,1.9,140.5,0.6,2.4,2.3,13.4,15.6,140,778.2,32.3
11.03.2020,178.2,52.1,128,138.6,71.7,1.8,140.3,0.5,2.7,2.2,12.8,14.9,139.2,611.3,85.1
12.03.2020,169.9,53,125.3,112.5,76.3,1.8,108.1,0.5,1.8,2,12.6,14.6,119.4,799.2,119.1
13.03.2020,183.6,52.6,119.1,120.6,84.5,1.8,127.4,0.6,2.4,2.2,12.5,14.5,105.7,692.9,126
14.03.2020,193.2,51.7,123.1,155.4,71.2,1.8,135.6,0.6,2.6,2.5,4.7,5.5,72.1,171.9,158.4
15.03.2020,173.3,46.7,127.6,117.5,53.4,1.8,90.7,0.6,2.4,2,10.5,12.1,125.3,491.5,186.1
16.03.2020,192.3,46,127,230.8,153.1,1.8,182.4,0.5,1.7,2.2,13,15.1,53,164.7,187.4
17.03.2020,190.9,47.3,126.7,251.8,151.6,1.8,188.6,0.5,1.9,2.3,13.1,15.2,121.7,171.3,124
18.03.2020,190.5,47.2,126.5,241.2,137.3,1.8,120.3,0.5,2.1,2.2,13.3,15.4,82,298.8,173.2
19.03.2020,191.9,46.8,126.4,296.1,132.6,1.8,195.4,0.5,3.4,2.2,9.2,10.7,10.1,55.8,153.9
20.03.2020,171.6,49.4,126.9,291.7,71,1.8,146.1,0.5,3.1,2.3,13,15.1,62.3,180.3,111.9
21.03.2020,152.9,50.9,124.3,106.9,40.7,1.8,79.3,0.6,2,1.9,13.1,15.1,135.3,539.9,96.3
22.03.2020,133.6,44.6,127.4,104.6,43.5,1.8,71.9,0.6,1.3,1.8,13.4,15.5,116.7,468.7,223.9
23.03.2020,156.8,44.5,127.1,146.9,54.4,1.8,102.4,0.6,2.1,2.2,14,16.3,123.5,368.3,241.4
24.03.2020,159,45.5,126.7,210.8,60.4,1.7,109,0.6,2.3,2.2,12.5,14.4,101.8,328.2,238.6
25.03.2020,157.9,44.4,126.5,238.1,57.5,1.7,118.4,0.6,1.9,2.2,12.6,14.6,57.3,375.9,237.9
26.03.2020,157.1,44.2,126.4,214,65.6,1.7,114.4,0.6,2.4,2.1,12.7,14.7,42.9,412.7,200.2
27.03.2020,154.4,44.2,127.7,224.4,53.9,1.7,108,0.5,2.6,2,9.4,10.9,65,338.4,220.2
28.03.2020,151.1,43.5,127.7,140.8,34.3,1.7,89.9,0.6,2.5,1.9,13.6,15.7,105.7,277,223.2
29.03.2020,143.6,38.4,121.1,111.4,32.9,1.6,62.5,0.5,2.4,1.7,12.6,14.6,112.4,518.1,84.1
30.03.2020,159.7,39.9,127.5,200.7,54.8,1.7,157.5,0.5,2.9,2.3,13.3,15.4,90.5,219.3,174.6
31.03.2020,161.2,43.3,127.7,247,67,1.7,180.2,0.5,3.4,2.2,12.2,14.2,28.3,114,189.9
01.04.2020,158.9,43.4,128,232,48,1.4,148.6,0.4,2.9,2.4,8.5,9.9,95.5,202.4,224.9
02.04.2020,154.2,42.7,127,199.1,51.5,1.5,114.6,0.5,4.7,2.5,7.5,8.7,135.8,330.5,203.3
03.04.2020,157.1,41.4,127.6,191.7,42.1,1.4,107.3,0.4,3.5,2.3,12.1,14,107.7,348.2,145.9
04.04.2020,156.8,41,128.5,163.7,31.1,1.5,114.4,0.4,3,2.1,14.8,17.2,56.4,98.5,224.1
05.04.2020,132.7,37.4,127.4,95.7,25,1.4,70.9,0.4,2.4,1.8,8.6,10,104.8,390.2,253.5
06.04.2020,160.7,37.3,127.1,132.2,26.2,1.5,94.1,0.4,2.6,1.9,14.6,16.9,100,305.7,249.3
07.04.2020,180.4,37.5,125.2,203.4,35.5,1.5,127.8,0.4,2.5,2.3,15.2,17.6,22.8,141.7,237.9
08.04.2020,180.6,38.1,122.6,206.2,38.3,1.4,137,0.4,2.4,2.3,14.7,17,21.7,136.8,240
09.04.2020,179.2,39.8,124.8,205.6,41.8,1.5,140,0.4,3,2.2,14.8,17.1,31.8,130.5,223.9
10.04.2020,185.7,40.3,125.7,116.9,46.8,1.5,97.8,0.4,3.3,2,13.5,15.6,7,92.8,238.1
11.04.2020,183.5,40.6,125.9,108.3,53.9,1.4,79.1,0.4,3.2,1.9,13.8,16,22.6,62.8,249.3
12.04.2020,153,39.8,125.4,100.4,49.8,1.4,61.1,0.4,1.6,1.8,14.2,16.5,44.8,126.5,223.7
13.04.2020,129.5,37.3,122.8,82.7,35.2,1.4,50.5,0.4,1.7,1.7,12.7,14.7,117.6,431.7,173.9
14.04.2020,155.2,41,123.7,107.7,32.2,1.4,101.4,0.5,3.5,2,14.4,16.7,90.5,259,198.1
15.04.2020,158.3,41.2,123.5,110.1,34.4,1.4,105,0.5,3.4,2,14.2,16.4,92.9,236.5,245.3
16.04.2020,150.8,41.3,121.5,135.3,53.2,1.4,139.7,0.4,2.3,2,15.1,17.5,28.5,138.5,243.9
17.04.2020,152.6,42.1,121.9,145.2,54.7,1.4,157.8,0.4,2.7,2,13.8,16,18.8,72.6,244.2
18.04.2020,155.4,43.1,121.7,112.6,56.4,1.4,82.4,0.4,2.1,2.1,13.8,16,57.4,164.6,206.4
19.04.2020,146.7,41.8,121.5,99.1,55.3,1.4,57.9,0.4,2.6,1.8,14.3,16.6,80.4,335.6,224.6
20.04.2020,147,42.2,121.1,85.4,46.9,1.4,66,0.4,2.9,1.9,13.6,15.8,87.3,546.6,268.2
21.04.2020,147,42.3,121,81.4,42.6,1.5,56.1,0.4,2.1,1.7,13,15.1,104.6,627.1,269.4
22.04.2020,152.8,44.7,124.1,92.7,42.2,1.5,62.7,0.4,4.4,1.8,13.5,15.7,110,456.1,278
23.04.2020,156.5,45.3,125.1,120.4,56.4,1.5,153.5,0.4,3.5,2,13.5,15.6,23.8,132.5,271.7
24.04.2020,155.3,48.1,124.1,123.4,43.1,1.5,105.1,0.4,2.5,2,13.7,15.8,73.2,255.9,232.9
25.04.2020,154.2,46.5,125.9,107.9,36.8,1.4,84.2,0.4,1.8,2,14,16.2,38.7,171.1,224.9
26.04.2020,156.7,44.1,126.2,121,45.3,1.4,101.2,0.4,2,2,13.6,15.7,9.1,35.6,250.1
27.04.2020,156.4,44.1,124.2,187.5,46.2,1.4,165.8,0.4,4.4,2.2,13.4,15.5,25.2,65,237.2
28.04.2020,157,46.3,121.3,223.7,54.5,1.4,175.3,0.3,4.4,2.1,13.5,15.6,10,117.2,157
29.04.2020,156.3,50,122.1,212.9,51.6,1.5,165,0.3,3.7,2.4,13.5,15.7,24.6,175.6,123.2
30.04.2020,153.9,49.1,124.8,132.3,44.4,1.5,101.3,0.4,1.7,2,14.1,16.3,90.2,345.2,133
01.05.2020,147.6,48.9,124.6,101.7,37.7,1.1,53.7,0.4,3.5,2,13.3,15.4,50.2,350.1,158.7
02.05.2020,154.3,49,124.1,100.9,39.1,1.1,51.1,0.5,2.7,2.1,13,15,29.3,315.7,153.4
03.05.2020,155,49.3,124.6,112.9,39.9,1.1,65.2,0.5,3.1,2.3,13.4,15.5,18,125.3,188.1
04.05.2020,156,47.3,124.1,204.2,41.2,1.1,135.6,0.4,4.5,2.6,14.4,16.7,42.3,129,148.4
05.05.2020,157.6,47.5,124.7,186.1,41.6,1.1,131.7,0.4,4.4,2.6,14.2,16.4,40.9,196.6,212.5
06.05.2020,155.1,52.6,125.1,175.6,40.4,1.1,126.2,0.4,2.2,2.5,14.2,16.4,36.4,198.4,279.6
07.05.2020,155.1,50.8,125.6,182.6,36.4,1.1,153.1,0.4,4,2.6,14.3,16.6,28.2,110.5,269.2
08.05.2020,145.8,50,125.3,198.9,37.6,1.1,146.9,0.4,3.4,2.5,15,17.4,23.1,43.5,268.4
09.05.2020,123.7,50.2,124.8,123.5,53.3,1.3,121.6,0.4,2.4,2.4,15.1,17.5,2.7,66.4,215.5
10.05.2020,121.4,51.1,124.3,104.7,53.7,1.3,58.1,0.5,4.3,2,10.6,12.2,72,176,173.5
11.05.2020,122.1,54,124.1,100.4,51.5,1,72.2,0.5,3,2.3,15.3,17.8,125.3,509.8,87.9
12.05.2020,125.3,58,125.8,139.2,58.8,1,130.5,0.5,2.9,2.5,15.4,17.9,79.5,214.1,226.5
13.05.2020,125.4,57,126.6,201.6,67.7,1,171.2,0.6,4.1,2.6,15.4,17.8,61,111.3,157
14.05.2020,125.2,57.2,126.6,186.1,60.7,1,158.5,0.6,4.5,2.6,15.2,17.7,35,172.1,183.8
15.05.2020,124.4,57.2,126.4,153,59.2,1,123.7,0.6,4.3,2.6,15.3,17.7,81.9,211.7,197.5
16.05.2020,123.4,56.1,126.2,108.6,52.8,1,75.2,0.5,4.4,2.4,15.5,18,74.7,215.5,255.6
17.05.2020,120.4,52.7,125.3,94.7,56.7,1,57.1,0.5,2.8,2.1,15.1,17.5,96.2,219.9,268.2
18.05.2020,122.3,50.4,123.5,131.2,69.1,1,104,0.5,3.3,2.4,15.2,17.6,83,202.9,257.3
19.05.2020,123.4,51.7,123.4,159.5,55.7,1,145.8,0.5,5.5,2.4,14,16.3,44.2,148.4,240.7
20.05.2020,125.8,52.9,123.6,209.5,49.3,1,175.3,0.5,7.2,2.3,15.1,17.6,1.2,41.4,189.5
21.05.2020,122.7,52.8,125.2,109,35.6,1,108.8,0.5,2.9,2.1,15.7,18.2,11.8,49.2,282.9
22.05.2020,122.5,51.4,124.1,95,38.9,1,97.5,0.4,2.6,1.8,15.7,18.2,100.2,215.4,164.7
23.05.2020,119.8,52.6,124,86.2,47.5,1,56,0.4,2,1.5,11.8,13.6,113,322.3,118.7
24.05.2020,127.5,47.1,124.9,85.8,50.3,1,38.7,0.4,1.9,1.4,8.3,9.6,96.4,415.6,190.4
25.05.2020,153.2,54.4,125.1,125.6,53.9,1,115,0.5,3.4,1.7,12.2,14.1,69.4,339.2,164.3
26.05.2020,158.6,53.6,125.6,193.4,61.2,1,181,0.5,2.4,1.8,14.4,16.7,1.4,42.4,241.2
27.05.2020,155.3,51.5,125.3,144.6,50.4,1,165.7,0.5,2.9,2,13.5,15.7,32.7,96.4,271.4
28.05.2020,155.5,49.7,125.4,124.1,40.9,1,154.7,0.5,2.4,2,16.4,19,28.5,227.9,256.9
29.05.2020,151,49.4,126.4,130.6,38.3,0.9,152.7,0.5,3.3,1.7,15.7,18.2,14.1,127.9,260.2
30.05.2020,151.8,46.1,125.3,82.9,45.8,0.9,62.4,0.5,2.3,1.7,13.4,15.5,20.7,227.9,235.5
31.05.2020,158.7,41.1,124.6,78.3,53,0.9,48.5,0.5,1.2,1.7,12.5,14.5,55,249.7,251.7
01.06.2020,180.5,38.2,124,89.3,41.2,1.1,58.6,0.5,2.2,1.9,13.2,15.4,58.2,199.8,307.9
02.06.2020,187.2,40.6,123.3,150.1,52.3,1.2,150.8,0.5,4.5,1.9,7.2,8.4,15.1,95.4,293.3
03.06.2020,187.2,45.8,122.4,183.1,40.3,1.2,174.7,0.4,5.3,1.9,7.3,8.4,76.5,91.5,247.6
04.06.2020,188.8,49.2,123.3,183.2,52.3,1.4,177.1,0.5,5.6,1.9,7.6,8.8,88.8,141.9,108.6
05.06.2020,187.1,52.8,125.4,114.5,33.4,1.2,143.1,0.5,3.8,1.9,7,8.2,65.8,370.4,150.6
06.06.2020,178.5,48.8,122.6,84.5,29.4,1.2,56.2,0.5,3.1,1.8,6.8,7.9,121.1,399.1,173.5
07.06.2020,186.7,47.6,117.3,102.2,32.4,1.2,75.1,0.5,3.9,1.8,7.4,8.6,45.9,221.5,140.1
08.06.2020,189,54.2,117.3,216.6,35.7,1.2,180.8,0.5,4.2,1.9,2.9,3.4,15.9,39.6,192.6
09.06.2020,189,56,116.1,272.9,66.2,1.2,208.6,0.5,4.3,1.8,6.8,7.9,2.1,84.3,137.1
10.06.2020,188.3,57.9,115.7,262.1,49.2,1.2,211.7,0.5,3.4,1.9,7.6,8.8,18.5,111.2,122.4
11.06.2020,186.6,61.4,114.7,168.2,27.7,1.2,165.7,0.5,2.2,1.9,6.9,8,111.4,116.8,134.6
12.06.2020,177.5,60.5,114.3,128.3,27.1,1.2,131.2,0.5,2,1.9,7.3,8.4,102.8,171.5,264.8
13.06.2020,151.2,57.9,113.1,94.2,31.6,1.2,97.7,0.4,1.7,1.9,8.5,9.9,98.3,197.8,235.6
14.06.2020,153.8,59.1,113.6,104.9,28,1.2,101.2,0.5,3.8,1.9,7.5,8.7,74.6,203.4,93.5
15.06.2020,155.8,59.8,111.5,275.4,51.7,1.2,182.4,0.5,3.9,1.9,10.7,12.4,33.9,114.4,145.9
16.06.2020,156.5,56.2,108.2,310,69.6,1.2,196.1,0.5,5.5,1.9,11.2,12.9,4.8,22.7,173.5
17.06.2020,155.8,61,110.8,311.1,73.2,1.3,212.7,0.5,4.4,1.9,9.4,10.9,20,61.2,200.2
18.06.2020,155,63.5,117.8,293.8,66.9,1.3,210,0.5,5.3,1.9,10.1,11.7,30.2,114.6,182.3
19.06.2020,137.1,64.4,118,269.9,42.4,1.2,203.1,0.5,4.5,1.9,9.9,11.5,9.3,128.6,162.5
20.06.2020,125.2,63.5,117.2,139.2,32.6,1.2,127.3,0.5,2.9,1.9,8.9,10.4,17.2,232.4,180.6
21.06.2020,122.5,61.7,117,133.5,29.2,1.2,93,0.5,2.3,1.9,8.8,10.2,27.7,88.7,240
22.06.2020,126.9,60.3,116.6,225.8,49.4,1.2,166.7,0.5,6,1.9,4.4,5.1,13.1,132.6,239.7
23.06.2020,127.1,59.9,117,271,47.1,1.2,184.7,0.5,5.9,1.7,4.6,5.3,9.7,71.4,296.3
24.06.2020,126.1,59.2,117.9,274.3,67,1.2,195.7,0.5,5.1,1.6,8.7,10.1,16.3,118.4,285.7
25.06.2020,126.3,58.7,118,271.1,63.8,1.2,197.7,0.5,5.2,1.9,9,10.5,57.4,185.5,246.7
26.06.2020,126.2,57.9,118.6,269.9,60,1.2,187,0.4,4.3,1.8,10.3,11.9,43.3,138.8,265.6
27.06.2020,125.9,58.6,117.6,181.2,37.3,1.2,146,0.4,5.2,1.8,9.8,11.3,18.7,145.4,241.2
28.06.2020,121.4,58.2,117.6,139.6,35.2,1.2,88.2,0.3,4.6,1.9,4.2,4.9,73.5,232,175.1
29.06.2020,121.1,58.5,118.3,181,38.4,1.2,158.7,0.3,5,1.9,4.2,4.8,91,239.9,203.5
30.06.2020,117.9,60,117.1,143.5,49.5,1.3,124.2,0.3,5.5,1.9,8.3,9.6,81.4,458.5,221.9
01.07.2020,126.6,61.1,117.9,224.6,44.7,1.1,169.4,0.3,7.6,1.8,6.6,7.6,45.3,277.5,216.3
02.07.2020,127.2,60.5,117.1,243.7,54.2,1.1,187.3,0.3,8.4,2,6.7,7.7,17.3,161.1,189.7
03.07.2020,127.4,57.2,119,219.2,32.6,1.2,179.9,0.3,8.4,1.8,7.7,9,49.9,188.5,217
04.07.2020,112.7,59.5,117.5,93.9,21.2,1.1,59.6,0.3,4.7,1.9,8.9,10.3,129.3,467.7,221.6
05.07.2020,99,53.4,117,95.1,21.8,1.1,41.9,0.3,4,1.9,8.7,10.1,98.1,542,179
06.07.2020,117.9,58.4,117.2,119.7,42.8,1.1,77.9,0.3,6.2,1.9,9.8,11.3,123.6,549.8,218.1
07.07.2020,127.6,58.1,118.3,187.8,40.1,1.1,170.7,0.4,6.5,1.9,9.9,11.5,93.1,218.4,236.2
08.07.2020,128.1,57,119.1,255.4,73.5,1.1,191.6,0.4,7.1,1.9,10.1,11.7,32.3,102.1,155.5
09.07.2020,127.3,56.4,118,261.1,80.7,1.1,187.4,0.3,8.5,1.9,10.2,11.8,9.7,154.5,177
10.07.2020,117.1,55.8,117.4,226.6,53.5,1.1,182.9,0.3,5,1.9,12.6,14.6,54.4,296,180.8
11.07.2020,103.1,57.8,116.8,166.6,39.8,1.1,165.4,0.4,3.4,1.9,15.7,18.2,59.2,136.5,205.5
12.07.2020,115.3,57.8,117.6,135.1,42.7,1.1,141.1,0.4,2.5,1.8,15.7,18.2,35.1,90.7,257.2
13.07.2020,118.6,54.1,117.3,225.9,52.2,1.1,183.4,0.4,4,1.8,14.3,16.5,22,45.5,286.9
14.07.2020,117.1,54.2,120.2,254.5,64.1,1,192.9,0.4,3.9,1.8,14.8,17.2,27.8,82.7,226.7
15.07.2020,121.4,54.5,120.8,266.6,97.2,1,197.1,0.4,5.1,1.8,14.6,17,5.4,50.8,134.7
16.07.2020,136.9,56.3,121,271.2,118.4,1,177.5,0.4,5.8,1.8,13.7,15.9,4.3,48.4,114.4
17.07.2020,156.2,58.8,121.5,275,72.9,1,184,0.4,4.4,2.1,9.9,11.4,5.8,43.1,191
18.07.2020,146.1,58.3,119.7,200.5,44.2,1,161.7,0.4,3.5,2.3,13.9,16.1,18.4,14.2,229.2
19.07.2020,153.4,55.1,117.6,165.4,35.8,1.1,150,0.4,3.2,2.3,14,16.2,15.9,53.2,240.5
20.07.2020,154.4,52.8,117.6,241.8,37.4,1.1,175.6,0.4,5.2,2.6,14.8,17.1,27.2,125.3,228.3
21.07.2020,154.7,53,118.6,237.9,37.5,1.1,191.7,0.4,4.4,2.9,14.6,16.9,36.1,118.4,252.2
22.07.2020,156.1,53.2,119.1,254.4,39.3,1.3,194.8,0.4,4.8,2.9,14.4,16.7,19.1,70.6,256.6
23.07.2020,155.3,54,119.6,255.9,45,1.1,192.1,0.3,4.3,2.6,15.5,18,49.9,42.8,253.3
24.07.2020,155.4,54.3,119.4,225.2,28.2,1.1,185.2,0.4,3.8,2.3,10.4,12.1,42,209,194
25.07.2020,155.1,52.5,118.2,165.2,25.2,1.4,157.5,0.4,3.6,2.3,16.3,18.8,52.7,95.4,196.7
26.07.2020,152.8,46.7,117.6,136.2,23.7,1.4,113.2,0.4,2.5,2.4,15.6,18,81.6,250.1,176
27.07.2020,154.6,47.9,118.3,194.6,36.3,1.2,183.7,0.4,4.9,2.4,15.5,18,73.5,125.2,212.1
28.07.2020,149,48.9,117.2,127.7,40.7,1.1,144,0.3,3.3,2.4,9.9,11.5,130.3,410.8,210.1
29.07.2020,152.7,50,116.7,155.8,48.7,1.1,139.7,0.4,3.6,2.3,14.9,17.2,128.9,288.5,252.6
30.07.2020,155.2,50.1,118.4,219.2,30.3,1.1,193.6,0.4,3.6,2.3,16.2,18.8,52.2,99.1,275.2
31.07.2020,154.9,49.8,115.8,248.6,29.4,1.1,178.6,0.3,3.8,2.2,16,18.6,26.3,61.9,277.7
