Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
01.08.2020,153.8,48.7,116.2,203,28.4,1.6,150.5,0.3,2.7,1.9,16.4,19,73.1,154.3,226.3
02.08.2020,144.7,47.3,116.6,208,29,1.6,158.9,0.4,4,1.3,15.6,18.1,32.5,98.1,124.1
03.08.2020,143,53.4,118.5,269.8,43.2,1.6,204.7,0.3,5.4,1.7,16.7,19.4,9.7,74,147
04.08.2020,150.2,48.3,118.8,274,43.3,1.7,209,0.3,3.9,1.8,16.2,18.8,19.4,64.5,164
05.08.2020,176.8,52.3,117.6,214.6,40.4,1.7,182.6,0.3,1.8,1.8,15.5,18,93.8,131.3,266.6
06.08.2020,186.7,56.7,117.7,249.2,39.9,1.7,189.8,0.3,3.3,1.8,13.4,15.6,26.7,95.4,275.9
07.08.2020,186.9,57.6,116.5,247.3,41.4,1.7,189,0.3,4.7,1.8,12.7,14.7,12.6,64.5,265.9
08.08.2020,185.7,55.6,115.1,233.7,39.1,1.7,160,0.3,4.4,1.8,12.9,15,7.9,50.4,255.9
09.08.2020,184.9,52.5,114.9,208.8,38.9,1.7,124.9,0.3,3.9,1.9,13,15.1,35.4,94.3,226.9
10.08.2020,185.7,52.4,115.2,303.6,61.6,1.7,162.7,0.3,6.2,1.8,13.9,16.1,62.5,135.2,215.2
11.08.2020,184.9,55.4,115,290.9,67.7,1.7,167.7,0.3,3.9,1.8,14.3,16.5,84.4,213.3,230.4
12.08.2020,182.9,53.9,115.7,284.4,67.6,1.7,154.6,0.3,2.9,1.8,14.3,16.6,96.1,200.7,238.7
13.08.2020,185.4,53,117.5,274.3,86.9,1.7,158.3,0.3,5.7,1.7,13.8,16,77.3,137.5,157.7
14.08.2020,186.6,53.4,116.7,270.9,95.3,1.6,167.6,0.3,5.5,1.7,15.2,17.7,29.7,58,150.9
15.08.2020,186.8,53.7,116.6,232.4,55.1,1.6,149.2,0.4,3.9,1.7,15,17.3,28.3,32.1,172.9
16.08.2020,185.7,49.7,116.4,192.1,56.2,1.6,122.3,0.4,2.1,1.8,14.9,17.2,23.3,107.9,233.2
17.08.2020,186.9,52.3,116.8,287.5,89.9,1.6,163,0.4,4.2,1.7,14.7,17.1,14.5,102.6,159.8
18.08.2020,186.7,54.2,116.9,303.8,105.8,1.6,168.9,0.4,3.8,1.7,13.1,15.2,9.1,73.8,177.9
19.08.2020,187.5,52.6,116,302.7,89.4,1.6,167.5,0.4,3.2,1.7,12.9,15,19.3,43.3,227.9
20.08.2020,186.2,50.3,113.8,286.7,75.4,1.7,155,0.4,5.1,1.7,12.6,14.6,53.7,140.5,206.4
21.08.2020,181.5,49.1,113.7,241.8,49.3,1.7,131.4,0.3,4.2,1.7,11.1,12.9,101.9,250.5,200.7
22.08.2020,185,47.6,114.3,145.5,39.3,1.7,75.1,0.4,2.8,1.7,11.7,13.6,124.7,305.4,130
23.08.2020,177.3,48.8,116.6,125.2,41.1,1.7,63.6,0.4,3.5,1.6,12,14,86.8,377.3,169.4
24.08.2020,188.7,45.1,117.9,261.3,107.7,1.7,149.4,0.4,3.5,1.6,12.4,14.4,22.4,204.4,156.5
25.08.2020,186.7,46.5,117.7,291.1,93.1,1.7,147.1,0.4,3.5,1.7,12,13.9,73,210.5,172.6
26.08.2020,168.4,43.5,115.7,111.4,46.4,1.7,46.9,0.3,2.7,1.7,10.9,12.7,99.2,816.7,148.6
27.08.2020,188.6,42.8,117.2,251,107.8,1.8,130.4,0.4,4.4,1.7,12.9,15,37.1,302.6,169
28.08.2020,188.3,45,118.1,291.2,62,1.8,140.3,0.4,3.9,1.8,12.7,14.7,88.8,236.9,139.6
29.08.2020,189.2,50,117.5,239.9,45.5,1.8,115,0.4,3.4,1.8,12.8,14.8,40.9,169.7,130.9
30.08.2020,189,50.1,117.2,228.8,43.5,1.8,120.2,0.4,3.7,1.4,12.8,14.9,64.2,84.7,95.8
31.08.2020,189.7,56.6,116.6,286.4,140.8,1.8,152.4,0.4,5.5,1.5,13,15,31.4,92.7,129.1
01.09.2020,189.8,59.7,116.9,305.4,185.3,2,169,0.3,5.7,1.8,12.9,15,17,69.1,139.6
02.09.2020,190.1,60.8,117.7,314.2,178.2,1.9,164.8,0.3,6.2,1.8,12.1,14.1,15.3,41.3,183.7
03.09.2020,189.4,59.8,117.6,294.5,117.1,1.9,153.5,0.3,5.9,1.8,12.1,14.1,84.9,236.1,168.3
04.09.2020,188.1,55.9,117.2,269.9,93.3,1.9,144,0.3,6.2,1.8,11.9,13.8,77.7,226.6,165.9
05.09.2020,188.3,53.2,117.9,247,73.1,1.9,66.5,0.3,4.6,2,12.6,14.6,108.2,173.8,131.1
06.09.2020,189.7,51.1,117.8,218.3,74.5,1.9,76,0.3,3.3,1.9,12.6,14.6,46.4,135.2,158.5
07.09.2020,190,55.4,117.4,274.8,130.9,1.9,136.4,0.4,5.3,1.8,12.8,14.8,55.7,77.4,193.6
08.09.2020,189.4,55.2,116.2,255.4,115.6,1.9,126.6,0.4,5.5,1.8,12.1,14,81.7,287.1,187.2
09.09.2020,188.4,53.7,116.9,281.4,108.9,1.8,143.8,0.4,6.2,2,12.1,14,122.5,232.7,185.1
10.09.2020,189.4,53.2,118.2,294.6,190.3,1.8,165.5,0.4,5.6,2,13.3,15.4,43,109,174.2
11.09.2020,189.1,52.6,118.5,298.7,179,1.8,163.8,0.4,3.9,2,13.1,15.2,71.6,49.1,195.8
12.09.2020,183.9,49.9,117.5,190.4,72.5,1.9,94.5,0.4,3.1,1.8,12.2,14.2,102.6,225.5,198.4
13.09.2020,182.2,46.6,116.9,174.5,60.7,1.9,87.6,0.4,2.7,1.7,12,13.9,110.1,165.6,208.6
14.09.2020,187.9,46.9,115.9,264.6,195.8,1.9,151.1,0.4,5.2,1.9,14.7,17,20.4,70,215.4
15.09.2020,187.5,48.8,115,254.9,230.7,2.1,161.2,0.4,6.3,1.9,14,16.2,4.7,63.2,208.7
16.09.2020,186.7,49,114.9,250.5,213.4,1.9,150.8,0.4,3.4,1.9,13.5,15.6,72.6,146.1,171.9
17.09.2020,187.5,48.1,116.5,248.7,159.8,1.9,138.8,0.4,1.8,1.8,14.4,16.7,59.3,250.5,182.8
18.09.2020,189.4,44.7,118.5,261.6,110.5,1.9,136.7,0.4,1.7,1.9,15,17.3,27.5,226.8,217.5
19.09.2020,161.8,40.7,118.9,215.8,57.2,1.9,128.3,0.5,1.3,1.9,15.4,17.8,53.2,200.9,205.5
20.09.2020,158.4,38.6,118.8,220.7,70,1.8,119.9,0.5,1.9,1.9,15.3,17.8,23.4,145,210
21.09.2020,158.5,39.9,117.2,259.9,182,1.8,168.2,0.5,3.5,2.1,15.7,18.2,2.6,51.5,203.6
22.09.2020,157.9,44.9,115.6,257.9,210.8,1.8,185.2,0.5,3.5,2.1,13.4,15.5,4.2,30.2,188.3
23.09.2020,157.7,46.8,116.8,257,167.7,1.8,178.6,0.5,3.4,1.9,13,15.1,67.4,143.3,127.8
24.09.2020,155.8,44.6,116.2,210.8,87.1,1.9,139,0.5,3.2,2.2,14.6,16.9,120.1,395.5,140.7
25.09.2020,155.4,48.5,117.8,226.1,99.4,1.9,150.9,0.5,4.2,2.4,13.3,15.4,68,253.8,69
26.09.2020,160.2,55.2,117.3,184,37.1,1.8,96.1,0.6,2.9,2.4,13.3,15.5,63.9,301.4,38.9
27.09.2020,159,53.6,111.2,204.7,50.3,1.9,91,0.5,3.2,2.4,13.2,15.3,83.8,134.7,102.7
28.09.2020,160.1,51.8,110.5,300.8,190.7,1.9,152.1,0.5,5.5,2.4,13.2,15.3,21.4,56.9,118.5
29.09.2020,159.6,52.8,114.9,301.4,240.7,1.9,177.1,0.5,5.3,2.5,12.9,15,20.5,54.3,94.3
30.09.2020,159.1,52,116.9,311.7,249.5,2.1,166.6,0.4,5.6,2.3,13,15,59.5,45.7,122.7
01.10.2020,159,51.4,117.4,300.4,138,1.9,190.6,0.5,4.6,1.6,13.6,15.7,129.2,208.6,125.3
02.10.2020,158.1,49.3,118.1,261,91.1,1.9,152.4,0.5,3.8,1.7,13.8,16,87.2,347.4,107.6
03.10.2020,157.4,51,117.2,134.1,37.5,1.9,81.7,0.5,4.6,1.4,14,16.2,145.1,429.2,85.1
04.10.2020,148.1,52.8,117.5,114.8,35.2,1.9,75.3,0.5,2.4,1.3,12.9,15,120.2,435.8,136.3
05.10.2020,158.4,53.5,118.4,243.6,76.9,1.9,167.5,0.5,4.1,1.6,13.7,15.9,139,366.7,80.6
06.10.2020,158.5,53.4,118.4,268.4,81.5,1.9,137.6,0.5,2.7,1.6,14,16.3,103.5,509.3,69.3
07.10.2020,159.4,54.6,118.4,305.7,95.3,1.9,152.7,0.5,3.8,1.9,14.1,16.3,92,394.3,78.2
08.10.2020,157,54,118.2,259.3,71.8,2.4,112.4,0.5,1.8,1.9,14.2,16.4,136.1,571.7,80.3
09.10.2020,158.4,52.1,118.8,315.7,112.9,1.9,189.9,0.4,4.2,1.8,11.8,13.7,98.2,221.8,82.9
10.10.2020,159.7,50.2,116.7,317.8,56.4,1.9,93.8,0.5,2.9,1.8,14.1,16.4,91.9,315.1,76
11.10.2020,160.1,49.9,117.8,295.3,60.6,1.9,92.4,0.5,2.8,1.9,14.2,16.4,106.3,214.6,93.1
12.10.2020,160.4,51,120.9,366.8,243,1.9,207.1,0.5,5,2.1,14.2,16.5,42.2,68.5,78.5
13.10.2020,160.8,50.5,122.7,364.5,233,1.9,211.2,0.4,3.6,2.1,13.1,15.2,52.1,97.6,94.8
14.10.2020,160.4,48.3,123.2,314.5,138.1,1.9,135.5,0.4,2.4,2,13.5,15.7,123.4,489.5,47
15.10.2020,160.4,47.1,123.8,333.9,189.4,1.8,201.2,0.5,5.1,2,13.8,15.9,101.4,317.7,35.9
16.10.2020,160.6,48.8,125.5,346.7,240.6,1.8,236.9,0.5,4.8,2.1,14.2,16.4,18.3,142.3,48.3
17.10.2020,160.3,49.9,125.5,348.2,158.2,1.8,197.2,0.5,2.9,2,14.7,17.1,14.7,40.6,58.9
18.10.2020,159.8,47.3,125.2,297.6,76.5,1.8,96,0.4,3.6,2,14.2,16.5,85.6,283.9,75.1
19.10.2020,160.6,44.1,125,378.7,192.7,1.7,217,0.4,5.5,2.2,14.4,16.7,48.5,130.1,85.6
20.10.2020,160.3,43.5,123.8,350.4,145.6,1.7,124.2,0.4,4,2.1,14.2,16.4,110.1,391.3,78.3
21.10.2020,156.8,42,124.7,318.7,118.5,1.8,107.4,0.4,3.6,2,14.5,16.9,91.6,497.9,60.7
22.10.2020,153.7,42.2,124.1,302,111.9,1.7,122.7,0.4,3.5,1.9,15.1,17.5,136.8,524,91.2
23.10.2020,176,43.7,125.1,362,200.1,1.7,183.9,0.4,2.4,1.8,11.3,13.1,102.7,213.8,44.9
24.10.2020,190.2,47.9,125.7,191.9,43.2,1.8,70.3,0.4,2,1.5,14.6,16.9,120.6,418.1,79.8
25.10.2020,183.2,47.4,130.5,178.2,31.5,1.9,62.1,0.5,3,1.5,9.8,11.4,141.3,480.2,86.7
26.10.2020,191,45.5,125.1,341.3,114.7,1.7,145.5,0.4,2.5,1.9,15.4,17.8,106.4,260.8,26.4
27.10.2020,191.6,52.6,125.5,322.3,82.4,1.7,115.7,0.4,2,1.9,14.1,16.4,133.5,494.6,66.6
28.10.2020,189,52.1,124.7,308.6,74.8,1.8,103.5,0.4,2.1,1.9,13.5,15.7,126.8,547.1,64.3
29.10.2020,188.5,51.6,125,307.4,72.5,1.9,114.4,0.4,2.6,2,10.1,11.7,113.1,558.4,55.6
30.10.2020,171.4,55.4,123.5,308.9,67.7,1.9,101.2,0.4,2.9,2,15.8,18.3,101.7,535.5,23.3
31.10.2020,160.8,53.3,118.7,295.5,37.1,1.9,87.6,0.4,3,1.9,15.5,18,75.5,248.2,76.4
01.11.2020,157.8,51.3,118,107.1,32.6,2.5,64.5,0.4,2.7,1.6,15.9,18.5,132.2,468.4,30.5
02.11.2020,144,48.2,115.3,185,62,2.5,86.7,0.3,3.2,1.6,15.7,18.2,137.8,723.2,51
03.11.2020,156,50.7,116.2,293.2,131.6,2.5,167.9,0.3,4,1.8,14.5,16.8,123.5,360.2,58.7
04.11.2020,159.4,51.9,117.6,343.2,182.1,2.9,211.4,0.4,4.4,1.9,13.6,15.8,110.7,272.1,70.6
05.11.2020,161,50.5,118,362,169.8,2.9,218.2,0.4,4.5,1.9,12.3,14.2,103.8,234.8,96.3
06.11.2020,163.1,48.7,122,354.9,193.9,2.9,218.7,0.4,3.1,1.9,12.4,14.3,22.8,141,82.8
07.11.2020,163.5,46.6,127.2,343.9,97.4,2.4,151.8,0.4,1.9,1.9,13.2,15.3,17.6,126,99.8
08.11.2020,163.6,44.5,126.9,354.3,102.9,2.4,127.9,0.5,2.5,2,12.3,14.2,28.4,78.4,83.4
09.11.2020,163.8,44.5,122.3,362.2,260.7,2.8,250.5,0.5,3.6,2.1,12.6,14.6,27.3,69.8,59.2
10.11.2020,164.1,46.4,127.2,372.6,286.4,2.8,284.1,0.6,3.7,2,12.2,14.2,20.9,60,36
11.11.2020,163.6,45.9,126,379.9,255.9,2.9,282.7,0.6,2.6,2.1,12.4,14.4,28,39.6,24.2
12.11.2020,163,43.8,123.6,360,184.3,2.4,205.4,0.6,2.4,2,12.3,14.2,98.7,248.5,42.8
13.11.2020,163,42.6,124.2,371.6,175.1,2.5,223.2,0.6,2.6,2,12.6,14.6,74,234.9,62.5
14.11.2020,161.1,40.7,124.2,308.3,69.2,2.4,135.7,0.6,2.7,1.8,12.4,14.4,75.5,253.7,75.4
15.11.2020,150.6,38.1,122.5,102.4,41.6,2.4,82.2,0.6,2.5,1.4,12.4,14.3,139,587.6,71
16.11.2020,154.7,38.7,122,247.8,93.6,2.5,133.5,0.5,4.4,1.8,12.5,14.4,136.6,549.2,44.6
17.11.2020,155.2,41.4,121.9,329.2,118.5,2.5,171.9,0.6,2.9,1.8,12.8,14.8,135.3,460.4,40.2
18.11.2020,155.8,39,119.2,331.1,98.2,2.8,148.4,0.6,2.6,1.8,11.9,13.8,143.5,395.4,76.4
19.11.2020,152.6,38.6,122.6,258.7,96.8,2.4,111.1,0.6,1.9,1.8,11.2,12.9,113.8,670.3,27.3
20.11.2020,161.5,40.5,124.2,344.2,152.8,2.6,231.1,0.6,4.5,2,11.9,13.8,88.7,250.6,55.7
21.11.2020,150.8,38.8,122.4,195.1,77.4,2.5,123.6,0.6,2.5,1.8,12.1,14,111.9,562.3,54.2
22.11.2020,150.7,34.3,122.7,233.3,91.6,2.5,124.8,0.6,1.5,1.8,11.8,13.7,128.4,467.2,48.7
23.11.2020,158.3,37.1,122.8,353.7,195.7,2.5,260.4,0.6,4,2,5.3,6.2,135.6,326.2,47.9
24.11.2020,152.7,39.9,121.9,377.6,234,2.4,267.9,0.6,5.4,2.1,5.4,6.3,127,266.1,38.8
25.11.2020,156.4,39.7,123,360.4,293.6,2.6,294.3,0.6,5.8,2.2,11.3,13.1,83.3,208.2,43.7
26.11.2020,163.6,40,123.5,375.4,301.1,2.6,326,0.6,6,2.2,12.8,14.9,41.5,138.9,26.7
27.11.2020,164.6,38.9,124.6,391.3,320.2,2.4,319.2,0.6,5.3,2.2,12.5,14.5,19.2,39.1,36.6
28.11.2020,164.7,37,124.3,360.7,194.2,2.4,276.7,0.5,2.3,2.2,12.9,14.9,55.1,116,28.4
29.11.2020,169,34.3,118.9,313.5,189.2,2.4,257.9,0.6,3.3,2.2,12.6,14.6,22.9,84.3,44.4
30.11.2020,179.4,35.2,119.4,348.4,289.9,2.8,289.8,0.6,3.6,2.2,12.8,14.8,92.1,188.2,50.5
01.12.2020,182.6,36.7,123.4,352,319.5,3.2,307.8,0.6,4.1,2.1,6.2,7.2,68.6,119.2,9.6
02.12.2020,190.5,38.7,124.1,375.2,335.3,3.6,327.2,0.6,6.4,2.1,5.2,6,36.4,60.7,19.6
03.12.2020,182,39.2,123.1,342.4,218.2,2.6,296.2,0.6,4,2.1,10,11.6,128.3,342.6,14.4
04.12.2020,178.7,37.1,122.8,324.2,162.6,2.6,256.4,0.6,2.3,2.1,11.9,13.8,129.7,446.8,22.7
05.12.2020,194.6,35,123.9,353.3,186.7,2.6,274.8,0.6,1.6,2.1,12,13.9,57.3,181.6,25.5
06.12.2020,190.9,38.2,123.4,348.9,159.1,2.6,263.7,0.6,2,2.1,12.3,14.3,47.5,183.5,16.9
07.12.2020,185.7,37.9,122.9,360.7,245.6,2.6,291.3,0.6,4.2,2.1,12.1,14,99.5,260.6,18.5
08.12.2020,195.7,37.8,122.5,382.5,323.4,2.8,309.2,0.6,4.1,2.1,12.1,14.1,30,117.9,35.1
09.12.2020,195.8,38.6,123.3,381.2,348,3.2,333.2,0.6,5.3,2.1,12.1,14,40.9,68.1,9
10.12.2020,195.7,39.5,124.2,375,318.1,3.3,329.8,0.6,6.4,2.2,11.7,13.6,34.6,43.8,9
11.12.2020,189.6,38.6,125.2,346,211.8,2.7,292.4,0.6,3,2.1,13,15.1,126.4,279.2,15.6
12.12.2020,191.1,37,124.7,344.5,167.5,2.6,238.8,0.6,3.8,2.2,13,15.1,68.4,154.5,13.8
13.12.2020,195,34.5,124.3,345.2,111.1,2.6,215.4,0.6,1.7,2.1,13.3,15.5,49.6,110.4,13
14.12.2020,186.1,34.1,123.9,334.8,138.1,2.5,205,0.6,2.4,2,13.2,15.4,136.1,388.1,33.9
15.12.2020,190.9,35.5,123.7,353.5,236,2.5,254.1,0.6,3.3,2,12.6,14.6,77.4,242.5,15.8
16.12.2020,194,37.2,124.3,349.7,230.6,2.5,248.3,0.6,2.4,1.8,13.8,16,82.7,179.9,33.8
17.12.2020,183.2,38.9,120.7,317.6,144.3,2.5,194.5,0.6,1.6,1.9,13.9,16.1,137.2,406.2,26.7
18.12.2020,188,38.1,120.4,307.7,102.4,2.5,181.5,0.6,1.6,1.9,13.1,15.2,141.6,345.9,49.1
19.12.2020,186.2,34.6,119.4,185.4,85.4,2.4,126.9,0.6,3,2,13.9,16.1,134.4,433,43.4
20.12.2020,191.2,32.9,120.2,228.6,67.7,2.4,144.2,0.6,2.5,1.9,13.6,15.7,132,270.9,23.3
21.12.2020,191.1,31.5,120.4,221.7,69.4,2.4,158.5,0.6,1.8,1.9,13.4,15.6,125.2,428.2,27
22.12.2020,178,35.1,124.7,178.7,68.2,2.4,134.8,0.5,2.6,1.6,13.2,15.3,101,618.5,15.8
23.12.2020,193.1,36.3,125.7,256.5,99.4,2.4,171.4,0.5,1.8,1.8,14.5,16.8,41.5,248.7,12.1
24.12.2020,188.2,39.1,125,112.6,46.6,2.4,98.1,0.6,1.1,1.4,14.9,17.2,129.4,413.1,18.6
25.12.2020,194.4,41.1,124.6,140.6,43.9,2.4,114.4,0.6,1.4,1.2,15.1,17.5,71.2,179.5,25.3
26.12.2020,188.8,39.6,123,87.4,47.1,2.4,90.2,0.6,1,1.2,14.4,16.7,110.3,443.3,31.4
27.12.2020,161.7,35.7,122.3,80.3,40.6,2.5,74.3,0.6,1,0.9,13.5,15.7,80.9,818.9,24.7
28.12.2020,193.7,37.6,124.5,209.5,81.2,2.5,154.2,0.6,1.9,1.6,14.7,17,29.9,284.4,19.1
29.12.2020,183.1,38.3,123.9,219.8,81,2.5,171.3,0.6,1.9,1.8,14.2,16.5,23.6,291.6,25.6
30.12.2020,188.9,35.8,124.2,202.9,94.5,2.5,162.9,0.6,2.2,1.9,14.3,16.5,84.6,381,37.1
31.12.2020,191.5,34,124.9,229.2,103.2,2.4,159.3,0.6,1.1,2,14.2,16.5,66.2,246.4,40.8
