Tag,Solar(GWh),shortwave_radiation_sum,daylight_duration,sunshine_duration,Bruttoleistung(GWp)
2021-09-13,182.8,14.55,12.734862,11.705264,58.325588121999715
2021-09-14,206.8,16.1,12.674053,11.2149315,58.36300863599971
2021-09-15,76.0,6.62,12.613172,2.5517714,58.37643039499972
2021-09-16,92.1,5.67,12.552256,1.5179287,58.39826632099972
2021-09-17,110.5,11.84,12.491337,10.1995125,58.41092876199972
2021-09-18,150.3,11.79,12.430452,9.950443,58.412740886999714
2021-09-19,116.1,9.43,12.369634,6.46626,58.413100261999716
2021-09-20,99.8,12.21,12.308917,9.671518,58.42485869899972
2021-09-21,129.8,10.42,12.248335,7.5484796,58.43542947399971
2021-09-22,158.7,7.5,12.187921,2.8438964,58.44960315099972
2021-09-23,182.0,16.6,12.127706,11.05157,58.48269791899971
2021-09-24,125.4,8.23,12.06773,7.315677,58.49880935199971
2021-09-25,162.2,16.07,12.007947,10.959153,58.50299796199972
2021-09-26,144.8,12.61,11.947943,9.971923,58.503351471999714
2021-09-27,118.2,8.44,11.887678,6.6615376,58.528728612999714
2021-09-28,127.5,6.03,11.827193,4.0380826,58.56252204299971
2021-09-29,100.6,10.31,11.766523,6.74826,58.60357656399971
2021-09-30,174.0,12.49,11.705708,9.912308,58.66116553399971
2021-10-01,193.8,14.62,11.644781,10.240445,58.68001062299971
2021-10-02,149.5,12.96,11.583787,10.080156,58.68592238999971
2021-10-03,93.1,13.11,11.522757,10.031126,58.68994673499971
2021-10-04,67.6,5.13,11.461732,3.6628976,58.71773702199971
2021-10-05,64.6,4.18,11.40075,2.4812415,58.72878363999971
2021-10-06,100.6,7.13,11.3398485,4.9591794,58.74070397799971
2021-10-07,124.5,8.47,11.27907,6.0,58.76172905099971
2021-10-08,131.4,6.87,11.218451,4.8397856,58.7724427219997
2021-10-09,194.1,13.75,11.1580305,10.004103,58.7751020439997
2021-10-10,186.7,13.55,11.097851,10.002035,58.7757136089997
2021-10-11,117.7,10.89,11.037953,8.6953745,58.7865158059997
2021-10-12,71.9,7.07,10.97838,4.0,58.80665082299969
2021-10-13,116.5,7.86,10.919173,7.7181025,58.8172353889997
2021-10-14,62.6,2.25,10.860377,0.0,58.83037222499969
2021-10-15,110.6,10.44,10.80195,7.9073014,58.84478805099969
2021-10-16,116.2,11.87,10.74343,9.675681,58.847059450999694
2021-10-17,86.8,8.21,10.684783,7.9786754,58.84758525599969
2021-10-18,104.1,11.01,10.626047,9.118018,58.86009040499969
2021-10-19,49.0,2.84,10.567269,1.5418903,58.873239370999684
2021-10-20,87.3,10.08,10.508493,9.061307,58.88729039699968
2021-10-21,82.6,7.76,10.449768,8.625498,58.90903291699969
2021-10-22,102.8,10.12,10.39114,9.302882,58.92321557199969
2021-10-23,111.6,7.44,10.332657,7.297601,58.92614596199969
2021-10-24,165.2,10.65,10.274369,9.178326,58.926556326999695
2021-10-25,110.4,7.96,10.216327,7.4637594,58.94228186199969
2021-10-26,70.6,4.54,10.158582,2.9716184,58.98325029099969
2021-10-27,74.6,5.67,10.101186,5.073044,59.002394698999694
2021-10-28,113.5,7.87,10.044193,6.743447,59.03918518899969
2021-10-29,106.2,8.52,9.987659,7.195122,59.06576051599969
2021-10-30,72.0,8.29,9.931642,7.464244,59.07334978899969
2021-10-31,109.0,8.27,9.876199,7.937086,59.08354196399969
2021-11-01,40.7,3.0,9.821386,1.1177579,59.09050309499969
2021-11-02,66.3,6.88,9.767271,7.523462,59.099598382999694
2021-11-03,50.5,6.11,9.713912,5.10422,59.111156315999686
2021-11-04,22.3,1.91,9.661282,0.0,59.12375951099968
2021-11-05,42.0,2.62,9.608883,0.0,59.139930593999686
2021-11-06,67.9,4.67,9.556674,3.4208636,59.14194622399969
2021-11-07,49.5,2.4,9.504713,3.0,59.14218878399969
2021-11-08,61.6,3.77,9.45305,2.0228696,59.15616121999969
2021-11-09,110.0,7.64,9.401748,8.071347,59.17101283299968
2021-11-10,75.6,6.94,9.350865,8.0,59.19258175799968
2021-11-11,69.9,6.39,9.300459,7.1368876,59.20649183399968
2021-11-12,39.7,3.99,9.250595,3.8451018,59.21850222099968
2021-11-13,25.0,2.04,9.201331,0.075780615,59.22090792599968
2021-11-14,26.6,4.81,9.152737,5.0,59.22124418599967
2021-11-15,15.4,6.01,9.104877,7.895352,59.24219317099968
2021-11-16,12.6,3.73,9.057819,2.399997,59.25812217799968
2021-11-17,15.7,1.75,9.011634,0.0,59.268895074999676
2021-11-18,37.0,2.91,8.966393,0.7106935,59.29139612799968
2021-11-19,26.4,1.68,8.922165,0.0,59.30241029099968
2021-11-20,20.5,2.31,8.879026,1.2974812,59.30451363099968
2021-11-21,29.1,1.71,8.837052,0.0,59.30510736599968
2021-11-22,45.0,1.74,8.79632,0.04105816,59.31903079399969
2021-11-23,60.5,6.2,8.7569065,7.507031,59.33262100399969
2021-11-24,33.4,4.63,8.718808,5.289614,59.348954591999686
2021-11-25,17.4,2.87,8.681599,1.2698339,59.363319441999685
2021-11-26,20.6,1.02,8.645246,0.0,59.38293157699969
2021-11-27,23.8,2.47,8.609798,3.0,59.385673376999684
2021-11-28,24.4,2.03,8.575307,0.0,59.38688176199968
2021-11-29,20.1,2.67,8.541824,2.1121657,59.402407057999675
2021-11-30,8.4,0.89,8.509401,0.0,59.45107741899968
2021-12-01,20.0,0.85,8.478089,0.0,59.464827238999675
2021-12-02,33.1,1.36,8.447943,0.12559696,59.47438559899968
2021-12-03,36.6,2.55,8.419016,1.9202373,59.481636843999674
2021-12-04,12.5,0.62,8.391358,0.0,59.48422686899968
2021-12-05,28.6,1.95,8.365029,0.51008356,59.48513060899968
2021-12-06,24.1,3.39,8.340078,4.5691404,59.494613490999676
2021-12-07,28.7,1.18,8.316563,0.20388147,59.508016647999675
2021-12-08,14.3,0.96,8.294535,0.0,59.53262351499967
2021-12-09,12.0,1.1,8.274049,0.0,59.55346819699967
2021-12-10,21.6,4.91,8.255158,6.8871765,59.56344433599966
2021-12-11,18.5,1.27,8.237916,0.0,59.57615127599966
2021-12-12,16.7,1.86,8.222377,0.0,59.57668385599966
2021-12-13,15.7,1.0,8.208589,0.0,59.59838401399966
2021-12-14,14.8,1.25,8.196573,0.0,59.60966045199966
2021-12-15,13.5,1.64,8.1861725,0.0,59.63457593899967
2021-12-16,18.5,0.92,8.1773615,0.0,59.66531113599966
2021-12-17,23.8,2.65,8.170141,2.4634004,59.68591989399967
2021-12-18,14.0,1.87,8.164514,0.0,59.68739842899966
2021-12-19,15.0,1.48,8.160476,0.0,59.688539613999666
2021-12-20,60.6,4.9,8.15803,6.813802,59.91130085999966
2021-12-21,53.6,4.54,8.157172,6.567581,59.967353356999666
2021-12-22,58.0,4.94,8.157899,6.8027544,59.995649278999664
2021-12-23,20.3,2.36,8.160206,0.41948172,60.03791837699966
2021-12-24,8.5,0.87,8.164089,0.0,60.03824981699966
2021-12-25,21.9,0.58,8.1695385,0.0,60.03832364199966
2021-12-26,25.2,1.34,8.17655,0.0,60.03838006199966
2021-12-27,23.9,3.15,8.185115,3.7238867,60.04024386599966
2021-12-28,15.6,1.11,8.195221,0.17121308,60.04442453499966
2021-12-29,15.8,0.76,8.206859,0.0,60.04708079499966
2021-12-30,14.8,0.83,8.2200165,0.0,60.05176153499966
2021-12-31,46.2,2.89,8.234683,2.4228647,60.05311386099966
2022-01-01,35.8,2.49,8.250846,1.3419555,60.058681655999656
2022-01-02,26.6,2.57,8.268488,1.4150835,60.06124946899966
2022-01-03,23.5,2.66,8.287638,3.908925,60.098303061999665
2022-01-04,10.9,0.61,8.308506,0.0,60.107638966999666
2022-01-05,27.4,2.91,8.331074,3.284236,60.11488992199966
2022-01-06,52.2,3.34,8.355282,4.1330113,60.11916366799966
2022-01-07,19.1,3.19,8.381066,3.4092047,60.12670532899966
2022-01-08,23.0,1.32,8.408368,1.7864641,60.127264003999656
2022-01-09,21.7,1.95,8.437122,2.3074706,60.127449098999655
2022-01-10,28.1,1.99,8.467272,0.0,60.15136978899965
2022-01-11,39.7,3.51,8.498754,4.085874,60.16513422399966
2022-01-12,38.8,3.35,8.531505,4.1289983,60.17924521099966
2022-01-13,38.9,4.37,8.565467,6.047946,60.19454489299966
2022-01-14,49.5,5.68,8.600583,7.310017,60.20620657199965
2022-01-15,31.2,1.83,8.636791,0.0,60.20960545699965
2022-01-16,25.6,1.74,8.674033,0.0,60.21005138199965
2022-01-17,22.4,0.9,8.712254,0.0,60.23795251799965
2022-01-18,32.1,2.58,8.751393,2.8589432,60.269545228999654
2022-01-19,51.4,4.95,8.7914,5.2909117,60.28334320799966
2022-01-20,40.5,2.36,8.832216,2.0900187,60.29769401299965
2022-01-21,46.1,2.49,8.87379,2.6190758,60.338785140999654
2022-01-22,21.4,1.67,8.916068,0.0,60.342064850999655
2022-01-23,25.8,1.29,8.959086,0.0,60.342208686999655
2022-01-24,39.0,2.41,9.003299,0.9890201,60.36170216799965
2022-01-25,28.4,4.67,9.048712,4.5741944,60.39071329799966
2022-01-26,22.5,2.53,9.095252,0.12537701,60.41796250199966
2022-01-27,35.8,2.27,9.142841,0.0,60.44303001999966
2022-01-28,54.8,4.69,9.1914015,5.6183853,60.47441241199966
2022-01-29,20.5,1.29,9.240863,0.0,60.48763727199966
2022-01-30,57.2,4.27,9.291152,4.6683273,60.48927293699966
2022-01-31,23.2,2.59,9.342198,1.0199226,60.56099239699966
2022-02-01,19.3,2.69,9.393938,1.2563173,60.57831887499965
2022-02-02,52.2,5.39,9.4463005,6.803067,60.59017410399966
2022-02-03,30.7,2.83,9.49922,2.0,60.60021886899966
2022-02-04,35.6,2.03,9.552636,0.8463419,60.61049225199966
2022-02-05,83.5,4.57,9.606484,4.051211,60.61207004199966
2022-02-06,26.9,2.28,9.660706,0.0,60.61235349699966
2022-02-07,61.6,4.52,9.715241,3.9984746,60.62589558999966
2022-02-08,38.1,1.42,9.770038,0.0,60.64656820899966
2022-02-09,71.2,3.98,9.825032,2.169912,60.65881255299966
2022-02-10,70.8,6.75,9.880174,6.468995,60.82329195699966
2022-02-11,64.9,6.77,9.93541,6.732088,60.83838259299966
2022-02-12,148.9,8.87,9.990781,8.87282,60.84009743499966
2022-02-13,150.9,10.01,10.046794,8.912722,60.84047493099966
2022-02-14,96.5,7.23,10.103485,6.0,60.85606500699966
2022-02-15,60.9,4.16,10.160794,1.5027878,60.88687975199965
2022-02-16,33.8,3.67,10.218661,2.0,60.90049456999966
2022-02-17,82.0,7.8,10.27703,7.9075866,60.91718085999966
2022-02-18,37.7,2.76,10.335845,1.1151793,60.92889547099966
2022-02-19,117.5,9.66,10.395051,9.02468,60.93052922099965
2022-02-20,46.4,2.51,10.454595,0.0,60.93119767099966
2022-02-21,72.9,8.46,10.514425,7.042138,60.944475480999664
2022-02-22,76.8,6.7,10.574492,6.713058,60.96100162699966
2022-02-23,161.0,10.27,10.634746,8.731101,61.14608117199966
2022-02-24,95.6,9.54,10.695133,8.1804695,61.165800588999666
2022-02-25,99.9,9.74,10.755612,8.363366,61.188847506999664
2022-02-26,116.7,4.71,10.816134,3.506401,61.192328631999665
2022-02-27,180.1,10.19,10.876653,7.5747123,61.19370796699967
2022-02-28,188.1,12.79,10.937121,9.870195,61.26279504499966
2022-03-01,186.5,13.55,10.997497,9.940673,61.28232040899967
2022-03-02,144.1,8.82,11.057734,5.6770234,61.297260057999665
2022-03-03,189.1,13.95,11.117788,9.8076725,61.31546096999966
2022-03-04,160.3,9.95,11.177704,8.083545,61.32805780499966
2022-03-05,167.5,10.74,11.237948,8.222472,61.32970825999966
2022-03-06,119.0,9.8,11.298567,6.9108753,61.33004476999966
2022-03-07,193.4,13.12,11.359514,10.316018,61.383379212999664
2022-03-08,226.5,14.89,11.420752,10.379069,61.41588998999967
2022-03-09,225.2,14.97,11.482237,10.442256,61.44688773399967
2022-03-10,223.3,15.42,11.543929,10.505543,61.51933175599967
2022-03-11,227.5,16.0,11.605788,10.568884,61.54161092899967
2022-03-12,209.8,15.33,11.667775,10.632243,61.544390668999675
2022-03-13,221.1,16.38,11.729852,10.695574,61.54503669799967
2022-03-14,137.5,9.53,11.791979,6.7436404,61.562845984999676
2022-03-15,70.9,4.47,11.8541155,0.11430201,61.59570789199967
2022-03-16,149.5,11.09,11.916226,9.025059,61.62234072699967
2022-03-17,61.8,12.11,11.9782715,7.290195,61.656985922999674
2022-03-18,185.8,11.14,12.040213,8.4485,61.68302966699967
2022-03-19,210.7,12.98,12.102011,10.769934,61.68924436699968
2022-03-20,211.7,17.31,12.163629,10.974835,61.69016833399968
2022-03-21,226.2,17.95,12.225026,11.07525,61.72469641099968
2022-03-22,243.0,18.31,12.286164,11.162268,61.73890304799968
2022-03-23,242.2,18.34,12.347004,11.2282095,61.772357919999685
2022-03-24,239.7,18.4,12.407584,11.320643,61.82814849099969
2022-03-25,237.7,18.41,12.468339,11.367116,61.86120282499968
2022-03-26,221.0,18.77,12.529309,11.44289,61.86454366499969
2022-03-27,229.4,15.71,12.590461,11.359966,61.86539995999969
2022-03-28,222.5,18.71,12.651758,11.407846,61.92550826799968
2022-03-29,159.2,15.92,12.713164,8.846521,61.96726090599968
2022-03-30,97.5,5.93,12.774644,0.07814967,62.01161106399969
2022-03-31,72.2,6.14,12.836163,0.0,62.11551925299968
2022-04-01,61.5,3.77,12.897679,0.0,62.13922782699969
2022-04-02,85.3,5.34,12.959163,0.0,62.14106727199969
2022-04-03,137.9,13.51,13.020571,9.750873,62.14146145799968
2022-04-04,144.6,17.45,13.081869,9.760817,62.15597280999968
2022-04-05,80.2,3.38,13.143017,0.0,62.17240595399968
2022-04-06,123.8,10.92,13.203977,7.5428243,62.19012054499968
2022-04-07,115.7,9.36,13.264708,4.254708,62.20445959199968
2022-04-08,110.7,7.54,13.325168,4.2606416,62.21558459199968
2022-04-09,174.9,18.68,13.38532,11.391619,62.21722549699968
2022-04-10,188.2,17.45,13.445117,10.801051,62.21788149199968
2022-04-11,277.3,21.24,13.504519,12.422457,62.24207847999968
2022-04-12,261.0,20.88,13.56348,12.0,62.25964089899968
2022-04-13,234.0,18.15,13.622033,11.193198,62.28409310399967
2022-04-14,193.5,18.41,13.680596,12.26322,62.317873580999674
2022-04-15,156.7,19.08,13.739208,11.471135,62.32095011399967
2022-04-16,257.3,20.65,13.797833,10.64356,62.32255608899967
2022-04-17,295.0,21.33,13.856433,12.615494,62.32277447899967
2022-04-18,297.5,15.66,13.914971,7.391128,62.32382549799968
2022-04-19,268.1,17.87,13.973402,9.749144,62.345570562999676
2022-04-20,261.2,21.96,14.031688,10.104182,62.36431236299967
2022-04-21,196.6,12.45,14.089786,6.608582,62.39050846399967
2022-04-22,217.3,18.64,14.147655,9.860318,62.42550091999967
2022-04-23,220.0,14.23,14.205248,5.575443,62.431281825999676
2022-04-24,153.7,6.5,14.262526,0.0,62.43204878499968
2022-04-25,167.2,11.4,14.319434,3.9602878,62.45225560499968
2022-04-26,169.8,5.01,14.37593,0.0,62.47305590199967
2022-04-27,230.9,16.69,14.431965,11.096966,62.503045930999676
2022-04-28,292.0,19.17,14.487486,12.609622,62.53379203899968
2022-04-29,251.8,23.57,14.542445,13.443232,62.57490202699967
2022-04-30,185.2,14.3,14.5967865,5.603631,62.59223673599967
2022-05-01,190.4,16.12,14.6504545,8.633482,62.59587925099967
2022-05-02,264.0,19.65,14.703396,11.598819,62.62807214099968
2022-05-03,257.9,22.89,14.755628,13.480262,62.64251669399968
2022-05-04,229.8,22.12,14.80755,13.687124,62.66891782599968
2022-05-05,219.7,16.37,14.859196,9.757258,62.70055504699968
2022-05-06,218.5,15.13,14.91052,6.2274466,62.71327249899968
2022-05-07,224.3,19.58,14.96148,13.426118,62.71540085699968
2022-05-08,247.8,22.63,15.012027,13.786382,62.71595155799968
2022-05-09,304.3,24.08,15.062116,13.81026,62.74082877199968
2022-05-10,257.9,21.59,15.111696,12.833728,62.76876637399968
2022-05-11,279.2,25.59,15.160719,13.856761,62.78796777699968
2022-05-12,268.8,21.96,15.209131,12.132496,62.834010703999674
2022-05-13,224.1,23.96,15.256884,13.0,62.884577594999676
2022-05-14,294.8,27.22,15.30392,13.935316,62.88769781999968
2022-05-15,321.1,27.09,15.350184,13.977542,62.89288480799968
2022-05-16,219.9,19.92,15.395625,11.750433,62.93310066499968
2022-05-17,235.9,23.06,15.440181,13.0,62.97323021199968
2022-05-18,303.1,23.47,15.4837885,12.550605,62.99579119599967
2022-05-19,273.8,27.1,15.526397,14.0,63.01884292599967
2022-05-20,253.2,23.17,15.567937,10.920617,63.045147814999666
2022-05-21,246.1,25.58,15.608352,14.02909,63.04875249499967
2022-05-22,290.6,23.43,15.647574,14.0,63.04961428299968
2022-05-23,229.4,19.61,15.685606,7.0710664,63.069455766999674
2022-05-24,175.1,12.66,15.7227545,6.0143204,63.11042565399967
2022-05-25,249.3,16.96,15.759046,8.160188,63.14255173099967
2022-05-26,208.6,17.34,15.794439,11.462692,63.144908470999674
2022-05-27,221.0,12.97,15.828893,6.5864024,63.16059336099967
2022-05-28,241.6,25.97,15.8623705,14.239262,63.162450615999674
2022-05-29,201.1,15.96,15.894824,9.367328,63.163196420999675
2022-05-30,241.8,27.76,15.926217,14.322399,63.19333688899968
2022-05-31,254.8,24.89,15.956507,11.769174,63.24041268999968
2022-06-01,257.0,23.57,15.985645,14.370167,63.30520893899968
2022-06-02,299.5,27.07,16.013597,14.374089,63.325542338999675
2022-06-03,295.9,24.54,16.040312,11.820313,63.34234516099967
2022-06-04,266.9,19.03,16.065758,9.60727,63.344210715999665
2022-06-05,209.8,19.74,16.089882,9.50555,63.344570195999665
2022-06-06,242.3,23.96,16.112648,14.124617,63.346263902999674
2022-06-07,207.0,16.16,16.134005,6.525633,63.36248911399967
2022-06-08,239.2,23.32,16.153921,13.787244,63.37836643799967
2022-06-09,200.1,16.06,16.172348,7.8348994,63.40129055199967
2022-06-10,290.4,25.48,16.189247,14.304182,63.41555262199967
2022-06-11,293.8,20.34,16.204576,12.2183275,63.417517260999674
2022-06-12,320.2,26.38,16.218317,14.573259,63.418048815999676
2022-06-13,276.9,26.56,16.230581,14.633767,63.43063140399967
2022-06-14,321.8,29.35,16.241386,14.704997,63.45195828499966
2022-06-15,343.3,29.47,16.250723,14.712399,63.47353341399967
2022-06-16,311.0,24.08,16.25859,14.413038,63.47883604099967
2022-06-17,319.6,28.83,16.264988,14.7267,63.490945195999664
2022-06-18,328.6,28.79,16.269913,14.731251,63.49279975199967
2022-06-19,288.3,26.23,16.273363,14.127404,63.49343884699967
2022-06-20,189.1,22.4,16.27534,14.377666,63.511167255999666
2022-06-21,321.8,27.5,16.275843,14.80502,63.533261031999665
2022-06-22,256.1,21.63,16.274878,10.077205,63.54968167099967
2022-06-23,330.0,25.67,16.272448,14.407656,63.58309880199967
2022-06-24,213.6,16.79,16.268555,8.268278,63.606388819999665
2022-06-25,276.2,23.1,16.263206,11.753424,63.60996128499967
2022-06-26,280.8,28.1,16.256407,14.614391,63.61569078499967
2022-06-27,223.0,27.28,16.248165,13.135286,63.645649603999665
2022-06-28,275.4,19.02,16.238487,10.99564,63.66465119799967
2022-06-29,212.8,18.14,16.227385,8.644604,63.751333598999665
2022-06-30,290.0,25.86,16.214867,13.841044,63.79981240099967
2022-07-01,138.9,11.16,16.200945,4.3986597,63.824189668999665
2022-07-02,346.5,28.98,16.185596,14.740551,63.82737413399967
2022-07-03,330.8,28.73,16.16868,14.735684,63.82784466599966
2022-07-04,296.0,23.13,16.150204,11.731159,63.87913048199967
2022-07-05,298.9,25.26,16.130217,14.72385,63.89769799699967
2022-07-06,271.4,22.88,16.10876,14.533467,63.91525850399966
2022-07-07,132.0,10.81,16.085888,3.9258783,63.935039506999665
2022-07-08,243.8,12.06,16.061638,5.4379015,63.94745589099967
2022-07-09,219.2,17.83,16.036062,11.195588,63.949243855999676
2022-07-10,223.4,18.41,16.009201,11.170279,63.95097659099967
2022-07-11,228.8,16.6,15.981109,9.532865,63.96760525399967
2022-07-12,323.0,22.67,15.951826,13.190106,63.98367019499967
2022-07-13,257.8,23.71,15.921402,12.638445,63.99972090499968
2022-07-14,278.3,23.03,15.88988,14.032787,64.02468979499967
2022-07-15,269.4,21.48,15.857309,14.325141,64.04267866399968
2022-07-16,296.9,21.31,15.823732,13.054155,64.04478166099967
2022-07-17,339.6,28.39,15.789191,14.586918,64.04545446099968
2022-07-18,312.2,26.05,15.753735,12.6671095,64.05862296399968
2022-07-19,334.5,27.92,15.717403,14.522426,64.08773084499967
2022-07-20,310.0,27.23,15.68024,14.1419525,64.11954157399967
2022-07-21,201.7,18.85,15.642287,10.649054,64.14853135299967
2022-07-22,261.9,26.84,15.603526,14.371887,64.16443666299968
2022-07-23,237.5,22.37,15.563617,12.608685,64.16635029399967
2022-07-24,322.8,21.01,15.522566,14.172192,64.16670138899967
2022-07-25,275.0,24.77,15.480433,12.970154,64.18484942999967
2022-07-26,221.2,19.49,15.4372835,11.151493,64.19938225999967
2022-07-27,238.1,20.77,15.393177,13.222015,64.21640819399967
2022-07-28,305.3,21.84,15.348172,12.497155,64.24773074799967
2022-07-29,224.0,17.93,15.302328,8.30546,64.27760537299967
2022-07-30,236.3,18.82,15.255704,12.853761,64.28439867899966
2022-07-31,237.8,20.28,15.208354,11.66925,64.29121839399967
2022-08-01,220.2,23.38,15.160334,13.704574,64.36298993299967
2022-08-02,304.4,21.59,15.111696,13.690377,64.38940665399967
2022-08-03,318.8,23.43,15.062494,13.456743,64.41333875099967
2022-08-04,290.6,25.46,15.012777,13.673484,64.44688955599968
2022-08-05,212.4,22.66,14.962598,13.537402,64.46611020799968
2022-08-06,265.5,23.55,14.912002,12.199994,64.46969485999968
2022-08-07,307.1,25.74,14.861036,13.139045,64.47044168499968
2022-08-08,306.0,24.6,14.80975,13.554361,64.48927383699969
2022-08-09,309.2,23.03,14.758183,13.532643,64.50880351199967
2022-08-10,312.3,19.95,14.706381,13.02181,64.54233777499968
2022-08-11,319.7,24.8,14.654314,13.481628,64.56956722699968
2022-08-12,302.5,21.04,14.601584,13.365061,64.59452488699968
2022-08-13,262.3,18.36,14.548172,12.689692,64.59706227999968
2022-08-14,277.2,21.09,14.494131,13.126881,64.59784717099967
2022-08-15,213.2,19.76,14.439513,11.726016,64.61524043199968
2022-08-16,270.5,17.87,14.384368,12.064023,64.63959718499967
2022-08-17,219.2,21.82,14.328746,13.0013685,64.65633392399967
2022-08-18,173.2,15.43,14.272694,8.131139,64.69373524299968
2022-08-19,123.3,10.53,14.216259,6.1707587,64.71355504299967
2022-08-20,142.6,8.25,14.159487,0.5070337,64.71708867099967
2022-08-21,257.3,18.67,14.102422,9.40804,64.71768442099967
2022-08-22,237.6,16.75,14.045107,8.298928,64.74400559799967
2022-08-23,267.7,21.83,13.987584,12.752841,64.80628711699967
2022-08-24,263.3,16.48,13.929895,12.220194,64.83627372899967
2022-08-25,253.4,18.17,13.872077,11.138521,64.85594248099967
2022-08-26,183.2,15.3,13.814174,9.149174,64.88071346799967
2022-08-27,115.5,13.16,13.75622,8.343335,64.88513463299968
2022-08-28,203.9,14.24,13.698256,9.654377,64.88923394599968
2022-08-29,235.2,17.6,13.640315,12.443357,64.91734864899968
2022-08-30,239.8,19.39,13.5824375,12.254703,64.95171686199967
2022-08-31,164.6,8.07,13.524582,0.12809117,64.97975883599968
2022-09-01,222.8,16.77,13.466352,12.177301,65.02411604199968
2022-09-02,269.6,20.15,13.407716,12.280089,65.06639968199967
2022-09-03,211.9,16.56,13.348715,10.200932,65.06927042699968
2022-09-04,245.5,16.97,13.289389,11.294364,65.06975130199967
2022-09-05,250.5,17.74,13.229776,11.971925,65.09377834399967
2022-09-06,205.4,15.16,13.169916,11.545831,65.11429252899968
2022-09-07,201.5,17.07,13.109844,11.190866,65.14495202299969
2022-09-08,114.9,9.89,13.049601,5.140591,65.18169860399968
2022-09-09,170.1,14.64,12.989219,11.501772,65.20405741799968
2022-09-10,137.5,9.35,12.928735,5.268889,65.20744422299968
2022-09-11,144.8,13.73,12.868184,9.866994,65.20815088799968
2022-09-12,225.8,14.52,12.807603,7.45334,65.24253221199969
2022-09-13,157.2,12.9,12.747023,9.576803,65.29290749799968
2022-09-14,93.0,5.91,12.68648,1.3767531,65.32072801299968
2022-09-15,119.2,4.86,12.626005,0.73980004,65.35626180699968
2022-09-16,141.6,7.67,12.565635,5.867121,65.40551779899968
2022-09-17,145.6,6.27,12.505401,4.3440857,65.40836126499968
2022-09-18,101.6,5.84,12.445334,1.2014787,65.40913256099968
2022-09-19,140.4,10.58,12.385472,7.6194086,65.43275542499967
2022-09-20,164.3,8.9,12.325772,5.808358,65.47709280999968
2022-09-21,221.8,13.16,12.265825,11.003087,65.54338706299967
2022-09-22,238.6,13.08,12.205597,10.9080925,65.57525527499966
2022-09-23,207.9,16.26,12.145123,11.116948,65.60504304099967
2022-09-24,106.7,11.32,12.08444,9.2545185,65.60799674099968
2022-09-25,112.8,7.17,12.023585,3.899759,65.60878699799967
2022-09-26,132.0,12.12,11.962596,10.449232,65.62768926699968
2022-09-27,96.5,8.58,11.901507,5.343612,65.67287001999968
2022-09-28,95.5,7.53,11.840354,4.8025303,65.72162253599967
2022-09-29,133.9,9.64,11.779178,6.42952,65.76667148099968
2022-09-30,179.6,11.76,11.718011,8.416615,65.82037601499968
2022-10-01,62.1,4.88,11.656889,1.2338208,65.83214192499969
2022-10-02,94.7,2.8,11.595852,0.0,65.83257614299968
2022-10-03,136.5,6.8,11.534934,4.713956,65.83490192299968
2022-10-04,179.7,12.06,11.474176,8.093301,65.87715861199968
2022-10-05,172.1,11.99,11.413611,9.6643095,65.91940535599969
2022-10-06,181.2,9.11,11.353284,8.615793,65.95143303699969
2022-10-07,180.3,11.77,11.293225,10.012973,65.96824602999969
2022-10-08,116.9,8.45,11.2334795,6.4775324,65.9718600469997
2022-10-09,187.9,13.23,11.174086,10.0,65.97281819299968
2022-10-10,160.6,11.0,11.115003,9.257761,65.99737051699968
2022-10-11,140.1,3.39,11.055782,0.19682828,66.0123692699997
2022-10-12,147.4,8.07,10.996386,8.121122,66.03301738999967
2022-10-13,84.9,5.88,10.936851,0.9136585,66.05612434699968
2022-10-14,78.2,8.27,10.877226,7.876826,66.07358116199968
2022-10-15,79.5,3.75,10.817549,2.839544,66.08109186199968
2022-10-16,130.3,9.5,10.757867,9.271131,66.0820611519997
2022-10-17,144.9,11.25,10.698223,9.628013,66.09859488499968
2022-10-18,93.8,7.64,10.6386595,5.7348275,66.12533992299969
2022-10-19,106.9,9.36,10.579228,8.601872,66.1658721329997
2022-10-20,115.6,10.26,10.519971,7.5534425,66.18521511199968
2022-10-21,55.0,3.76,10.460937,2.8486686,66.21502847699969
2022-10-22,108.2,8.16,10.402174,7.5976157,66.21787923999969
2022-10-23,104.7,7.75,10.343731,6.638313,66.21865714799969
2022-10-24,59.5,4.78,10.285661,1.3130474,66.24599816499969
2022-10-25,105.5,7.34,10.228015,8.837705,66.26702155199969
2022-10-26,105.0,5.75,10.170848,6.175327,66.35276349899969
2022-10-27,141.3,6.84,10.11421,5.3917203,66.38761115199968
2022-10-28,110.8,8.43,10.058158,8.832106,66.42113648699967
2022-10-29,95.7,8.01,10.002753,8.088369,66.42802379199969
2022-10-30,130.8,8.56,9.947962,8.261172,66.42908354099968
2022-10-31,89.2,7.62,9.893285,7.8691473,66.44335147399967
2022-11-01,79.3,4.48,9.838688,2.0,66.45996456599967
2022-11-02,99.4,6.48,9.784219,8.221074,66.50212171299968
2022-11-03,81.2,6.95,9.729933,6.4485145,66.53203039299967
2022-11-04,42.4,2.49,9.675885,0.0,66.55050093599968
2022-11-05,78.1,4.58,9.622131,4.5159984,66.55351952699968
2022-11-06,97.1,4.74,9.5687275,4.5311055,66.55414195799968
