Inbetriebnahmedatum,Solar(GWh),Bruttoleistung(GWp)
2018-06-16,204.2,43.357425366999855
2018-06-17,180.1,43.35755950199986
2018-06-18,175.5,43.37331042699985
2018-06-19,159.9,43.38092530999985
2018-06-20,226.9,43.39832851599986
2018-06-21,191.0,43.414900701999855
2018-06-22,169.8,43.42649559199985
2018-06-23,156.5,43.42672016099985
2018-06-24,136.5,43.428297455999854
2018-06-25,167.5,43.443555621999856
2018-06-26,181.0,43.45914351399985
2018-06-27,228.1,43.479551042999844
2018-06-28,170.4,43.503644101999846
2018-06-29,223.7,43.57356300799985
2018-06-30,258.2,43.59920029199986
2018-07-01,269.4,43.60207652699985
2018-07-02,271.8,43.60736876999986
2018-07-03,254.6,43.61312007299986
2018-07-04,211.3,43.619451922999865
2018-07-05,179.1,43.62681983599986
2018-07-06,165.1,43.63246935899986
2018-07-07,249.0,43.63362318299986
2018-07-08,240.5,43.63374022299986
2018-07-09,202.9,43.64105138799986
2018-07-10,130.6,43.649232080999866
2018-07-11,139.0,43.656675079999864
2018-07-12,172.3,43.67683361199986
2018-07-13,230.1,43.68375176699986
2018-07-14,219.6,43.684322246999855
2018-07-15,218.8,43.68825261599986
2018-07-16,221.2,43.696641185999866
2018-07-17,216.9,43.70444319199986
2018-07-18,227.4,43.71216843299985
2018-07-19,235.9,43.72002693699986
2018-07-20,222.6,43.729801151999865
2018-07-21,132.0,43.73106072199987
2018-07-22,143.6,43.73111776199986
2018-07-23,211.1,43.73888331199986
2018-07-24,239.6,43.74820515599985
2018-07-25,219.3,43.75969170699985
2018-07-26,234.4,43.771193810999854
2018-07-27,221.2,43.79148819299985
2018-07-28,177.2,43.80127764299986
2018-07-29,211.5,43.80221452799986
2018-07-30,218.7,43.835725048999855
2018-07-31,218.1,43.90572878299985
2018-08-01,191.8,43.91319391499985
2018-08-02,205.0,43.919150275999854
2018-08-03,225.0,43.92733266899985
2018-08-04,200.5,43.92779579899985
2018-08-05,205.0,43.92791951899985
2018-08-06,236.7,43.94010111399985
2018-08-07,201.6,43.95811290699985
2018-08-08,178.8,43.96323050699985
2018-08-09,190.5,43.96972382199985
2018-08-10,158.9,43.98457174699984
2018-08-11,192.3,43.985867166999846
2018-08-12,223.2,43.986062296999854
2018-08-13,136.7,43.992662706999845
2018-08-14,143.1,44.00568386199985
2018-08-15,149.9,44.01520621599985
2018-08-16,224.6,44.01996319999984
2018-08-17,189.3,44.02480121799985
2018-08-18,197.7,44.02541102299985
2018-08-19,209.8,44.025473887999844
2018-08-20,152.6,44.031375037999844
2018-08-21,181.0,44.04011631299984
2018-08-22,209.9,44.049055327999845
2018-08-23,169.1,44.056995312999845
2018-08-24,114.2,44.065658222999836
2018-08-25,101.7,44.066580237999844
2018-08-26,194.4,44.068038007999846
2018-08-27,127.7,44.104203285999844
2018-08-28,175.0,44.12032667199984
2018-08-29,187.0,44.148488493999835
2018-08-30,86.1,44.182441054999835
2018-08-31,108.6,44.22697921799984
2018-09-01,129.1,44.229413399999835
2018-09-02,82.4,44.229449889999835
2018-09-03,102.0,44.23365828399984
2018-09-04,144.1,44.24329784199984
2018-09-05,176.6,44.24686377099984
2018-09-06,148.4,44.25088138599983
2018-09-07,108.0,44.25463116599984
2018-09-08,181.6,44.25506296099984
2018-09-09,170.8,44.255429060999845
2018-09-10,143.7,44.25939326999984
2018-09-11,170.6,44.26423733599984
2018-09-12,161.5,44.26966645099984
2018-09-13,93.5,44.27519516599985
2018-09-14,113.7,44.28026008599985
2018-09-15,138.8,44.28171675299985
2018-09-16,179.1,44.28201694799985
2018-09-17,178.3,44.28690622799986
2018-09-18,179.6,44.29284722299985
2018-09-19,162.0,44.30042917899985
2018-09-20,163.4,44.30481339199985
2018-09-21,98.6,44.31254865199985
2018-09-22,117.2,44.314758911999846
2018-09-23,53.2,44.31484184199984
2018-09-24,138.2,44.32458994699984
2018-09-25,169.0,44.33420381199984
2018-09-26,155.7,44.34434442099984
2018-09-27,165.5,44.359737694999836
2018-09-28,128.5,44.38636829799984
2018-09-29,168.4,44.40333155299984
2018-09-30,170.6,44.41716972899984
2018-10-01,80.8,44.421072127999835
2018-10-02,58.1,44.42398928199984
2018-10-03,91.0,44.424082841999834
2018-10-04,118.0,44.42575331299983
2018-10-05,164.5,44.42856521899984
2018-10-06,132.3,44.43061274899984
2018-10-07,97.5,44.43076150399984
2018-10-08,121.9,44.43315788399985
2018-10-09,112.5,44.43609261699985
2018-10-10,138.2,44.44046334199985
2018-10-11,138.9,44.44467227699985
2018-10-12,142.2,44.44982453199985
2018-10-13,144.9,44.45046850199986
2018-10-14,144.6,44.45062205199985
2018-10-15,131.4,44.45692384099985
2018-10-16,114.0,44.463521109999846
2018-10-17,122.8,44.46923503499985
2018-10-18,90.1,44.474003885999856
2018-10-19,91.1,44.48049466499985
2018-10-20,91.7,44.481545114999854
2018-10-21,109.2,44.481833959999854
2018-10-22,86.2,44.48599853499985
2018-10-23,29.7,44.49809054599985
2018-10-24,40.6,44.50521964599986
2018-10-25,38.8,44.51114143499985
2018-10-26,54.5,44.52580327499986
2018-10-27,39.2,44.527058949999855
2018-10-28,28.9,44.52824994499985
2018-10-29,16.9,44.54227396999985
2018-10-30,45.8,44.57099945799985
2018-10-31,82.9,44.60935003099985
2018-11-01,47.2,44.612829575999854
2018-11-02,59.1,44.61536340099985
2018-11-03,59.9,44.61554037599985
2018-11-04,23.4,44.61560755599985
2018-11-05,48.0,44.62328756799985
2018-11-06,74.7,44.626064067999856
2018-11-07,85.0,44.62980749499985
2018-11-08,46.7,44.63434159499986
2018-11-09,36.6,44.638746333999855
2018-11-10,37.8,44.639546668999856
2018-11-11,45.1,44.639695648999854
2018-11-12,44.2,44.645749594999856
2018-11-13,24.7,44.64985034499986
2018-11-14,52.1,44.656348152999854
2018-11-15,46.5,44.661128134999856
2018-11-16,80.0,44.667885732999856
2018-11-17,85.3,44.66861688299985
2018-11-18,73.0,44.668999262999854
2018-11-19,19.9,44.67258735799985
2018-11-20,23.3,44.67800899099986
2018-11-21,17.5,44.68443983799986
2018-11-22,21.8,44.69004095099986
2018-11-23,31.6,44.69718895299985
2018-11-24,17.2,44.698420567999854
2018-11-25,22.8,44.69863477799986
2018-11-26,11.7,44.71093265699986
2018-11-27,16.9,44.73593362799986
2018-11-28,37.0,44.752019001999855
2018-11-29,33.1,44.76946818099985
2018-11-30,13.1,44.81341284099985
2018-12-01,28.8,44.815419230999844
2018-12-02,8.5,44.81546833099985
2018-12-03,18.7,44.81885576499985
2018-12-04,32.7,44.82537945099985
2018-12-05,34.5,44.83029951099985
2018-12-06,11.5,44.85633800099985
2018-12-07,12.3,44.86822803299985
2018-12-08,19.1,44.87011193799985
2018-12-09,12.1,44.87013561799986
2018-12-10,25.0,44.87633643299985
2018-12-11,19.6,44.89115910999985
2018-12-12,18.3,44.91767839399985
2018-12-13,20.8,44.94191979399985
2018-12-14,10.2,44.96268245899985
2018-12-15,9.8,44.96337994899985
2018-12-16,8.3,44.964531793999846
2018-12-17,13.5,44.97911694899985
2018-12-18,32.9,45.00077687199985
2018-12-19,10.4,45.014557431999854
2018-12-20,19.4,45.039214881999854
2018-12-21,6.9,45.08468798499986
2018-12-22,12.2,45.08671685199986
2018-12-23,10.0,45.08754901199985
2018-12-24,20.4,45.09116962699986
2018-12-25,19.9,45.09118749199986
2018-12-26,25.6,45.09120319199986
2018-12-27,29.2,45.101269367999855
2018-12-28,29.1,45.10939227799985
2018-12-29,11.0,45.112987372999854
2018-12-30,13.1,45.115172412999854
2018-12-31,9.8,45.14445781299985
2019-01-01,10.7,45.15462656699985
2019-01-02,33.0,45.19120466499985
2019-01-03,23.9,45.20289600499986
2019-01-04,10.1,45.210540727999856
2019-01-05,7.2,45.21088293799985
2019-01-06,12.5,45.21120057299985
2019-01-07,11.0,45.24706807599985
2019-01-08,14.3,45.26244812099985
2019-01-09,13.8,45.27666840099985
2019-01-10,11.6,45.29367105599985
2019-01-11,5.7,45.30806832099985
2019-01-12,7.3,45.31041228599985
2019-01-13,6.4,45.311346845999864
2019-01-14,26.8,45.33096837299986
2019-01-15,16.0,45.36046906499987
2019-01-16,32.9,45.37518302199987
2019-01-17,21.3,45.38949807599987
2019-01-18,50.2,45.40703900099986
2019-01-19,66.8,45.41013258099986
2019-01-20,56.7,45.412768340999854
2019-01-21,54.8,45.433605804999864
2019-01-22,39.7,45.46004071999986
2019-01-23,28.6,45.48377259599986
2019-01-24,15.4,45.50996024299985
2019-01-25,17.2,45.54881305199986
2019-01-26,12.2,45.55364054199986
2019-01-27,25.4,45.55707058199986
2019-01-28,25.8,45.60887349899986
2019-01-29,38.1,45.66345157799987
2019-01-30,35.9,45.777427479999865
2019-01-31,57.7,45.97409268499987
2019-02-01,21.6,45.97702320999987
2019-02-02,21.2,45.977234338999864
2019-02-03,20.7,45.977277128999866
2019-02-04,59.9,45.984400540999864
2019-02-05,37.3,45.98718993699986
2019-02-06,57.9,45.98981220699987
2019-02-07,29.3,45.99193157699987
2019-02-08,58.9,45.99922136999986
2019-02-09,60.7,46.00173180999986
2019-02-10,26.8,46.00185646999986
2019-02-11,42.5,46.005234635999855
2019-02-12,49.3,46.01448177899986
2019-02-13,76.3,46.03044479299986
2019-02-14,109.0,46.035898912999855
2019-02-15,133.9,46.04540437199985
2019-02-16,135.3,46.045818386999855
2019-02-17,129.1,46.046160006999855
2019-02-18,138.4,46.05138906199985
2019-02-19,70.5,46.05566238499985
2019-02-20,79.6,46.06405126499985
2019-02-21,67.4,46.07120109699985
2019-02-22,50.4,46.07791090199985
2019-02-23,136.0,46.079380396999845
2019-02-24,135.2,46.079608586999846
2019-02-25,147.1,46.09645323499985
2019-02-26,139.0,46.11745462099985
2019-02-27,158.3,46.15800821999985
2019-02-28,128.7,46.30507771899985
2019-03-01,33.8,46.30903833799985
2019-03-02,37.3,46.30945319299985
2019-03-03,51.5,46.30951834799985
2019-03-04,63.9,46.311144107999844
2019-03-05,74.1,46.313609154999845
2019-03-06,106.0,46.31911023699985
2019-03-07,74.0,46.322534346999845
2019-03-08,88.4,46.32620637099984
2019-03-09,62.8,46.32665728799985
2019-03-10,54.4,46.327598992999846
2019-03-11,70.6,46.33063403299984
2019-03-12,117.5,46.33582503899984
2019-03-13,84.5,46.33937194899984
2019-03-14,36.1,46.342526448999834
2019-03-15,38.3,46.347311908999835
2019-03-16,56.2,46.34762626399983
2019-03-17,109.3,46.34783640899984
2019-03-18,108.0,46.36022901899984
2019-03-19,143.4,46.36781036899984
2019-03-20,170.2,46.37514031299984
2019-03-21,174.8,46.383892803999835
2019-03-22,174.1,46.39419566399983
2019-03-23,164.3,46.39601781699983
2019-03-24,145.6,46.396154261999826
2019-03-25,115.5,46.407203855999825
2019-03-26,91.1,46.42227146599982
2019-03-27,97.4,46.444927250999825
2019-03-28,108.5,46.48508882299982
2019-03-29,185.2,46.574012458999825
2019-03-30,216.4,46.60691548399981
2019-03-31,178.9,46.63302429399982
2019-04-01,226.8,46.63884487099982
2019-04-02,186.6,46.642114125999825
2019-04-03,126.4,46.64626600299982
2019-04-04,112.9,46.65163831499982
2019-04-05,84.2,46.655437514999825
2019-04-06,183.4,46.656242479999825
2019-04-07,198.0,46.65628349999983
2019-04-08,154.2,46.66064020399983
2019-04-09,154.5,46.66485605899983
2019-04-10,163.4,46.669375088999836
2019-04-11,159.1,46.67616582799983
2019-04-12,118.6,46.68159008599983
2019-04-13,130.0,46.683346925999835
2019-04-14,122.1,46.683575785999835
2019-04-15,238.6,46.699601690999835
2019-04-16,234.3,46.70573864699984
2019-04-17,212.9,46.72083915399983
2019-04-18,248.6,46.728671404999844
2019-04-19,252.0,46.73028730999984
2019-04-20,252.2,46.73188217499984
2019-04-21,253.9,46.73192177499984
2019-04-22,250.6,46.732208394999844
2019-04-23,197.9,46.747522584999835
2019-04-24,220.2,46.75646428499984
2019-04-25,224.4,46.77654716199984
2019-04-26,114.4,46.79298107999984
2019-04-27,133.5,46.79410469999983
2019-04-28,141.4,46.79455229499983
2019-04-29,107.9,46.827250100999834
2019-04-30,209.7,46.89922708499983
2019-05-01,198.0,46.90063471499983
2019-05-02,175.3,46.90422448299983
2019-05-03,133.3,46.91085596999984
2019-05-04,123.3,46.91106567499983
2019-05-05,162.2,46.91146726399983
2019-05-06,148.8,46.91491867899983
2019-05-07,185.3,46.92360619099984
2019-05-08,120.6,46.92958119099984
2019-05-09,151.5,46.93403070399983
2019-05-10,153.0,46.938391850999835
2019-05-11,116.1,46.938773920999836
2019-05-12,190.6,46.938898170999835
2019-05-13,252.4,46.947022695999834
2019-05-14,218.1,46.951494150999835
2019-05-15,189.8,46.96627095499983
2019-05-16,102.1,46.96963609999983
2019-05-17,180.7,46.97960418999983
2019-05-18,246.5,46.980473639999836
2019-05-19,219.8,46.98058950999983
2019-05-20,107.1,46.987628184999835
2019-05-21,89.3,46.995174956999826
2019-05-22,107.3,47.00244563099984
2019-05-23,254.1,47.01198502099983
2019-05-24,240.5,47.023819402999834
2019-05-25,183.6,47.02551928099983
2019-05-26,205.5,47.02611827599983
2019-05-27,162.1,47.03885139099983
2019-05-28,128.7,47.062215137999836
2019-05-29,193.9,47.10472218499983
2019-05-30,201.6,47.115222174999836
2019-05-31,177.9,47.16560380199983
2019-06-01,259.0,47.16767625299983
2019-06-02,270.5,47.16783611299983
2019-06-03,223.6,47.17235398299982
2019-06-04,249.8,47.17667945299982
2019-06-05,248.9,47.182903300999826
2019-06-06,142.8,47.18817665599981
2019-06-07,255.4,47.19288215899982
2019-06-08,200.0,47.19343336899982
2019-06-09,235.6,47.19348309399982
2019-06-10,159.6,47.194203503999816
2019-06-11,172.4,47.199062449999815
2019-06-12,147.9,47.20392078599982
2019-06-13,242.9,47.21091485099982
2019-06-14,227.0,47.21913332499982
2019-06-15,201.0,47.220188714999814
2019-06-16,161.4,47.22040758499981
2019-06-17,255.0,47.23551934599981
2019-06-18,252.7,47.25540772299981
2019-06-19,239.7,47.265390105999806
2019-06-20,171.2,47.27102114599981
2019-06-21,216.4,47.279084955999814
2019-06-22,202.2,47.279685057999814
2019-06-23,236.9,47.279861172999816
2019-06-24,274.0,47.28993954299981
2019-06-25,263.0,47.302740167999815
2019-06-26,257.9,47.31401457299981
2019-06-27,253.8,47.332763442999806
2019-06-28,265.7,47.38904202199981
2019-06-29,280.1,47.40774213699982
2019-06-30,268.2,47.42282940599981
2019-07-01,208.4,47.437438009999816
2019-07-02,230.5,47.442819001999815
2019-07-03,241.7,47.45018407499982
2019-07-04,263.1,47.45675301099981
2019-07-05,201.9,47.46220002799981
2019-07-06,195.6,47.46264722299981
2019-07-07,157.5,47.462771752999814
2019-07-08,171.5,47.46762205099981
2019-07-09,187.2,47.473069407999816
2019-07-10,247.4,47.47990359799981
2019-07-11,129.7,47.48626968499981
2019-07-12,150.6,47.49212079199981
2019-07-13,144.2,47.49331951699981
2019-07-14,138.8,47.49353586199981
2019-07-15,156.7,47.50139547699981
2019-07-16,194.9,47.50675632699981
2019-07-17,219.4,47.51766663199981
2019-07-18,228.0,47.52508396499981
2019-07-19,167.0,47.53249835999981
2019-07-20,216.0,47.53331930999982
2019-07-21,202.0,47.53342379999982
2019-07-22,209.4,47.54103462499982
2019-07-23,261.7,47.548396295999815
2019-07-24,256.6,47.559218057999814
2019-07-25,246.8,47.57309073799982
2019-07-26,239.7,47.58559259299982
2019-07-27,188.2,47.58670254299982
2019-07-28,144.7,47.588466467999815
2019-07-29,145.4,47.60607750499982
2019-07-30,184.5,47.634488213999816
2019-07-31,143.6,47.70110997799981
2019-08-01,203.9,47.71692124999981
2019-08-02,172.9,47.72005948799981
2019-08-03,169.1,47.72072497499982
2019-08-04,219.3,47.720773954999814
2019-08-05,151.8,47.734285622999806
2019-08-06,175.5,47.744901706999805
2019-08-07,113.5,47.752904301999806
2019-08-08,209.1,47.7574015219998
2019-08-09,180.1,47.761584241999806
2019-08-10,137.8,47.762378876999804
2019-08-11,216.2,47.7625145369998
2019-08-12,139.9,47.7674834469998
2019-08-13,170.7,47.7735490799998
2019-08-14,212.2,47.7882116989998
2019-08-15,118.1,47.803802153999804
2019-08-16,194.4,47.8149907409998
2019-08-17,104.2,47.8158521359998
2019-08-18,164.2,47.8160276959998
2019-08-19,169.5,47.8218566299998
2019-08-20,115.9,47.8293251379998
2019-08-21,210.4,47.8370892869998
2019-08-22,228.0,47.844292011999805
2019-08-23,223.3,47.8513807219998
2019-08-24,220.7,47.8528928319998
2019-08-25,209.4,47.8530724469998
2019-08-26,204.6,47.8639633459998
2019-08-27,200.7,47.875664402999796
2019-08-28,180.6,47.90005301699979
2019-08-29,155.6,47.9529824479998
2019-08-30,200.8,48.0109664889998
2019-08-31,216.5,48.0391159449998
2019-09-01,143.9,48.0406840699998
2019-09-02,167.0,48.0462635219998
2019-09-03,175.1,48.0500716569998
2019-09-04,202.5,48.058252276999795
2019-09-05,127.9,48.06289981599979
2019-09-06,162.5,48.06943232999979
2019-09-07,95.5,48.0697182249998
2019-09-08,95.1,48.069811122999795
2019-09-09,74.7,48.07443697699979
2019-09-10,179.3,48.0807367689998
2019-09-11,176.6,48.0864205879998
2019-09-12,143.1,48.095505483999794
2019-09-13,136.6,48.1037193419998
2019-09-14,192.8,48.104944976999796
2019-09-15,186.8,48.105291161999794
2019-09-16,107.7,48.111424248999796
2019-09-17,128.3,48.117115883999794
2019-09-18,180.2,48.1251906059998
2019-09-19,186.5,48.13288347599979
2019-09-20,180.3,48.1432791719998
2019-09-21,202.7,48.1566970119998
2019-09-22,166.6,48.1571062919998
2019-09-23,84.5,48.1637887189998
2019-09-24,104.4,48.1721529489998
2019-09-25,84.4,48.1825682239998
2019-09-26,71.8,48.1936700769998
2019-09-27,76.8,48.2253919619998
2019-09-28,109.9,48.2336049319998
2019-09-29,101.2,48.2360489769998
2019-09-30,100.2,48.3267293879998
2019-10-01,84.2,48.3316397369998
2019-10-02,87.1,48.343942076999795
2019-10-03,90.1,48.344137696999795
2019-10-04,50.0,48.345715281999794
2019-10-05,66.3,48.34633764499979
2019-10-06,70.5,48.346435089999794
2019-10-07,105.8,48.354501699999794
2019-10-08,41.4,48.36056387099979
2019-10-09,58.7,48.365328785999786
2019-10-10,86.3,48.37924394999978
2019-10-11,89.3,48.38857253499979
2019-10-12,124.1,48.38933896999979
2019-10-13,123.7,48.38944706499979
2019-10-14,141.2,48.39472730399979
2019-10-15,107.4,48.40175512299979
2019-10-16,85.9,48.40680158099978
2019-10-17,83.2,48.43404776499978
2019-10-18,82.8,48.439786077999784
2019-10-19,48.3,48.44736529999979
2019-10-20,75.4,48.447710360999785
2019-10-21,62.7,48.45496832699978
2019-10-22,76.3,48.46624049299979
2019-10-23,72.1,48.481013988999784
2019-10-24,68.2,48.497899615999785
2019-10-25,88.0,48.51244882099978
2019-10-26,107.4,48.52109449599977
2019-10-27,65.3,48.521451762999774
2019-10-28,74.5,48.53476973299978
2019-10-29,63.3,48.58160185299977
2019-10-30,84.5,48.651517635999774
2019-10-31,108.2,48.71111674199977
2019-11-01,40.4,48.71497382199977
2019-11-02,43.7,48.71534974699976
2019-11-03,37.4,48.715484696999766
2019-11-04,50.2,48.720128913999766
2019-11-05,38.2,48.72490275399977
2019-11-06,33.5,48.73164441399977
2019-11-07,58.7,48.73594222699977
2019-11-08,35.0,48.74142328299977
2019-11-09,32.8,48.74207293799977
2019-11-10,67.3,48.742193917999764
2019-11-11,41.3,48.74741463999977
2019-11-12,38.7,48.75244207099977
2019-11-13,32.1,48.75705952399977
2019-11-14,74.9,48.76676051799978
2019-11-15,26.5,48.77421730199978
2019-11-16,34.6,48.77543196199978
2019-11-17,21.6,48.77579740199977
2019-11-18,31.2,48.78104906199977
2019-11-19,39.2,48.78732792699977
2019-11-20,23.2,48.79333493899978
2019-11-21,20.5,48.80107599599977
2019-11-22,31.7,48.80840781499977
2019-11-23,50.8,48.80943075499976
2019-11-24,41.0,48.80961043499976
2019-11-25,14.9,48.81632081599976
2019-11-26,23.9,48.82716717099976
2019-11-27,17.6,48.84042980399976
2019-11-28,26.5,48.86278216999976
2019-11-29,32.8,48.89197674499976
2019-11-30,50.0,48.92035345999977
2019-12-01,22.8,48.92206963999976
2019-12-02,32.9,48.92563488999976
2019-12-03,36.3,48.930765808999766
2019-12-04,62.2,48.93751252899976
2019-12-05,49.0,48.94668686099976
2019-12-06,33.0,48.95127570999976
2019-12-07,20.3,48.95166344999977
2019-12-08,25.4,48.95192446499976
2019-12-09,31.2,48.95627073899976
2019-12-10,47.6,48.97116950399977
2019-12-11,22.7,48.97561443599976
2019-12-12,17.5,48.98320361099976
2019-12-13,17.9,48.98878659499975
2019-12-14,23.8,48.98947990399975
2019-12-15,29.8,49.000452138999755
2019-12-16,29.7,49.01796225199975
2019-12-17,35.3,49.03199406899975
2019-12-18,32.1,49.07248412799976
2019-12-19,45.0,49.08632933199976
2019-12-20,29.3,49.109750628999755
2019-12-21,33.3,49.11160385899975
2019-12-22,16.8,49.11165616899975
2019-12-23,17.6,49.13497807399976
2019-12-24,19.9,49.135118878999755
2019-12-25,14.2,49.13515703899975
2019-12-26,28.9,49.135453538999755
2019-12-27,22.2,49.14390970899975
2019-12-28,38.4,49.144940073999756
2019-12-29,58.1,49.14519944399975
2019-12-30,56.4,49.16386948399975
2019-12-31,38.7,49.16799755899976
2020-01-01,54.0,49.17434260799976
