Inbetriebnahmedatum,Solar(GWh),Bruttoleistung(GWp)
2020-01-02,42.1,49.20106605399976
2020-01-03,19.4,49.21070077199976
2020-01-04,13.9,49.212598876999756
2020-01-05,26.4,49.21302329699976
2020-01-06,40.4,49.22529813899976
2020-01-07,16.2,49.24777183199976
2020-01-08,10.3,49.26575473099976
2020-01-09,25.8,49.27751896199976
2020-01-10,32.5,49.294539291999754
2020-01-11,39.2,49.29508468199976
2020-01-12,36.4,49.295298361999755
2020-01-13,28.2,49.30611258499975
2020-01-14,40.6,49.31627352899975
2020-01-15,68.1,49.33440187999976
2020-01-16,69.8,49.344247453999756
2020-01-17,59.3,49.35975728899976
2020-01-18,31.9,49.36128470399976
2020-01-19,32.6,49.36184221899976
2020-01-20,47.9,49.398681637999765
2020-01-21,68.7,49.41408275699976
2020-01-22,26.8,49.43151260699977
2020-01-23,30.6,49.44524820399976
2020-01-24,49.6,49.46346646099976
2020-01-25,30.4,49.46503512599976
2020-01-26,39.8,49.46517615099976
2020-01-27,42.4,49.48714210599976
2020-01-28,26.6,49.51888504099976
2020-01-29,26.6,49.54640303299976
2020-01-30,48.9,49.59612794099976
2020-01-31,37.7,49.68585086599976
2020-02-01,34.7,49.68862128099976
2020-02-02,18.7,49.68882215599975
2020-02-03,22.8,49.69960678299976
2020-02-04,51.5,49.73084366299976
2020-02-05,92.2,49.74680384299975
2020-02-06,66.8,49.75173185899976
2020-02-07,81.1,49.755917498999764
2020-02-08,92.7,49.75660200299976
2020-02-09,84.7,49.75665172299976
2020-02-10,58.2,49.76086947499975
2020-02-11,55.5,49.76595221099976
2020-02-12,56.0,49.77087639799975
2020-02-13,44.6,49.77853729299976
2020-02-14,36.5,49.78552322199975
2020-02-15,101.5,49.78671593199976
2020-02-16,46.6,49.78683919199976
2020-02-17,48.2,49.79324199199976
2020-02-18,73.2,49.80055616799976
2020-02-19,61.1,49.80941489499975
2020-02-20,49.7,49.81933336599975
2020-02-21,100.3,49.829205113999755
2020-02-22,83.6,49.83066639899975
2020-02-23,21.3,49.83085625899975
2020-02-24,46.2,49.85296097699975
2020-02-25,65.9,49.866238871999755
2020-02-26,60.7,49.878671261999756
2020-02-27,53.3,49.90110200099976
2020-02-28,86.0,49.96641396099976
2020-02-29,78.1,49.98639121199976
2020-03-01,105.1,49.988363956999756
2020-03-02,103.4,49.99469377599975
2020-03-03,74.3,50.00020267999975
2020-03-04,90.3,50.006326785999754
2020-03-05,82.0,50.01272214199975
2020-03-06,38.7,50.02495175499975
2020-03-07,74.6,50.026655885999745
2020-03-08,111.2,50.026890560999746
2020-03-09,83.4,50.04383567899974
2020-03-10,32.3,50.05076365799975
2020-03-11,85.1,50.05669972099975
2020-03-12,119.1,50.06343854899975
2020-03-13,126.0,50.07112703599975
2020-03-14,158.4,50.072213415999755
2020-03-15,186.1,50.07281528599975
2020-03-16,187.4,50.08357465599975
2020-03-17,124.0,50.098276403999755
2020-03-18,173.2,50.11315754999975
2020-03-19,153.9,50.122788723999754
2020-03-20,111.9,50.13307725899975
2020-03-21,96.3,50.13533721899975
2020-03-22,223.9,50.13575034399975
2020-03-23,241.4,50.14686448499975
2020-03-24,238.6,50.15584292799976
2020-03-25,237.9,50.16735740199975
2020-03-26,200.2,50.18867317699976
2020-03-27,220.2,50.21755605799976
2020-03-28,223.2,50.22190817799975
2020-03-29,84.1,50.22255675499975
2020-03-30,174.6,50.26489959399975
2020-03-31,189.9,50.34996191399975
2020-04-01,224.9,50.35879833999975
2020-04-02,203.3,50.36452993799975
2020-04-03,145.9,50.37184457199975
2020-04-04,224.1,50.37340818999976
2020-04-05,253.5,50.37359765999975
2020-04-06,249.3,50.38089487399975
2020-04-07,237.9,50.40196194299975
2020-04-08,240.0,50.41071180599975
2020-04-09,223.9,50.425735989999744
2020-04-10,238.1,50.42631245099975
2020-04-11,249.3,50.42713014699976
2020-04-12,223.7,50.42726954699975
2020-04-13,173.9,50.42765062699975
2020-04-14,198.1,50.436072734999755
2020-04-15,245.3,50.44555831699976
2020-04-16,243.9,50.453170598999755
2020-04-17,244.2,50.46134703999975
2020-04-18,206.4,50.463341934999754
2020-04-19,224.6,50.46384558999976
2020-04-20,268.2,50.47509704499976
2020-04-21,269.4,50.493834297999754
2020-04-22,278.0,50.507882875999755
2020-04-23,271.7,50.528909047999754
2020-04-24,232.9,50.54547675999975
2020-04-25,224.9,50.549311818999755
2020-04-26,250.1,50.556893998999755
2020-04-27,237.2,50.57752028399975
2020-04-28,157.0,50.60191182399975
2020-04-29,123.2,50.63456767099975
2020-04-30,133.0,50.73317554499975
2020-05-01,158.7,50.73554686999975
2020-05-02,153.4,50.735978509999754
2020-05-03,188.1,50.73614936499975
2020-05-04,148.4,50.74334297199975
2020-05-05,212.5,50.75704029999975
2020-05-06,279.6,50.78855899799975
2020-05-07,269.2,50.80711336899975
2020-05-08,268.4,50.81501671899975
2020-05-09,215.5,50.81612930699975
2020-05-10,173.5,50.81706413699975
2020-05-11,87.9,50.826533285999744
2020-05-12,226.5,50.835097954999746
2020-05-13,157.0,50.85425052899974
2020-05-14,183.8,50.86932440999975
2020-05-15,197.5,50.87960734699974
2020-05-16,255.6,50.88146019399974
2020-05-17,268.2,50.88193692399974
2020-05-18,257.3,50.892782741999746
2020-05-19,240.7,50.92106884199975
2020-05-20,189.5,50.935222018999745
2020-05-21,282.9,50.93586725599975
2020-05-22,164.7,50.94688019099976
2020-05-23,118.7,50.94988842399976
2020-05-24,190.4,50.95060110099976
2020-05-25,164.3,50.96482063399976
2020-05-26,241.2,50.98838959799976
2020-05-27,271.4,51.026228908999755
2020-05-28,256.9,51.08862623499976
2020-05-29,260.2,51.15333316499976
2020-05-30,235.5,51.195768807999755
2020-05-31,251.7,51.21123601799975
2020-06-01,307.9,51.28022418499976
2020-06-02,293.3,51.289523771999754
2020-06-03,247.6,51.29805134199975
2020-06-04,108.6,51.30504810999975
2020-06-05,150.6,51.312611796999754
2020-06-06,173.5,51.313586082999755
2020-06-07,140.1,51.31426949299974
2020-06-08,192.6,51.32463595799975
2020-06-09,137.1,51.33214654999975
2020-06-10,122.4,51.34453827199975
2020-06-11,134.6,51.34956445499975
2020-06-12,264.8,51.35811590299975
2020-06-13,235.6,51.35979219799975
2020-06-14,93.5,51.36023743199975
2020-06-15,145.9,51.37308118499975
2020-06-16,173.5,51.382184679999746
2020-06-17,200.2,51.39222949199974
2020-06-18,182.3,51.40420853299975
2020-06-19,162.5,51.419867899999744
2020-06-20,180.6,51.42313580999974
2020-06-21,240.0,51.42342688999974
2020-06-22,239.7,51.43647179099974
2020-06-23,296.3,51.446773632999744
2020-06-24,285.7,51.47229583099974
2020-06-25,246.7,51.49341549799974
2020-06-26,265.6,51.52034120799974
2020-06-27,241.2,51.527820664999744
2020-06-28,175.1,51.530222747999744
2020-06-29,203.5,51.57064466699975
2020-06-30,221.9,51.66981108299974
2020-07-01,216.3,51.69457079099974
2020-07-02,189.7,51.703286901999746
2020-07-03,217.0,51.71042538399974
2020-07-04,221.6,51.711432708999745
2020-07-05,179.0,51.71163338899975
2020-07-06,218.1,51.718901626999745
2020-07-07,236.2,51.725511821999746
2020-07-08,155.5,51.74295359699975
2020-07-09,177.0,51.75505442299974
2020-07-10,180.8,51.76491395299974
2020-07-11,205.5,51.76571700599975
2020-07-12,257.2,51.766349060999744
2020-07-13,286.9,51.77585546599975
2020-07-14,226.7,51.786710928999746
2020-07-15,134.7,51.80057962899974
2020-07-16,114.4,51.810953471999746
2020-07-17,191.0,51.828004963999746
2020-07-18,229.2,51.829879272999754
2020-07-19,240.5,51.83063045499974
2020-07-20,228.3,51.84452479699974
2020-07-21,252.2,51.85438064999975
2020-07-22,256.6,51.86890722899975
2020-07-23,253.3,51.88211328199975
2020-07-24,194.0,51.912872143999756
2020-07-25,196.7,51.91728152099975
2020-07-26,176.0,51.917830275999755
2020-07-27,212.1,51.93377649699976
2020-07-28,210.1,51.94827649699976
2020-07-29,252.6,51.96962858099976
2020-07-30,275.2,52.01984406499975
2020-07-31,277.7,52.09250370599975
2020-08-01,226.3,52.09631136599975
2020-08-02,124.1,52.09657169599975
2020-08-03,147.0,52.10827092599974
2020-08-04,164.0,52.12116699099975
2020-08-05,266.6,52.12789550899974
2020-08-06,275.9,52.14021334799974
2020-08-07,265.9,52.14723825699974
2020-08-08,255.9,52.14860309699975
2020-08-09,226.9,52.14880978399975
2020-08-10,215.2,52.15461486099975
2020-08-11,230.4,52.16522187399975
2020-08-12,238.7,52.17265393799975
2020-08-13,157.7,52.179511711999744
2020-08-14,150.9,52.19926281899975
2020-08-15,172.9,52.20052683399974
2020-08-16,233.2,52.20080881399974
2020-08-17,159.8,52.20933070499974
2020-08-18,177.9,52.21728832299975
2020-08-19,227.9,52.22673392399975
2020-08-20,206.4,52.23521959299975
2020-08-21,200.7,52.246783447999746
2020-08-22,130.0,52.248522437999746
2020-08-23,169.4,52.24871753299975
2020-08-24,156.5,52.26928892899975
2020-08-25,172.6,52.29882406099974
2020-08-26,148.6,52.31540388699974
2020-08-27,169.0,52.35028574299974
2020-08-28,139.6,52.39596574799974
2020-08-29,130.9,52.400604602999735
2020-08-30,95.8,52.406981919999744
2020-08-31,129.1,52.49239415499974
2020-09-01,139.6,52.500054150999745
2020-09-02,183.7,52.50749568199974
2020-09-03,168.3,52.51501314899974
2020-09-04,165.9,52.52274212199974
2020-09-05,131.1,52.52377685299974
2020-09-06,158.5,52.52396024299974
2020-09-07,193.6,52.53171955199974
2020-09-08,187.2,52.54321965399974
2020-09-09,185.1,52.56652710999974
2020-09-10,174.2,52.578328012999734
2020-09-11,195.8,52.588182136999734
2020-09-12,198.4,52.58959730599973
2020-09-13,208.6,52.59007982599974
2020-09-14,215.4,52.600590564999735
2020-09-15,208.7,52.61304727599974
2020-09-16,171.9,52.62411621099974
2020-09-17,182.8,52.632071551999736
2020-09-18,217.5,52.65251270499974
2020-09-19,205.5,52.653801766999734
2020-09-20,210.0,52.654443051999735
2020-09-21,203.6,52.66500108199973
2020-09-22,188.3,52.67474767799974
2020-09-23,127.8,52.68754692399973
2020-09-24,140.7,52.70874761399973
2020-09-25,69.0,52.72685750399973
2020-09-26,38.9,52.72923228899973
2020-09-27,102.7,52.73044965899973
2020-09-28,118.5,52.75889290799972
2020-09-29,94.3,52.78570184899972
2020-09-30,122.7,52.88104796099973
2020-10-01,125.3,52.89118175099973
2020-10-02,107.6,52.897612863999726
2020-10-03,85.1,52.897903391999726
2020-10-04,136.3,52.89800565199972
2020-10-05,80.6,52.905080066999716
2020-10-06,69.3,52.91143454999972
2020-10-07,78.2,52.92322459399972
2020-10-08,80.3,52.94093862899972
2020-10-09,82.9,52.95016447399971
2020-10-10,76.0,52.951387293999716
2020-10-11,93.1,52.951604123999715
2020-10-12,78.5,52.95951141199971
2020-10-13,94.8,52.96819046599972
2020-10-14,47.0,52.98489591899972
2020-10-15,35.9,53.009870077999715
2020-10-16,48.3,53.01972389299972
2020-10-17,58.9,53.02098145799971
2020-10-18,75.1,53.02138390799972
2020-10-19,85.6,53.032481369999715
2020-10-20,78.3,53.04256149799971
2020-10-21,60.7,53.05394288999971
2020-10-22,91.2,53.077402866999705
2020-10-23,44.9,53.09205672799971
2020-10-24,79.8,53.094252920999715
2020-10-25,86.7,53.095640281999714
2020-10-26,26.4,53.11074658599971
2020-10-27,66.6,53.12835000299972
2020-10-28,64.3,53.14653313699972
2020-10-29,55.6,53.18276567899972
2020-10-30,23.3,53.25673794999972
2020-10-31,76.4,53.301575539999725
2020-11-01,30.5,53.30385919299972
2020-11-02,51.0,53.31049614299972
2020-11-03,58.7,53.31694418099972
2020-11-04,70.6,53.332658556999725
2020-11-05,96.3,53.34256653399973
2020-11-06,82.8,53.37135775799973
2020-11-07,99.8,53.372475892999724
2020-11-08,83.4,53.372759632999724
2020-11-09,59.2,53.38670210799973
2020-11-10,36.0,53.397158776999724
2020-11-11,24.2,53.48117758499973
2020-11-12,42.8,53.48940376299973
2020-11-13,62.5,53.49806284699972
2020-11-14,75.4,53.50154194499973
2020-11-15,71.0,53.50219026799972
2020-11-16,44.6,53.54068147099973
2020-11-17,40.2,53.55054161999972
2020-11-18,76.4,53.56214923099973
2020-11-19,27.3,53.58909660399973
2020-11-20,55.7,53.60366481199973
2020-11-21,54.2,53.60544236699972
2020-11-22,48.7,53.60610454899972
2020-11-23,47.9,53.61839179299972
2020-11-24,38.8,53.64122110899972
2020-11-25,43.7,53.65468336399973
2020-11-26,26.7,53.694818006999725
2020-11-27,36.6,53.73189574899972
2020-11-28,28.4,53.738284173999716
2020-11-29,44.4,53.74202453899972
2020-11-30,50.5,53.81169146599972
2020-12-01,9.6,53.81921405699972
2020-12-02,19.6,53.82557580999972
2020-12-03,14.4,53.84151268099971
2020-12-04,22.7,53.85764461099972
2020-12-05,25.5,53.85925093099972
2020-12-06,16.9,53.86028643599972
2020-12-07,18.5,53.880218516999726
2020-12-08,35.1,53.898094476999724
2020-12-09,9.0,53.93057577599972
2020-12-10,9.0,53.95077803699973
2020-12-11,15.6,53.96076267399973
2020-12-12,13.8,53.96197667899973
2020-12-13,13.0,53.96269375399973
2020-12-14,33.9,53.99910995799974
2020-12-15,15.8,54.02452850099973
2020-12-16,33.8,54.05532863099973
2020-12-17,26.7,54.16103780499974
2020-12-18,49.1,54.19363029299974
2020-12-19,43.4,54.196737437999744
2020-12-20,23.3,54.19893489299974
2020-12-21,27.0,54.22031798699973
2020-12-22,15.8,54.25727878999974
2020-12-23,12.1,54.27441217099973
2020-12-24,18.6,54.27541008599973
2020-12-25,25.3,54.275471195999735
2020-12-26,31.4,54.27554136099973
2020-12-27,24.7,54.27561817599973
2020-12-28,19.1,54.284886315999735
2020-12-29,25.6,54.300820070999734
2020-12-30,37.1,54.31222329999974
2020-12-31,40.8,54.32449774499974
2021-01-01,22.4,54.33404599899974
2021-01-02,16.5,54.342398268999744
2021-01-03,6.9,54.34375239199975
2021-01-04,5.6,54.367834984999746
2021-01-05,6.2,54.37654197199975
2021-01-06,7.4,54.38129388899975
2021-01-07,8.3,54.39160590599975
2021-01-08,9.5,54.39989599899975
2021-01-09,15.9,54.40137145399975
2021-01-10,29.6,54.402745235999745
2021-01-11,22.5,54.420047630999754
2021-01-12,12.2,54.433484510999754
2021-01-13,24.4,54.45152205099975
2021-01-14,12.8,54.47094673299975
2021-01-15,22.9,54.48597046599975
2021-01-16,15.4,54.487025810999754
2021-01-17,15.1,54.487213300999755
2021-01-18,12.0,54.500571625999754
2021-01-19,11.7,54.50884341299975
2021-01-20,37.0,54.52851365199975
2021-01-21,44.1,54.54540267199975
2021-01-22,40.7,54.55617199499976
2021-01-23,24.1,54.557287711999756
2021-01-24,25.1,54.557726561999765
2021-01-25,27.1,54.57001540199976
2021-01-26,23.2,54.58846276499976
2021-01-27,23.6,54.60409942799976
2021-01-28,15.5,54.62841604399976
2021-01-29,30.7,54.68701149399977
2021-01-30,24.2,54.704334993999765
2021-01-31,44.2,54.72379456399976
2021-02-01,28.6,54.731007666999766
2021-02-02,24.0,54.80951057599977
2021-02-03,16.6,54.81841124399976
2021-02-04,64.7,54.828247910999764
2021-02-05,33.4,54.83542065399977
2021-02-06,22.7,54.836647351999765
2021-02-07,16.0,54.83680378199977
2021-02-08,21.6,54.846743121999765
2021-02-09,11.8,54.85142401899977
2021-02-10,14.8,54.857160154999775
2021-02-11,29.8,54.86473416199977
2021-02-12,49.7,54.86808222599977
2021-02-13,64.8,54.86862347099977
2021-02-14,76.3,54.86895478599977
2021-02-15,36.0,54.87876449599977
2021-02-16,41.8,54.884101482999775
2021-02-17,63.6,54.89131056299977
2021-02-18,100.0,54.901088783999775
2021-02-19,112.8,54.908843225999775
2021-02-20,144.6,54.91026115799977
2021-02-21,159.6,54.91082903299977
2021-02-22,132.2,54.94712890399976
2021-02-23,132.7,54.95828710999977
2021-02-24,151.9,54.97989872799977
2021-02-25,162.8,55.00001969099977
2021-02-26,98.1,55.06799603199977
2021-02-27,104.7,55.08852149699977
2021-02-28,156.0,55.11666726699977
2021-03-01,148.7,55.12856727199978
2021-03-02,182.2,55.14267861499978
2021-03-03,126.2,55.15428430099978
2021-03-04,76.0,55.164514071999776
2021-03-05,119.2,55.184522572999775
2021-03-06,176.1,55.18579880999978
2021-03-07,141.8,55.18649930499978
2021-03-08,163.0,55.19704853399978
2021-03-09,117.3,55.20453928599977
2021-03-10,107.8,55.21997653299977
2021-03-11,66.3,55.23184161499978
2021-03-12,127.1,55.24060666399978
2021-03-13,74.1,55.242458333999785
2021-03-14,93.2,55.243378008999784
2021-03-15,85.9,55.26297752199977
2021-03-16,96.5,55.27564411699978
2021-03-17,94.3,55.28719735999977
2021-03-18,118.8,55.30715932699977
2021-03-19,116.1,55.32654387999978
2021-03-20,151.0,55.32830121499978
2021-03-21,79.0,55.328574288999775
2021-03-22,109.3,55.34104844099978
2021-03-23,82.5,55.36330084799978
2021-03-24,212.5,55.42287469299978
2021-03-25,193.8,55.449420697999784
2021-03-26,203.3,55.48879109399978
2021-03-27,136.9,55.49390106999978
2021-03-28,177.2,55.497075424999785
2021-03-29,216.5,55.54856453599978
2021-03-30,252.9,55.64487549899978
2021-03-31,249.2,55.80066902599979
2021-04-01,189.7,55.81145677799978
2021-04-02,174.7,55.812101392999786
2021-04-03,181.0,55.81303654299978
2021-04-04,201.8,55.81317587299978
2021-04-05,113.6,55.81438623099979
2021-04-06,138.2,55.820544353999786
2021-04-07,102.2,55.82649055799979
2021-04-08,146.3,55.83365117499979
2021-04-09,203.3,55.84472588099979
2021-04-10,127.2,55.846377926999786
2021-04-11,153.0,55.846543136999784
2021-04-12,124.6,55.859338321999786
2021-04-13,189.3,55.871744165999786
2021-04-14,187.0,55.88049125699978
2021-04-15,189.5,55.89621005399979
2021-04-16,165.0,55.90608564199978
2021-04-17,147.3,55.908931941999775
2021-04-18,119.3,55.90922107199978
2021-04-19,151.5,55.92068351299978
2021-04-20,227.7,55.93390744199978
2021-04-21,238.7,56.04205057699978
2021-04-22,237.5,56.069958832999774
2021-04-23,277.4,56.12497867399977
2021-04-24,270.5,56.13417577899976
2021-04-25,266.9,56.134587303999766
2021-04-26,291.6,56.17417778199977
2021-04-27,308.1,56.208870910999764
2021-04-28,273.3,56.25419850799977
2021-04-29,139.7,56.322112217999766
2021-04-30,141.1,56.40508083899977
2021-05-01,147.0,56.40833770899977
2021-05-02,132.0,56.408719168999774
2021-05-03,219.9,56.41988948699977
2021-05-04,141.8,56.43227341299977
2021-05-05,183.8,56.44438437199977
2021-05-06,151.8,56.456744879999775
2021-05-07,187.1,56.47865178999977
2021-05-08,255.2,56.48057740499977
2021-05-09,290.4,56.48097909499977
2021-05-10,218.0,56.50068341899977
2021-05-11,144.3,56.53711606699977
2021-05-12,105.5,56.54988435699977
2021-05-13,136.8,56.55042002199976
2021-05-14,187.6,56.556474634999766
2021-05-15,188.8,56.560859919999764
2021-05-16,205.8,56.56127107799976
2021-05-17,196.0,56.57386369399976
2021-05-18,187.4,56.58935680999976
2021-05-19,214.8,56.60401331199976
2021-05-20,222.6,56.619166203999754
2021-05-21,180.8,56.63798710899975
2021-05-22,205.4,56.63985572899975
2021-05-23,213.2,56.64014699399975
2021-05-24,208.2,56.64270379899975
2021-05-25,188.1,56.656497286999745
2021-05-26,149.4,56.69633892399975
2021-05-27,150.8,56.71610578299975
2021-05-28,223.2,56.742404592999755
2021-05-29,252.1,56.74788574099975
2021-05-30,313.6,56.75175685099975
2021-05-31,326.7,56.80327779799975
2021-06-01,311.9,56.81452001299975
2021-06-02,306.9,56.82592258299975
2021-06-03,260.3,56.82920251699975
2021-06-04,222.4,56.852592922999754
2021-06-05,196.5,56.853773767999755
2021-06-06,131.5,56.85413120799975
2021-06-07,197.1,56.92184480099975
2021-06-08,237.1,56.941006179999754
2021-06-09,262.8,56.95261028199975
2021-06-10,277.1,56.97601682099975
2021-06-11,291.6,56.986699132999746
2021-06-12,217.1,56.989100217999756
2021-06-13,293.8,56.98937072799975
2021-06-14,333.2,57.00212495299975
2021-06-15,291.6,57.02780606399975
2021-06-16,309.3,57.04568062899975
2021-06-17,312.9,57.058290926999746
2021-06-18,297.7,57.06978749699975
2021-06-19,286.7,57.071674421999745
2021-06-20,220.6,57.072485146999746
2021-06-21,247.4,57.088332853999745
2021-06-22,179.7,57.10130037799974
2021-06-23,199.7,57.11525677599975
2021-06-24,168.9,57.12726369099975
2021-06-25,200.4,57.14359114999974
2021-06-26,269.3,57.14628652999975
2021-06-27,283.4,57.14681543999974
2021-06-28,265.9,57.17706678399974
2021-06-29,188.6,57.205981982999745
2021-06-30,143.0,57.25777295799975
2021-07-01,105.0,57.27601045299974
2021-07-02,209.8,57.28472953499974
2021-07-03,279.2,57.28593949699974
2021-07-04,212.9,57.286211561999735
2021-07-05,180.6,57.312155711999736
2021-07-06,214.1,57.32106318999974
2021-07-07,177.2,57.338104602999735
2021-07-08,133.8,57.36264622399974
2021-07-09,129.3,57.39476231699974
2021-07-10,254.6,57.39655214399974
2021-07-11,195.0,57.396902183999735
2021-07-12,253.4,57.40691817399974
2021-07-13,158.3,57.42085507399974
2021-07-14,134.1,57.43360745499974
2021-07-15,190.9,57.46764489199973
2021-07-16,214.8,57.501591527999736
2021-07-17,181.8,57.503254681999735
2021-07-18,275.5,57.50356505599973
2021-07-19,229.9,57.532344642999725
2021-07-20,246.0,57.552979979999726
2021-07-21,239.7,57.56465699099973
2021-07-22,245.7,57.57981444299973
2021-07-23,264.1,57.59389561799973
2021-07-24,209.8,57.595931592999726
2021-07-25,207.1,57.59682615799973
2021-07-26,216.4,57.61779438899973
2021-07-27,223.8,57.63570669199972
2021-07-28,172.8,57.68262569699973
2021-07-29,242.2,57.72582339699973
2021-07-30,276.4,57.76798338699973
2021-07-31,214.9,57.78027295699973
2021-08-01,157.6,57.78349842199974
2021-08-02,201.2,57.79253637899974
2021-08-03,183.3,57.806597393999745
2021-08-04,171.1,57.82143011499974
2021-08-05,186.2,57.83984360699974
2021-08-06,194.5,57.857797475999746
2021-08-07,173.4,57.85909926299974
2021-08-08,189.2,57.85935020299974
2021-08-09,224.9,57.867257907999736
2021-08-10,212.0,57.884580049999734
2021-08-11,245.3,57.898800713999734
2021-08-12,257.9,57.93178015399973
2021-08-13,238.4,57.94093937499973
2021-08-14,265.6,57.941968844999735
2021-08-15,233.7,57.94256610799973
2021-08-16,137.0,57.96319382899973
2021-08-17,153.7,57.97990810499972
2021-08-18,122.5,57.990648499999736
2021-08-19,117.1,58.004579770999726
2021-08-20,177.5,58.02317183899973
2021-08-21,232.4,58.02939821899973
2021-08-22,112.7,58.029811715999735
2021-08-23,137.5,58.04041165199973
2021-08-24,188.8,58.05414709199973
2021-08-25,229.8,58.08577446999973
2021-08-26,138.8,58.10662667499973
2021-08-27,134.2,58.12598670999973
2021-08-28,122.8,58.13015732499973
2021-08-29,78.2,58.13077346499973
2021-08-30,112.2,58.15302900199973
2021-08-31,155.3,58.191347578999725
2021-09-01,207.0,58.21664566099973
2021-09-02,234.1,58.233326012999726
2021-09-03,255.7,58.24727163899973
2021-09-04,217.0,58.24864480999973
2021-09-05,233.5,58.24891424999973
2021-09-06,234.2,58.258825505999724
2021-09-07,204.3,58.277595508999724
2021-09-08,245.4,58.28913315599972
2021-09-09,221.3,58.30331913499972
2021-09-10,175.9,58.313887059999715
2021-09-11,130.6,58.31592044999972
2021-09-12,173.9,58.31625615999972
2021-09-13,182.8,58.325588121999715
2021-09-14,206.8,58.36300863599971
2021-09-15,76.0,58.37643039499972
2021-09-16,92.1,58.39826632099972
2021-09-17,110.5,58.41092876199972
2021-09-18,150.3,58.412740886999714
2021-09-19,116.1,58.413100261999716
2021-09-20,99.8,58.42485869899972
2021-09-21,129.8,58.43542947399971
2021-09-22,158.7,58.44960315099972
2021-09-23,182.0,58.48269791899971
2021-09-24,125.4,58.49880935199971
2021-09-25,162.2,58.50299796199972
2021-09-26,144.8,58.503351471999714
2021-09-27,118.2,58.528728612999714
2021-09-28,127.5,58.56252204299971
2021-09-29,100.6,58.60357656399971
2021-09-30,174.0,58.66116553399971
2021-10-01,193.8,58.68001062299971
2021-10-02,149.5,58.68592238999971
2021-10-03,93.1,58.68994673499971
2021-10-04,67.6,58.71773702199971
2021-10-05,64.6,58.72878363999971
2021-10-06,100.6,58.74070397799971
2021-10-07,124.5,58.76172905099971
2021-10-08,131.4,58.7724427219997
2021-10-09,194.1,58.7751020439997
2021-10-10,186.7,58.7757136089997
2021-10-11,117.7,58.7865158059997
2021-10-12,71.9,58.80665082299969
2021-10-13,116.5,58.8172353889997
2021-10-14,62.6,58.83037222499969
2021-10-15,110.6,58.84478805099969
2021-10-16,116.2,58.847059450999694
2021-10-17,86.8,58.84758525599969
2021-10-18,104.1,58.86009040499969
2021-10-19,49.0,58.873239370999684
2021-10-20,87.3,58.88729039699968
2021-10-21,82.6,58.90903291699969
2021-10-22,102.8,58.92321557199969
2021-10-23,111.6,58.92614596199969
2021-10-24,165.2,58.926556326999695
2021-10-25,110.4,58.94228186199969
2021-10-26,70.6,58.98325029099969
2021-10-27,74.6,59.002394698999694
2021-10-28,113.5,59.03918518899969
2021-10-29,106.2,59.06576051599969
2021-10-30,72.0,59.07334978899969
2021-10-31,109.0,59.08354196399969
2021-11-01,40.7,59.09050309499969
2021-11-02,66.3,59.099598382999694
2021-11-03,50.5,59.111156315999686
2021-11-04,22.3,59.12375951099968
2021-11-05,42.0,59.139930593999686
2021-11-06,67.9,59.14194622399969
2021-11-07,49.5,59.14218878399969
2021-11-08,61.6,59.15616121999969
2021-11-09,110.0,59.17101283299968
2021-11-10,75.6,59.19258175799968
2021-11-11,69.9,59.20649183399968
2021-11-12,39.7,59.21850222099968
2021-11-13,25.0,59.22090792599968
2021-11-14,26.6,59.22124418599967
2021-11-15,15.4,59.24219317099968
2021-11-16,12.6,59.25812217799968
2021-11-17,15.7,59.268895074999676
2021-11-18,37.0,59.29139612799968
2021-11-19,26.4,59.30241029099968
2021-11-20,20.5,59.30451363099968
2021-11-21,29.1,59.30510736599968
2021-11-22,45.0,59.31903079399969
2021-11-23,60.5,59.33262100399969
2021-11-24,33.4,59.348954591999686
2021-11-25,17.4,59.363319441999685
2021-11-26,20.6,59.38293157699969
2021-11-27,23.8,59.385673376999684
2021-11-28,24.4,59.38688176199968
2021-11-29,20.1,59.402407057999675
2021-11-30,8.4,59.45107741899968
2021-12-01,20.0,59.464827238999675
2021-12-02,33.1,59.47438559899968
2021-12-03,36.6,59.481636843999674
2021-12-04,12.5,59.48422686899968
2021-12-05,28.6,59.48513060899968
2021-12-06,24.1,59.494613490999676
2021-12-07,28.7,59.508016647999675
2021-12-08,14.3,59.53262351499967
2021-12-09,12.0,59.55346819699967
2021-12-10,21.6,59.56344433599966
2021-12-11,18.5,59.57615127599966
2021-12-12,16.7,59.57668385599966
2021-12-13,15.7,59.59838401399966
2021-12-14,14.8,59.60966045199966
2021-12-15,13.5,59.63457593899967
2021-12-16,18.5,59.66531113599966
2021-12-17,23.8,59.68591989399967
2021-12-18,14.0,59.68739842899966
2021-12-19,15.0,59.688539613999666
2021-12-20,60.6,59.91130085999966
2021-12-21,53.6,59.967353356999666
2021-12-22,58.0,59.995649278999664
2021-12-23,20.3,60.03791837699966
2021-12-24,8.5,60.03824981699966
2021-12-25,21.9,60.03832364199966
2021-12-26,25.2,60.03838006199966
2021-12-27,23.9,60.04024386599966
2021-12-28,15.6,60.04442453499966
2021-12-29,15.8,60.04708079499966
2021-12-30,14.8,60.05176153499966
2021-12-31,46.2,60.05311386099966
2022-01-01,35.8,60.058681655999656
2022-01-02,26.6,60.06124946899966
2022-01-03,23.5,60.098303061999665
2022-01-04,10.9,60.107638966999666
2022-01-05,27.4,60.11488992199966
